"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"gene","SEC61A2","SEL1L3","EIF3L","RPL3","KRT23","OAS2","SLC39A11","CFHR5","LRRC1","LOXL4","CREG1","JTB","FAM168B","PTPRD","STC1","SLC22A15","SENP2","HSPA4L","COL4A3","CTDSP2","NR2F1","DLEU1","NR2C2","GTPBP6","PRR14L","MAGEH1","TRIM31","NEURL1B","LINC01806","DENND11"
"TCGA-G3-A7M8-01"," 5.438079"," 5.755742"," 8.102586","10.931338"," 5.384495"," 7.628518"," 8.791334"," 7.929846"," 5.690359"," 5.361292"," 8.476371"," 6.077642"," 8.134761"," 3.433987"," 6.719013"," 2.772589"," 7.172425"," 6.855409"," 6.056784"," 8.561975"," 6.011267"," 3.044522"," 6.242223"," 7.631432"," 6.542472"," 6.220590"," 5.634790"," 6.754604"," 5.181784"," 7.953318"
"TCGA-G3-AAV4-01"," 4.174387"," 4.634729"," 8.488176","11.441043"," 1.386294"," 7.145196"," 8.208764"," 6.655440"," 2.708050"," 2.079442"," 8.702012"," 6.216606"," 8.139732"," 5.641907"," 7.316548"," 1.945910"," 7.246368"," 5.117994"," 1.609438"," 8.544030"," 8.072467"," 4.875197"," 6.331502"," 7.430114"," 7.037906"," 5.771441"," 4.234107"," 6.001415"," 0.000000"," 7.605392"
"TCGA-EP-A3JL-01"," 5.170484"," 6.576470"," 7.171657","11.061406"," 6.035481"," 7.262629"," 6.981935"," 8.659213"," 5.817111"," 7.247081"," 9.923633"," 6.693324"," 7.741534"," 4.234107"," 5.327876"," 4.356709"," 6.641182"," 6.291569"," 1.791759"," 8.294550"," 5.509388"," 3.637586"," 5.983936"," 8.451053"," 6.350886"," 6.566672"," 5.252273"," 6.429719"," 3.526361"," 7.567863"
"TCGA-DD-AAVP-01"," 4.948760"," 4.653960"," 7.143618","11.186627"," 4.804021"," 5.579730"," 6.982863"," 7.607878"," 3.218876"," 5.926926"," 8.711937"," 6.660575"," 7.443664"," 2.079442"," 5.913503"," 1.098612"," 6.693324"," 3.871201"," 1.609438"," 7.429521"," 5.899897"," 3.784190"," 5.081404"," 7.528332"," 6.196444"," 8.861775"," 2.708050"," 5.755742"," 1.609438"," 5.476464"
"TCGA-DD-AAEH-01"," 5.7557422"," 5.9558374"," 7.3802558","11.2249767"," 0.6931472"," 6.5998705"," 7.4770385"," 9.8773489"," 2.9444390"," 5.0238805"," 9.9978882"," 6.7945866"," 8.2967959"," 2.8332133"," 5.2933048"," 1.6094379"," 6.8254600"," 6.2245584"," 3.4339872"," 8.5231753"," 5.7868974"," 4.6443909"," 5.8021184"," 7.8236459"," 6.4473059"," 4.8121844"," 5.2781147"," 6.5525079"," 2.7080502"," 7.0578979"
"TCGA-O8-A75V-01"," 5.056246"," 7.705713"," 7.853605","11.121201"," 8.853523"," 7.547502"," 8.462315"," 9.547312"," 6.442540"," 7.315218"," 9.726750"," 6.805723"," 8.171882"," 5.686975"," 4.753590"," 4.488636"," 6.829794"," 6.815640"," 3.258097"," 8.613775"," 5.700444"," 3.688879"," 5.937536"," 7.897296"," 6.766192"," 6.249975"," 6.317165"," 6.749931"," 3.828641"," 7.237778"
"TCGA-BC-A69I-01"," 5.049856"," 4.584967"," 7.520776","11.378628"," 4.276666"," 6.687109"," 7.346010","10.227092"," 3.178054"," 4.941642"," 8.820699"," 6.131226"," 7.684324"," 6.257668"," 7.525640"," 1.609438"," 6.839476"," 6.461468"," 2.639057"," 7.974189"," 7.305188"," 3.218876"," 5.099866"," 7.695758"," 6.490724"," 5.690359"," 0.000000"," 6.347389"," 3.091042"," 5.929589"
"TCGA-ES-A2HT-01"," 4.852030"," 5.820083"," 6.695799","10.981183"," 7.221836"," 9.108197"," 7.631917"," 9.355306"," 3.218876"," 6.959399"," 9.767897"," 6.997596"," 6.969791"," 3.401197"," 5.298317"," 4.744932"," 6.287859"," 6.925595"," 2.197225"," 7.148346"," 5.556828"," 2.772589"," 4.204693"," 8.190909"," 6.021023"," 4.962845"," 5.407172"," 6.373320"," 3.367296"," 6.249975"
"TCGA-DD-AAVQ-01"," 6.216606"," 7.988204"," 7.917172","11.649116"," 8.153925"," 7.513709"," 8.289791"," 8.236950"," 6.928538"," 6.572283"," 9.792947"," 7.093405"," 8.351139"," 3.218876"," 4.653960"," 3.713572"," 7.182352"," 4.969813"," 4.025352"," 8.694167"," 6.675823"," 3.610918"," 5.937536"," 7.177782"," 7.234177"," 5.837730"," 6.059123"," 6.668228"," 3.713572"," 7.500529"
"TCGA-EP-A12J-01"," 4.6539604"," 5.9839363"," 8.0159878","10.9497358"," 0.6931472","10.2058119"," 7.6648158","10.0037400"," 4.0943446"," 5.8171112"," 9.1121761"," 6.2766435"," 8.5107726"," 6.9679092"," 5.9610053"," 1.3862944"," 7.5480290"," 6.6187390"," 2.0794415"," 8.7727652"," 7.6866213"," 4.7184989"," 7.2348984"," 7.5564280"," 7.5898415"," 4.0604430"," 2.3978953"," 6.5553569"," 5.0937502"," 6.6795992"
"TCGA-DD-AADO-01"," 5.894403"," 6.481577"," 5.659482","12.092355"," 7.475906"," 5.811141"," 7.279319"," 5.710427"," 6.577861"," 8.282989"," 7.758761"," 8.178077"," 7.327123"," 4.852030"," 5.655992"," 4.499810"," 6.240276"," 5.468060"," 1.609438"," 7.377134"," 5.749393"," 4.795791"," 4.262680"," 6.452049"," 6.063785"," 5.986452"," 7.181592"," 4.406719"," 1.098612"," 6.047372"
"TCGA-DD-AADP-01"," 5.723585"," 5.924256"," 8.606485","11.306356"," 6.444131"," 7.266129"," 7.999679","10.032936"," 5.631212"," 6.204558"," 9.820378"," 6.364751"," 8.111328"," 3.871201"," 6.232448"," 4.543295"," 7.477038"," 6.298949"," 2.772589"," 8.482395"," 6.617403"," 4.828314"," 6.813445"," 8.033658"," 7.225481"," 4.682131"," 4.962845"," 6.458338"," 4.356709"," 7.189168"
"TCGA-DD-AADI-01"," 5.446737"," 7.272398"," 7.303843","11.942816"," 8.045588"," 6.322565"," 7.392032"," 6.297109"," 6.637258"," 8.300280"," 9.879451"," 7.789040"," 7.838343"," 3.332205"," 4.488636"," 4.077537"," 7.063048"," 4.158883"," 3.828641"," 8.363809"," 6.461468"," 4.718499"," 4.997212"," 7.667158"," 6.669498"," 5.283204"," 6.953684"," 6.278521"," 3.178054"," 7.440734"
"TCGA-ED-A627-01"," 5.288267"," 8.469053"," 8.166216","11.204333"," 7.557995"," 8.155075"," 7.521318"," 8.451267"," 5.840642"," 7.589842"," 9.292289"," 5.209486"," 7.872455"," 7.028201"," 7.212294"," 4.532599"," 7.009409"," 6.526495"," 4.700480"," 8.572628"," 7.441907"," 3.951244"," 6.517671"," 7.561642"," 6.884487"," 6.313548"," 5.093750"," 6.919684"," 4.394449"," 7.163172"
"TCGA-DD-A4NS-01"," 5.849325"," 7.890208"," 8.476788","11.306553"," 6.742881"," 7.089243"," 7.333023"," 9.243291"," 5.420535"," 6.672033"," 9.311633"," 5.497168"," 8.414717"," 6.892642"," 6.410175"," 4.700480"," 7.313887"," 6.447306"," 5.765191"," 8.843182"," 8.026824"," 4.779123"," 7.309212"," 8.039157"," 7.342779"," 6.428105"," 5.068904"," 7.629490"," 4.382027"," 7.659643"
"TCGA-DD-AACE-01"," 5.758902"," 4.595120"," 8.044626","10.939639"," 1.945910"," 6.988413"," 7.584773"," 6.785588"," 3.091042"," 2.564949"," 7.680176"," 6.186209"," 8.091933"," 1.945910"," 5.796058"," 0.000000"," 7.014814"," 5.556828"," 2.079442"," 7.890208"," 5.843544"," 4.477337"," 6.385194"," 6.602588"," 7.022868"," 3.737670"," 2.564949"," 5.996452"," 2.708050"," 7.663408"
"TCGA-RC-A7SK-01"," 5.645447"," 7.288244"," 7.948385","10.997924"," 3.912023"," 7.868637"," 8.651724"," 7.308543"," 6.238325"," 7.259116"," 9.662435"," 6.618739"," 8.362175"," 5.379897"," 2.944439"," 3.988984"," 7.268223"," 5.703782"," 1.791759"," 8.687779"," 4.962845"," 5.017280"," 6.576470"," 7.561642"," 7.057037"," 5.950643"," 5.036953"," 5.963579"," 5.105945"," 8.064951"
"TCGA-DD-AAEA-01"," 5.7493930"," 4.0775374"," 5.5606816","10.0853090"," 2.9444390"," 6.3613025"," 6.6528630"," 7.6889133"," 5.5683445"," 6.3243590"," 8.9406292"," 6.3099183"," 6.8772961"," 0.6931472"," 5.2203558"," 2.5649494"," 6.8627579"," 5.2574954"," 0.6931472"," 7.3883279"," 4.2766661"," 2.8903718"," 5.6347896"," 7.0639040"," 5.9839363"," 6.0822189"," 5.5834963"," 6.0234476"," 3.3672958"," 6.9431224"
"TCGA-DD-A4NN-01"," 6.380123"," 6.699500"," 8.568266","11.719948"," 7.069023"," 6.003887"," 8.082402"," 8.500861"," 7.512618"," 9.021115"," 9.956744"," 6.745236"," 8.748940"," 4.584967"," 6.180017"," 4.158883"," 7.532624"," 4.912655"," 2.708050"," 8.927314"," 6.612041"," 5.068904"," 6.514713"," 8.105911"," 7.436617"," 6.997596"," 4.477337"," 7.122060"," 2.890372"," 7.978996"
"TCGA-G3-A25U-01"," 5.855072"," 5.389072"," 8.568076","11.229249"," 0.000000"," 6.190315"," 7.634821"," 6.597146"," 1.945910"," 4.605170"," 9.315601"," 6.008813"," 8.033009"," 6.934397"," 6.232448"," 4.234107"," 7.323831"," 6.481577"," 2.944439"," 8.158802"," 5.379897"," 4.634729"," 7.019297"," 7.253470"," 7.077498"," 6.428105"," 5.463832"," 6.935370"," 5.480639"," 7.166266"
"TCGA-DD-A39Y-01"," 5.332719"," 7.846981"," 7.668094","11.492457"," 7.853605"," 6.075346"," 8.200014"," 5.929589"," 7.031741"," 6.663133"," 8.859363"," 7.038784"," 8.444622"," 2.484907"," 5.036953"," 6.095825"," 7.439559"," 7.163172"," 1.945910"," 8.321908"," 6.788972"," 4.605170"," 6.091310"," 8.732305"," 6.739337"," 5.937536"," 6.614726"," 6.180017"," 2.772589"," 8.382976"
"TCGA-BW-A5NQ-01"," 5.940171"," 7.130899"," 7.694848","10.785849"," 8.182559"," 7.406711"," 7.495542"," 7.714231"," 7.671361"," 4.406719"," 8.672486"," 6.340359"," 8.519191"," 3.295837"," 5.765191"," 4.234107"," 8.045268"," 6.595781"," 2.484907"," 9.082621"," 4.718499"," 5.958425"," 6.510258"," 7.673223"," 6.556778"," 6.144186"," 7.874359"," 6.163315"," 4.043051"," 7.665753"
"TCGA-2Y-A9GV-01"," 6.7031881"," 5.4553211"," 7.5579950","10.3048777"," 0.6931472"," 7.2633296"," 6.8987145"," 8.6356871"," 5.8348107"," 5.3890717"," 9.3614292"," 5.5093883"," 7.8789129"," 4.3694479"," 6.5453497"," 3.6109179"," 6.8721281"," 5.3278762"," 3.2580965"," 8.1403155"," 5.7620514"," 3.3322045"," 6.6795992"," 7.0370276"," 6.6707663"," 5.8171112"," 5.5797298"," 6.0958246"," 3.4965076"," 7.7039102"
"TCGA-G3-AAUZ-01"," 5.262690"," 5.365976"," 6.508769","11.344554"," 5.673323"," 7.207860"," 7.029973"," 8.307459"," 4.007333"," 4.941642"," 8.847791"," 7.062192"," 7.258412"," 5.739793"," 5.023881"," 2.484907"," 6.361302"," 6.595781"," 2.708050"," 7.919356"," 5.236442"," 3.951244"," 4.369448"," 7.835184"," 6.023448"," 6.324359"," 4.882802"," 6.968850"," 3.178054"," 6.388561"
"TCGA-DD-A73E-01"," 4.682131"," 4.927254"," 8.702178","11.619158"," 0.000000"," 5.948035"," 7.016610"," 8.670258"," 2.995732"," 1.945910"," 9.280706"," 5.755742"," 8.946765"," 6.741701"," 6.159095"," 0.000000"," 7.692113"," 5.231109"," 6.410175"," 9.104646"," 7.748460"," 4.905275"," 6.692084"," 7.892452"," 7.454720"," 4.262680"," 0.000000"," 6.169611"," 4.510860"," 7.762171"
"TCGA-BD-A3EP-01"," 5.568345"," 7.722678"," 7.556428","10.666137"," 6.888572"," 6.749931"," 7.539559"," 7.801800"," 6.137727"," 7.902118"," 8.756053"," 5.834811"," 7.974877"," 4.615121"," 6.870053"," 4.521789"," 6.830874"," 6.177944"," 4.532599"," 8.705000"," 6.255750"," 4.836282"," 6.673298"," 7.506592"," 6.616065"," 6.858565"," 6.475433"," 7.032624"," 3.828641"," 7.977625"
"TCGA-DD-AAEB-01"," 4.718499"," 3.850148"," 4.248495","10.901377"," 2.079442"," 5.361292"," 7.424165"," 7.942362"," 2.484907"," 2.995732"," 9.279587"," 7.648740"," 6.368187"," 5.231109"," 5.921578"," 3.806662"," 6.190315"," 3.912023"," 0.000000"," 6.963190"," 4.330733"," 4.276666"," 4.248495"," 6.784457"," 5.631212"," 5.347108"," 1.098612"," 5.762051"," 2.397895"," 5.332719"
"TCGA-2Y-A9H4-01"," 4.663439"," 4.795791"," 6.025866","10.076726"," 2.708050"," 6.169611"," 6.918695"," 6.977281"," 4.248495"," 2.397895"," 8.427706"," 6.175867"," 6.921658"," 6.146329"," 4.779123"," 4.454347"," 6.813445"," 5.700444"," 2.639057"," 7.468513"," 7.066467"," 4.007333"," 5.683580"," 7.227662"," 3.637586"," 5.998937"," 5.087596"," 6.226537"," 4.317488"," 5.955837"
"TCGA-FV-A496-01"," 6.086775"," 6.894670"," 8.372399","10.970902"," 5.402677"," 5.164786"," 8.490438","10.438459"," 5.181784"," 5.267858"," 9.706316"," 6.059123"," 8.475329"," 6.263398"," 5.293305"," 5.170484"," 7.100852"," 5.693732"," 1.791759"," 8.866158"," 5.686975"," 5.043425"," 6.650279"," 6.870053"," 7.268920"," 6.699500"," 3.367296"," 5.783825"," 4.736198"," 6.955593"
"TCGA-DD-AACV-01"," 6.025866"," 4.043051"," 7.829233","10.458263"," 0.000000"," 4.859812"," 7.099202"," 8.293049"," 3.610918"," 1.609438"," 8.453188"," 5.846439"," 7.328437"," 6.437752"," 6.142037"," 2.708050"," 7.534763"," 5.525453"," 3.044522"," 7.744137"," 3.295837"," 3.871201"," 6.342121"," 7.653020"," 6.899723"," 6.895683"," 4.174387"," 7.142827"," 4.143135"," 6.787845"
"TCGA-DD-AACU-01"," 5.505332"," 6.682109"," 8.577724","11.166781"," 8.878358"," 7.722235"," 7.974877"," 9.105868"," 6.535241"," 7.973844"," 8.843759"," 6.054439"," 8.401558"," 5.497168"," 4.382027"," 3.784190"," 7.752335"," 5.135798"," 2.890372"," 8.688622"," 5.755742"," 3.988984"," 6.728629"," 7.904704"," 7.261927"," 5.176150"," 7.138867"," 6.408529"," 5.087596"," 8.323608"
"TCGA-DD-AAVR-01"," 4.510860"," 7.816820"," 7.988543","11.151367"," 6.971669"," 7.307202"," 7.811163"," 8.971702"," 5.135798"," 6.021023"," 9.628656"," 6.752270"," 7.811163"," 4.110874"," 6.306275"," 3.135494"," 6.869014"," 4.110874"," 3.713572"," 8.143517"," 6.308098"," 3.737670"," 5.783825"," 7.381502"," 6.139885"," 5.877736"," 4.882802"," 6.846943"," 2.564949"," 5.950643"
"TCGA-DD-AAVS-01"," 6.222576"," 8.818038"," 8.633553","11.502501"," 8.432724"," 5.910797"," 7.984463"," 8.660601"," 7.814400"," 8.065894"," 9.800402"," 6.558198"," 9.194516"," 2.944439"," 5.811141"," 4.094345"," 8.213111"," 5.874931"," 2.833213"," 9.141419"," 6.621406"," 5.135798"," 7.194437"," 8.170469"," 7.715570"," 5.062595"," 7.137278"," 7.095893"," 5.908083"," 8.416046"
"TCGA-DD-AAE6-01"," 5.9661467"," 3.5263605"," 7.0900768","11.2493895"," 1.9459101"," 6.4232470"," 8.4162673"," 7.5553819"," 5.6204009"," 6.8297937"," 8.9810530"," 6.9304948"," 7.7226775"," 1.3862944"," 5.2574954"," 5.5412635"," 7.8834464"," 4.5849675"," 1.3862944"," 8.7492568"," 5.7868974"," 5.0814044"," 6.1758673"," 8.4819804"," 7.1966866"," 2.4849066"," 6.8585650"," 7.4696542"," 0.6931472"," 7.7911095"
"TCGA-DD-AAC9-01"," 4.976734"," 6.516193"," 7.259116","10.836576"," 7.382746"," 6.418365"," 7.323171"," 9.627339"," 5.262690"," 5.455321"," 9.648014"," 6.429719"," 7.474772"," 5.389072"," 4.779123"," 2.197225"," 6.380123"," 6.368187"," 2.639057"," 8.041735"," 6.013715"," 2.833213"," 4.890349"," 6.960348"," 6.214608"," 5.068904"," 5.141664"," 5.929589"," 3.218876"," 7.285507"
"TCGA-2Y-A9HB-01"," 6.118097"," 6.324359"," 8.230577","11.098485"," 7.676937"," 9.276783"," 8.073715"," 9.852615"," 4.736198"," 3.178054"," 9.722385"," 5.843544"," 8.365905"," 2.079442"," 5.298317"," 3.713572"," 7.319202"," 6.943122"," 3.135494"," 8.950014"," 6.522093"," 5.262690"," 6.795706"," 7.836765"," 7.278629"," 4.532599"," 5.978886"," 6.621406"," 4.905275"," 7.498870"
"TCGA-EP-A26S-01"," 6.003887"," 6.118097"," 9.041922","12.044101"," 3.044522"," 6.690842"," 8.033334"," 5.843544"," 5.891644"," 4.007333"," 9.619731"," 6.261492"," 8.669914"," 7.258412"," 6.788972"," 3.663562"," 7.687080"," 6.210600"," 2.484907"," 9.341369"," 8.020599"," 4.653960"," 7.233455"," 8.326759"," 7.698029"," 4.634729"," 3.218876"," 6.763885"," 5.135798"," 7.615298"
"TCGA-G3-A25S-01"," 5.379897"," 4.564348"," 6.972606","10.827727"," 1.098612"," 6.516193"," 8.705497"," 9.619864"," 6.381816"," 2.639057","10.158943"," 7.204893"," 8.078688"," 3.583519"," 5.123964"," 5.525453"," 7.192934"," 6.398595"," 1.098612"," 7.971431"," 4.394449"," 4.787492"," 5.267858"," 8.101981"," 6.461468"," 6.930495"," 6.202536"," 5.703782"," 4.499810"," 6.356108"
"TCGA-DD-AAEG-01"," 5.552960"," 7.737180"," 8.262559","11.186087"," 4.343805"," 7.573017"," 8.003363","10.063904"," 4.382027"," 5.231109","10.356281"," 7.197435"," 8.774468"," 4.564348"," 4.990433"," 3.663562"," 7.069023"," 6.445720"," 3.218876"," 8.476996"," 6.098074"," 3.713572"," 6.637258"," 8.230311"," 7.287561"," 5.968708"," 5.433722"," 6.889591"," 3.637586"," 6.897705"
"TCGA-UB-A7ME-01"," 5.855072"," 7.082549"," 8.657998","11.604155"," 5.983936"," 7.655864"," 8.376321"," 4.779123"," 6.687109"," 6.609349"," 9.516722"," 6.934397"," 8.054205"," 4.077537"," 5.602119"," 2.944439"," 7.413367"," 3.258097"," 3.178054"," 9.006264"," 5.602119"," 5.493061"," 6.352629"," 7.526718"," 7.498870"," 6.011267"," 4.962845"," 6.711740"," 4.330733"," 7.781973"
"TCGA-2Y-A9H2-01"," 5.379897"," 9.512073"," 8.817890","11.565907"," 6.741701"," 7.743270"," 7.826443"," 7.574045"," 6.493754"," 7.531552"," 8.455743"," 6.381816"," 8.867991"," 7.526718"," 5.267858"," 4.624973"," 7.086738"," 7.082549"," 3.178054"," 9.461488"," 5.743003"," 4.330733"," 7.236339"," 7.621195"," 7.920083"," 5.831882"," 4.382027"," 7.103322"," 2.564949"," 7.857481"
"TCGA-DD-AACY-01"," 5.214936"," 6.056784"," 8.107720","11.428685"," 6.972606"," 8.457443"," 7.656810"," 5.003946"," 4.912655"," 6.113682"," 9.671177"," 6.685861"," 7.321189"," 2.197225"," 6.744059"," 4.897840"," 6.841615"," 7.406103"," 3.258097"," 8.391630"," 5.062595"," 4.343805"," 5.899897"," 7.773174"," 6.593045"," 4.430817"," 6.066108"," 6.167516"," 3.526361"," 6.679599"
"TCGA-DD-AACC-01"," 5.993961"," 7.588324"," 7.257708","11.231795"," 7.475339"," 7.410952"," 7.553287"," 6.948897"," 5.407172"," 8.256088"," 8.820699"," 6.529419"," 7.389564"," 3.496508"," 5.283204"," 4.430817"," 6.812345"," 5.459586"," 3.332205"," 7.838343"," 5.783825"," 4.276666"," 5.332719"," 6.705639"," 6.439350"," 6.444131"," 7.107425"," 5.932245"," 3.737670"," 6.803505"
"TCGA-GJ-A3OU-01"," 5.105945"," 8.441607"," 7.955074","10.827250"," 6.689599"," 7.515889"," 7.853993"," 8.387312"," 5.924256"," 6.977281"," 9.779057"," 6.084499"," 7.969012"," 6.091310"," 5.971262"," 4.634729"," 6.519147"," 6.202536"," 3.135494"," 8.433812"," 6.133398"," 4.330733"," 6.423247"," 7.349874"," 6.595781"," 6.208590"," 5.529429"," 7.189168"," 3.610918"," 7.224025"
"TCGA-DD-AACH-02"," 6.111467"," 9.164296"," 8.614864","11.353355"," 4.127134"," 7.533694"," 7.175490"," 8.943767"," 6.792344"," 5.676754","10.025307"," 6.880384"," 9.462887"," 7.387090"," 6.577861"," 6.338594"," 7.697121"," 7.695303"," 5.030438"," 9.500469"," 8.849801"," 5.424950"," 7.508239"," 8.423981"," 7.974533"," 6.309918"," 5.834811"," 8.699015"," 4.727388"," 8.749098"
"TCGA-DD-AACX-02"," 5.1416636"," 6.4504704"," 8.0830199","11.3049168","10.0812990"," 7.1793080"," 7.9858247"," 8.8522358"," 4.8520303"," 7.6815604"," 9.5348846"," 6.3750248"," 8.5972974"," 1.9459101"," 5.7104270"," 5.6903595"," 7.0859015"," 6.2225763"," 2.3978953"," 8.5807312"," 4.5538769"," 3.8501476"," 7.0732697"," 7.5416831"," 7.0732697"," 4.1896547"," 5.5797298"," 6.8079349"," 0.6931472"," 6.9517722"
"TCGA-DD-AADQ-02"," 5.973810"," 7.168580"," 6.210600","10.638448"," 3.433987"," 5.707110"," 7.486053"," 9.296243"," 5.894403"," 6.059123"," 9.058703"," 6.380123"," 7.642044"," 5.921578"," 5.940171"," 4.672829"," 6.566672"," 6.709304"," 1.386294"," 7.600402"," 6.781058"," 3.713572"," 5.817111"," 7.431892"," 5.852202"," 3.555348"," 8.992806"," 4.369448"," 3.713572"," 6.823286"
"TCGA-FV-A3I0-02"," 4.897840"," 9.463742"," 9.373139","12.576653","10.221905"," 8.070594"," 7.645876"," 2.639057"," 6.884487"," 8.400435"," 8.824089"," 5.860786"," 8.534247"," 4.934474"," 6.754604"," 6.799056"," 6.831954"," 4.976734"," 2.944439"," 9.228671"," 6.269096"," 3.713572"," 6.236370"," 8.163941"," 7.257708"," 6.608001"," 3.784190"," 5.857933"," 2.639057"," 6.690842"
"TCGA-5C-A9VG-02"," 5.298317"," 5.541264"," 8.722906","11.831765"," 1.609438"," 6.419995"," 7.269617"," 5.733341"," 5.081404"," 4.700480"," 8.106515"," 6.390241"," 8.584291"," 4.795791"," 5.424950"," 4.442651"," 7.746301"," 7.577634"," 3.135494"," 9.175852"," 6.733402"," 5.192957"," 6.949856"," 7.802209"," 7.340187"," 5.030438"," 2.302585"," 6.827629"," 2.890372"," 6.905753"
"TCGA-GJ-A6C0-02"," 6.371612"," 7.372118"," 7.508239","10.505615"," 3.663562"," 7.074117"," 7.820038"," 8.730044"," 5.451038"," 7.057898","10.830916"," 5.968708"," 7.828835"," 6.864848"," 7.851661"," 6.989335"," 6.951772"," 7.246368"," 5.556828"," 8.289288"," 6.111467"," 4.962845"," 6.385194"," 7.892452"," 7.136483"," 6.683361"," 6.919684"," 6.940222"," 4.343805"," 6.754604"
"TCGA-MI-A75G-02"," 5.713733"," 5.361292"," 7.706613","11.242690"," 5.613128"," 5.743003"," 7.353722"," 9.809671"," 3.526361"," 7.227662"," 9.413036"," 6.883463"," 7.890208"," 6.432940"," 6.912743"," 4.343805"," 7.473069"," 5.811141"," 1.386294"," 8.257645"," 5.484797"," 4.672829"," 6.445720"," 8.308446"," 6.758095"," 6.045005"," 4.077537"," 5.575949"," 4.317488"," 7.452402"
"TCGA-DD-A73D-02"," 6.787845"," 3.912023"," 8.429454","11.020938"," 1.609438"," 4.488636"," 8.029759"," 9.826120"," 1.098612"," 2.639057"," 9.285262"," 6.609349"," 8.589142"," 1.791759"," 6.171701"," 0.000000"," 7.207860"," 6.484635"," 2.079442"," 8.602269"," 6.115892"," 4.990433"," 6.304449"," 8.185629"," 6.634633"," 2.890372"," 4.060443"," 5.017280"," 4.955827"," 6.841615"
"TCGA-WQ-AB4B-02"," 4.990433"," 5.575949"," 5.147494","10.445579"," 7.092574"," 6.684612"," 7.101676"," 7.687997"," 5.463832"," 7.532088"," 9.014204"," 7.033506"," 6.643790"," 3.044522"," 4.844187"," 4.736198"," 5.988961"," 5.777652"," 2.302585"," 7.550135"," 5.099866"," 3.850148"," 4.543295"," 6.637258"," 5.641907"," 4.418841"," 5.966147"," 6.186209"," 3.218876"," 7.069874"
"TCGA-RC-A7SH-02"," 5.897154"," 7.430707"," 6.251904","11.379737"," 8.166216"," 7.147559"," 8.561975"," 5.905362"," 6.785588"," 7.143618"," 8.829812"," 7.292337"," 7.867871"," 3.258097"," 5.521461"," 5.075174"," 7.284821"," 4.143135"," 1.945910"," 7.870930"," 4.624973"," 4.787492"," 6.378426"," 7.702104"," 7.305860"," 3.970292"," 5.609472"," 6.269096"," 1.386294"," 7.542744"
"TCGA-DD-A1EL-02"," 7.104965"," 7.727535"," 8.985696","11.749056"," 8.755738"," 7.007601"," 8.490233"," 9.141633"," 6.821107"," 6.951772","10.080043"," 6.668228"," 9.262553"," 6.214608"," 5.746203"," 3.931826"," 8.193677"," 6.107023"," 1.945910"," 9.178127"," 7.008505"," 5.958425"," 7.234177"," 8.972591"," 7.719130"," 7.502186"," 6.720220"," 6.952729"," 6.104793"," 7.192182"
"TCGA-5R-AAAM-02"," 5.620401"," 7.041412"," 8.414274","11.004929"," 6.704414"," 6.944087"," 7.921173"," 8.796036"," 4.369448"," 6.966967"," 9.221478"," 5.826000"," 7.826842"," 5.220356"," 6.598509"," 2.995732"," 6.633318"," 6.375025"," 4.356709"," 8.566364"," 6.835185"," 4.007333"," 6.255750"," 7.443664"," 6.965080"," 6.169611"," 5.257495"," 7.467942"," 4.394449"," 7.273093"
"TCGA-2V-A95S-02"," 5.220356"," 8.209036"," 7.530480","11.137009"," 9.006387"," 8.853523"," 8.575273"," 5.262690"," 6.386879"," 5.932245"," 9.239219"," 7.041412"," 7.856707"," 5.613128"," 5.988961"," 3.970292"," 6.888572"," 6.597146"," 4.317488"," 8.670601"," 5.958425"," 5.198497"," 6.236370"," 7.978654"," 6.893656"," 5.273000"," 8.787678"," 5.198497"," 4.477337"," 7.305188"
"TCGA-ZS-A9CG-02"," 4.983607"," 5.908083"," 8.256088","11.484814"," 2.397895"," 6.315358"," 7.487174"," 8.982059"," 3.583519"," 6.144186"," 9.114270"," 6.188264"," 8.229511"," 6.632002"," 8.438366"," 1.386294"," 6.938284"," 7.564238"," 2.639057"," 8.747352"," 7.134094"," 3.433987"," 6.308098"," 7.569928"," 6.950815"," 6.963190"," 1.098612"," 5.690359"," 4.382027"," 6.699500"
"TCGA-2Y-A9GZ-02"," 6.416732"," 5.111988"," 8.624971","11.036598"," 4.007333"," 6.735780"," 8.120291"," 9.427305"," 3.178054"," 3.663562"," 8.910856"," 5.831882"," 8.210396"," 6.792344"," 6.466145"," 3.091042"," 7.445418"," 6.746412"," 2.197225"," 9.051227"," 4.532599"," 4.174387"," 6.997596"," 8.332789"," 7.413970"," 6.769642"," 3.912023"," 6.732211"," 5.298317"," 8.101981"
"TCGA-K7-AAU7-02"," 5.488938"," 8.998508"," 7.671827","10.788969"," 8.862342"," 6.775366"," 7.819636"," 5.575949"," 7.095064"," 6.920672"," 8.174985"," 5.926926"," 8.471568"," 5.966147"," 7.329094"," 5.908083"," 6.934397"," 7.242082"," 5.897154"," 9.308646"," 7.304516"," 5.568345"," 7.194437"," 7.629490"," 6.890609"," 6.395262"," 5.634790"," 6.431331"," 4.574711"," 7.641084"
