"","aHCC-1","aHCC-2","aHCC-3","aHCC-4","aHCC-5","aHCC-6","aHCC-7","aHCC-8","aHCC-9","aHCC-10","aHCC-11","aHCC-12"
"TTK",7.079192879,6.123643828,5.346575266,7.773573232,5.085933862,8.209283661,7.61808066,5.037715733,5.43014095,6.710100554,8.093961329,6.958473632
"TTL",8.461661117,8.259772389,8.533799908,8.168146719,7.369412212,8.361727402,7.981296758,7.30809337,7.782796519,8.130451618,8.077130309,8.304584761
"TTPAL",9.702570318,8.348415502,8.602429383,8.027438451,8.152115762,8.284480001,8.390724813,10.0494748,8.860802712,7.755465006,9.70827009,8.905371315
"TUBA1B",13.97882553,13.54918483,13.86142442,13.90041796,13.37459462,14.28450814,14.10485116,12.93188319,12.60367393,13.76985251,14.11384894,13.61407801
"TUBG1",10.2522325,9.339799198,8.584634612,10.67505152,9.122091306,10.43252824,10.61150995,9.124902145,9.199537288,9.243029015,10.26995757,10.89738025
"TUFT1",7.800472728,6.776060213,5.915935356,7.002507846,6.481015801,7.884648022,7.1141925,5.610361349,6.150331055,8.46288726,7.333382934,6.70150475
"TXLNG",6.059557894,6.098091709,5.590008588,6.674542318,5.413032484,6.555073966,6.224782601,6.47876455,5.941425192,5.581169789,6.294869685,5.816118113
"TXNL4A",5.478879051,5.045302609,5.31986537,6.268004499,5.268574549,5.751699127,6.033405166,6.024310501,5.762897066,5.856126321,5.51470298,5.604341938
"TXNRD1",9.20548056,8.741458527,8.994945045,9.422423477,9.487937111,9.136162559,9.99444327,9.242533936,9.128771201,8.244790294,9.249198757,10.61041214
"TXNRD2",9.516869736,9.807139219,8.433419605,8.232567331,8.220678203,8.037755909,9.187709729,8.856056015,8.655519406,7.682460215,8.307445502,9.057907806
"TYMS",9.926035524,7.472938396,7.134306664,9.348094595,7.045588136,9.827124477,10.33714272,7.685174718,8.319197561,7.635894396,10.2262993,9.615265969
"U2SURP",8.534264025,8.275312567,8.141993867,9.414680906,8.154856843,8.181271162,9.041493662,8.081918317,8.25665755,9.11231971,8.842406331,8.601584238
"UBA2",5.345428078,4.983534601,4.70404046,5.823184113,4.615119224,4.684770576,4.778172704,4.493548156,4.477573771,4.641354824,4.967945591,4.651820786
"UBAP2",5.992155618,5.274057836,6.208184217,7.436346083,5.675370031,6.354518683,6.01446175,5.382225483,5.521501499,6.529692322,5.866347809,6.310168053
"UBAP2L",8.296489794,8.636962682,7.984081617,8.693135407,7.693518841,8.019190788,8.494430086,7.493388009,8.497727316,9.347454914,7.811646215,8.392392006
"UBE2A",9.084820071,8.612364533,8.910019934,8.714719522,9.234852387,9.65733731,9.164975991,8.915620752,9.029608,9.487336531,9.314787436,8.69724622
"UBE2C",9.372262715,8.467811124,7.15030342,10.33811379,6.346467446,10.42554959,10.46200004,6.292031845,7.281280145,9.228305079,10.38085608,9.862304843
"UBE2D2",6.774189912,6.936610357,6.184914102,6.515101376,6.49465501,6.935294416,6.502716909,6.90329001,6.325864718,6.59459993,6.549619474,6.807332532
"UBE2D4",8.013809043,7.745686183,7.980548052,7.794000122,8.103056087,8.068154132,7.741752014,8.310025053,8.053660093,7.49857836,8.344569474,7.728783927
"UBE2I",9.247595206,10.03225135,10.1800848,10.93193415,10.44966816,10.95300783,11.07327533,9.560247726,9.786659358,10.61150995,10.41841548,10.50829219
"UBE2J2",6.060836543,5.929159682,5.997467186,6.999007246,6.291188776,6.223369225,7.000873114,6.360407775,6.016216862,6.301675216,6.568317138,5.985794378
"UBE2K",8.126563104,8.51789829,7.326506756,8.933591819,8.056302152,8.963567728,8.448118069,8.613189769,8.757236675,8.170113488,8.157119572,8.307013745
"UBE2N",9.356779126,9.170854123,8.967031725,9.476644969,9.079431033,9.194047074,9.201140445,8.852695491,8.595471987,9.272323099,8.940448167,9.846665171
"UBE2Q1",8.27963184,8.156762479,7.098645548,8.459054526,7.892447611,7.400883111,7.918975776,7.723285976,7.639934602,8.37558012,7.439126885,7.783962944
"UBE2S",9.37525615,8.549847954,7.593529568,10.82232474,7.830796688,10.89864764,9.964347596,7.959621883,7.698810063,9.548047296,10.42756832,9.175704622
"UBE2T",9.018448241,6.414148153,5.629564633,7.231237445,5.41436377,8.837838996,8.52295248,5.767844255,6.562976626,7.070281975,8.666043236,7.477989619
"UBE2Z",7.732643837,7.493722493,7.470822723,8.618507841,7.849970476,8.194707953,8.448934847,7.436683622,7.230217715,8.678714064,8.277506065,8.476177568
"UBE3B",5.999598626,6.514492629,6.110625756,5.328874301,5.452304596,5.461280035,5.723705543,4.663591893,5.391692273,5.679300497,5.540199049,6.62026048
"UBQLN4",9.583537928,9.842082944,9.447424107,9.817551099,8.980043172,8.699638877,8.99697156,8.731938407,8.961925033,10.02028431,9.480166604,9.274698654
"UBR5",7.733851007,7.452218121,7.241606571,8.187607004,6.788162458,6.585667557,7.575346666,6.921138892,7.342202079,7.726212839,6.965884859,7.633656799
"UBTF",6.019929105,7.049464795,5.737824109,6.53969003,6.401171217,6.635185388,7.016180154,5.553010875,6.530250009,7.059015974,6.644204219,7.341196651
"UBXN1",9.699024847,10.15050735,10.1773689,10.60111605,10.56745262,10.40970013,8.923379767,9.846665171,10.04387858,10.71458291,9.76466399,10.22240262
"UBXN8",6.465489359,5.519225876,5.448531557,5.287477654,5.407725544,5.166207581,4.880126117,5.722044514,5.810224382,4.921293701,5.747220823,5.3328603
"UCHL1",4.694766337,5.047883283,5.300126693,7.757548381,6.094667748,4.633939724,5.120740726,4.499092587,4.4014471,5.335760754,4.478583915,5.174865309
"UCK2",9.701850773,7.568454813,6.933306058,9.139999252,7.63857139,9.172450027,8.780726166,7.871108617,7.616594213,8.788827753,8.551119133,8.201010656
"UCKL1",9.199537288,10.74013914,9.733960183,10.38569095,9.455394797,10.29897542,10.93809062,9.675971041,10.1800848,10.84785674,10.09590341,10.65384888
"UGDH",10.16309914,10.38987329,8.346320194,9.630010079,9.347454914,8.304584761,6.415596522,8.91762192,8.064314554,7.936351999,10.55461064,10.1656034
"UGGT1",9.03997684,9.678600068,8.834575473,8.563520543,8.044219864,7.948895546,8.781183263,8.162291194,8.539309098,8.215829481,9.240767688,9.224478436
"UGP2",12.26093921,11.12515124,10.83787404,10.18152056,12.35519772,11.6454891,12.08994519,12.88943183,12.50597415,10.10875547,12.44995072,11.51209793
"UGT2B15",10.05988296,9.638200396,7.948554727,8.25627124,10.42134448,13.11919711,11.34674671,11.65430895,12.26886494,8.162291194,13.30631135,10.54198242
"UHRF1",8.13359964,6.288879878,6.005083445,8.675926559,5.894722946,10.16309914,8.59735359,6.473953847,6.99088957,10.14611299,9.682748768,7.959621883
"UHRF2",6.350507494,5.653474204,6.274088599,5.531908584,5.721801258,5.804694462,5.495652835,5.720870039,5.821330942,6.229952592,5.590440035,5.757572426
"UNG",8.735411043,8.56849269,7.611597458,9.138357081,7.708871421,8.817287045,8.815811707,7.391731682,8.061996525,7.79768879,7.848162969,9.045757823
"UNKL",5.04680372,6.54827124,6.052868279,5.96314949,6.010089456,6.316427168,5.759424963,5.477935075,5.951650368,5.830594007,5.803723174,6.532921555
"UPF2",9.121521285,9.960182209,9.553772938,9.697756344,9.346157852,9.619258644,10.22399361,9.214876151,9.606544623,10.1656034,9.630010079,10.02591663
"UPF3B",7.277177856,8.069280503,8.011818883,8.46288726,7.409235425,8.476604587,8.594631051,7.325190568,7.64499528,7.835264718,7.985275114,7.862296081
"URI1",10.37882367,10.55461064,10.113602,10.76373517,10.41652376,10.69539663,10.15966768,9.990801498,10.13059807,11.37347211,10.16051475,10.26795102
"UROC1",5.351988732,5.309258903,4.913034661,4.778325564,4.838694718,4.645167988,6.476080607,4.686484162,5.49376513,4.543387529,5.477760426,4.66536736
"USH1G",5.230535749,5.234283254,5.108466774,5.416387718,5.761426749,5.521688403,4.776355425,5.922615318,5.308660853,5.210230964,5.760107026,5.064221894
"USP1",7.720339676,6.518459633,6.426364832,7.301131274,6.3937092,7.856270839,7.892039732,6.625979513,6.503344444,7.130864855,7.568103702,7.008099194
"USP14",7.973918087,7.811227391,7.056224692,8.09757459,6.989931415,6.615125398,7.584646148,7.558416814,7.508542335,7.29835547,7.611597458,8.417291449
"USP21",7.04166084,7.149958185,6.253348247,7.150641716,6.661948096,6.691264098,6.683365633,6.266039675,6.484044597,7.423696391,7.094024152,6.731592887
"USP22",6.737935713,5.997713932,5.987852569,6.517854437,6.04616006,6.154634716,6.269112821,6.57693646,5.921921858,6.980368745,5.730504214,6.554470074
"USP31",4.556710157,4.95408341,4.591660574,4.860095631,4.521129054,4.644455715,4.675377308,4.574203984,4.672065696,4.493007308,4.737081724,4.484843826
"USP39",8.744175517,8.739492869,8.292789441,9.605318931,8.73853759,8.941972885,9.245245704,8.202289626,8.477463143,9.326106723,8.919189155,8.955528522
"USP43",4.747272276,4.583034985,4.461218543,4.479497371,4.736414839,4.399778221,4.643308843,4.591578237,4.466391653,4.484331274,4.587403404,4.497899327
"UTP14A",8.181717665,7.80267344,7.695968556,8.492670318,8.359161067,8.500992671,8.454549264,8.027080373,8.172074576,8.081522815,8.037011359,7.841331732
"UTP18",6.646297113,5.773823338,6.574242036,6.745131845,6.664916937,7.299370463,6.87794603,6.522820792,5.968008082,6.249556032,7.091621873,6.310460428
"UTP23",7.499333484,6.858107014,6.661281402,7.869927658,7.019112737,7.348500342,7.691821616,7.078804065,6.918494464,7.701824525,7.102555733,7.387736872
"UTRN",5.317897453,6.252819703,6.232675422,6.852596808,5.808093046,5.413552839,6.030461101,5.64501515,6.119129634,7.738124489,5.877979667,6.56270451
"UXS1",5.026977333,4.653901335,4.615323705,4.620958845,4.631092475,4.516859053,4.641250827,4.831146912,4.836234163,4.474853729,4.660059476,4.64233511
"VAMP4",7.068971952,6.998385018,6.74028346,6.310460428,6.501208336,6.311970652,6.369083542,6.208426992,6.155149276,7.143403545,7.157815137,6.816182186
"VBP1",9.340413862,9.007159592,8.971602176,9.576013053,9.024786484,9.845951639,9.947222287,9.020090109,8.910019934,8.583697906,9.512017055,9.195761474
"VIPR1",6.754562351,7.56963078,8.99027569,6.848944674,10.3886468,7.626118476,6.679703546,9.23800965,10.59164169,7.295885729,6.760352546,7.168925362
"VKORC1",12.52414736,13.22150455,11.85251169,12.85327893,12.78994632,13.31064115,13.48980568,12.8975242,13.11063758,12.11977528,13.01431451,12.59005771
"VKORC1L1",7.415214579,7.412514823,7.06058341,7.621718575,7.630329016,8.506321705,8.170113488,7.971862363,7.890639784,7.144075852,8.519105943,7.221683039
"VPS13B",5.222603004,5.559663024,6.385806352,6.596469651,5.356340924,5.569525681,6.460494087,5.392703072,6.06834067,6.400864354,5.900184668,6.607805788
"VPS16",9.688469273,8.924933498,9.90331569,9.342729956,9.546861277,10.45438624,9.981853596,9.436721693,9.382287179,10.11284531,9.497990281,9.909939324
"VPS26A",9.728972989,9.501840412,9.323118388,9.78388192,9.993032968,10.1040143,8.958996279,9.384044251,9.102099358,10.09349208,9.845951639,9.357929708
"VPS33A",6.788772042,6.76248545,6.403771753,7.61808066,6.855017261,7.666104248,7.211019641,6.845629155,6.649230186,6.412422399,7.143121966,7.278920893
"VPS35",8.87034861,9.327212675,8.976398012,9.428961093,10.10806281,9.550505713,9.003034421,9.376388375,9.370487775,9.529783601,9.60398813,8.591552337
"VPS37C",9.110181227,9.997311034,9.259374001,9.991544766,9.39698075,8.97584973,8.596405586,9.225569974,8.782662674,10.62609825,8.819663178,9.894938283
"VPS45",9.145400983,8.34145044,8.318543201,8.195480403,8.459054526,8.333281189,8.837838996,7.804507054,8.486159418,9.061471035,8.710560727,8.453617665
"VPS54",6.975622714,6.556981651,6.397068948,7.68735189,6.281644166,6.873343497,6.639395798,6.003800512,7.010098458,7.412125856,6.919134288,6.36686884
"VRK1",6.27962666,6.156659398,5.92942716,6.281644166,5.476643322,7.381703788,6.012101867,5.378863079,4.919756298,5.463100603,6.433010879,5.696532874
"VWF",12.31163397,10.82839098,13.16789006,9.40067766,12.71092728,10.36157856,12.40903926,10.62844607,10.36358329,9.7326062,9.033277375,11.49035316
"WAC",9.449948385,8.906440963,8.694485589,9.030142327,9.049340095,9.584816053,9.52127027,9.069135237,8.918108895,9.291764092,9.297827812,8.922878323
"WAS",7.153209698,8.167751462,9.657935001,8.377867169,9.17749263,7.914477872,8.333281189,8.680109828,8.887723147,8.312556531,7.64499528,8.746953471
"WASF1",5.10296547,4.83811215,4.653230558,4.961303731,5.035105545,4.973735803,5.186947133,4.948730776,5.167547473,4.873139172,5.312927822,4.705420627
"WASF2",7.027632848,7.616594213,7.821101395,8.30032459,7.732212852,7.253376151,8.235728655,7.733428911,7.560246904,8.13846848,7.689926642,7.730798254
"WBP11",9.604674618,9.669317495,9.106473093,10.1470745,9.519430433,10.17473458,9.078379568,9.576766194,9.536546728,9.98931628,9.339799198,9.81974861
"WDHD1",5.54368978,4.799376082,4.993964725,5.193154168,4.933546103,6.16739724,5.43535463,5.312601441,5.08641694,5.045977857,5.648894445,5.630852215
"WDR46",7.587822754,7.431518908,7.242873771,8.926998856,8.025068338,7.487984018,7.578019123,7.750403747,8.054073857,8.71613444,7.948895546,8.247680609
"WDR5",8.543878306,8.618038339,7.688423156,9.615980262,7.745367498,8.334156636,8.957595765,7.90366542,7.674976331,8.277027784,8.054477443,8.629208437
"WDR70",7.541151405,7.431179174,7.346097645,8.477035458,8.002565267,7.909676157,8.029069574,7.90816553,8.299454989,8.22552518,8.257918471,8.606050819
"WDSUB1",7.70252652,7.070899,6.838050139,7.097636879,7.333731527,6.940007013,6.581924902,7.254386005,7.03365628,7.820291749,7.318063376,7.413828822
"WNT1",4.607771284,4.667670263,4.435104447,4.758572186,4.588682467,4.686947145,4.703830677,4.729985369,4.700981921,4.499295192,4.505354222,4.750229026
"WNT10A",4.560783091,4.767391116,4.567251328,4.774414102,4.765726927,4.784824381,4.518322389,4.543234318,4.59387468,7.06319746,4.575396829,4.545531689
"WNT10B",4.594364863,4.601469871,4.551868852,4.463721376,4.80925811,4.473980964,4.499427103,4.499284595,4.699661489,4.511938858,4.642246002,4.54360442
"WNT11",4.830262311,4.894404242,4.837447645,4.964341213,5.352604112,5.048927888,5.010658652,6.127035904,5.54288745,4.851662407,4.977707642,5.556475255
"WNT16",6.457082175,6.624340449,6.799155235,6.334365298,5.856126321,6.388267461,6.485533052,7.163413922,6.801622706,6.016733329,6.746977736,6.382859538
"WNT2",4.928145569,4.872129103,5.406696615,4.743207726,5.063803474,5.244660304,4.776916646,5.947658161,5.345786801,5.337407151,4.612098827,4.692163084
"WNT2B",5.522091487,5.336952977,5.036474875,5.226994978,5.345935275,4.732311347,4.811218765,5.643447558,4.899423828,4.883874706,5.124337823,5.013167286
"WNT3",7.226785228,7.047546218,7.266144403,7.439452491,6.523510226,6.964849505,7.574195465,7.554998269,7.606045042,7.123610297,7.596460691,8.462480327
"WNT3A",4.483584152,4.594592116,4.601946118,4.615972533,4.686808695,4.639001468,4.489206457,4.45745412,4.627100226,4.463704744,4.474189477,4.502837143
"WNT4",5.953387792,4.73628381,4.546617595,4.77255099,6.105401118,5.83366539,5.093432966,4.62520525,4.797088728,5.602667305,4.633503945,4.594804274
"WNT5A",4.883428408,4.581222219,4.559928482,5.308263065,4.969633032,4.677701453,5.353558516,4.889057965,4.564104829,6.491122917,6.177762059,4.90441925
"WNT5B",7.162707562,6.958749458,5.438437962,4.955807356,5.862010713,6.021207761,5.286341822,6.49173685,6.261807642,5.336678199,5.628242366,5.398078111
"WNT6",4.612755773,4.740362939,4.777852017,4.447775806,4.528043078,4.650084898,4.572789621,4.602243111,4.661884826,4.777959096,4.494899236,4.475307922
"WNT7A",4.636792249,4.530432963,4.634020245,4.536122804,4.729054545,4.477449311,4.453897244,4.517421972,4.652568374,4.529055937,4.616023064,4.801787853
"WNT7B",4.790338897,4.77837731,4.845056609,4.733728217,5.077810342,4.936886539,4.906482619,4.890304947,4.977105025,6.55022409,5.218071504,5.054865295
"WNT8A",4.539145142,4.534013095,4.593804435,4.837478101,5.461486025,5.559868917,4.850922143,5.804238233,5.061905324,4.496963137,5.338842164,4.592856499
"WNT8B",4.45878924,4.473387939,4.483691027,4.421408749,4.507488996,4.466971373,4.402737489,4.476833487,4.477558224,4.496738458,4.421672339,4.495318904
"WNT9A",4.708336491,4.614767054,4.642253282,4.591377347,4.571802108,4.618119416,4.521848374,4.605721188,4.687546374,4.533289992,4.581485883,4.542860585
"WNT9B",4.567628267,4.477845832,4.512182268,4.360762056,4.750968221,4.532414183,4.698585125,4.496137076,4.395649927,4.411140491,4.444420814,4.451649203
"WRAP73",7.934017933,7.636693998,8.14153795,7.649073327,7.812808138,7.596460691,8.54518851,7.327151317,7.658067858,7.740981622,8.133230027,7.804140477
"WRNIP1",9.312462227,9.273506898,8.670136556,9.624361167,9.135653903,8.748954428,9.528522322,9.000349407,8.988210102,9.963493753,8.861837217,9.496102283
"XDH",8.694989599,7.888909427,7.285329911,4.793053268,6.964255816,8.020319548,8.724531427,8.973187031,8.609594649,5.785707428,9.842082944,7.380252627
"XPO1",9.30019769,9.611670457,9.813998854,9.462143361,9.230013323,9.3633953,9.707493257,9.236959642,9.459709424,9.365530367,9.807769385,9.697756344
"XPO5",7.351003138,7.445702756,6.754267723,8.576414835,6.266039675,7.103846715,7.424061104,6.671502502,6.687538409,7.182240867,6.676470517,7.50435163
"XPOT",8.795443478,8.226399602,7.818097702,9.798058927,7.755768446,8.379986317,8.890614981,8.490877408,8.273894406,8.540493693,9.328898379,9.167668807
"XPR1",9.126499385,8.19587562,9.003034421,8.059205718,8.308818889,8.591552337,9.230013323,7.526481489,7.799727334,8.98975672,8.899499927,7.656963915
"XRCC6",10.12063126,10.03463387,10.44175051,12.11530468,10.59265949,10.4157311,10.98115787,9.875726857,10.05912234,11.25410576,11.01738214,10.96461845
"YARS2",8.249056354,7.849970476,7.910523739,8.777067349,8.335018028,8.587231411,7.55007479,7.876501702,8.068901417,8.268554559,7.878029756,7.804925435
"YBX1",10.58501343,10.77584532,12.18021836,12.69741312,11.83139903,11.73780623,11.87899745,11.21372457,11.24328344,11.28612722,11.46432707,11.50454284
"YEATS2",7.302108319,8.026670207,7.986769761,9.212806702,6.965173687,7.400183331,8.120710801,6.972994079,7.014896382,8.674447884,7.311009502,7.769657723
"YEATS4",7.514229,7.703259821,6.802904035,7.436040561,6.624056589,7.711364241,6.936251948,6.855017261,6.714567492,6.831526728,6.984233302,7.252033072
"YTHDF3",8.180116427,8.086776553,7.662787565,7.630750089,6.838632161,7.050387566,7.29041572,7.369094205,6.934953173,7.098645548,7.312032939,7.262408241
"YWHAB",11.60535626,11.5325004,11.90661545,11.69978416,11.85053443,11.81139984,11.53624726,11.30102035,11.59581419,12.90515732,11.54388908,12.08258272
"YWHAG",9.462143361,9.943530932,9.410031028,8.692251602,8.278310996,8.460755085,8.885601397,8.602429383,8.175317266,8.566603344,8.394756449,8.676791423
"YWHAZ",12.38884112,11.94839989,11.56604701,13.13246103,11.9615907,12.01976834,12.96320433,11.23024972,11.84209203,13.58368027,12.11241606,12.41886722
"YY1AP1",10.08487693,9.581122239,9.368217678,9.657935001,9.475401351,9.712496308,9.525560722,9.350296116,9.297302906,10.18481868,9.945903341,9.676696569
"ZBED5",8.047871929,8.156349835,7.885387934,7.812081736,8.727695031,8.481396871,7.957260469,7.575346666,7.321174436,8.502293219,8.362656119,7.90816553
