"","HDN-1","HDN-2","HDN-3","HDN-4","HDN-5","HDN-6","HDN-7","HDN-8","HDN-9","HDN-10","HDN-11"
"UGDH",9.772682619,10.77968468,10.09277391,10.46605413,9.214876151,8.69356364,9.98931628,9.0233538,9.020625334,9.192302356,9.523011287
"UGGT1",8.772934339,8.522572037,8.494430086,9.331296102,8.423140104,8.535980985,9.377446568,8.526367347,8.688866631,9.658588252,8.623484427
"UGP2",12.44755069,12.30380746,13.35440058,12.8140299,12.11977528,12.53930235,12.34660898,12.47565436,12.13556731,10.94935478,12.50293865
"UGT2B15",11.3701911,11.73174027,11.89167065,10.72358362,11.66472576,12.21477969,10.35905465,11.76327093,11.32922524,9.941144564,11.97908712
"UHRF1",4.829343101,5.418555521,5.937768933,8.829786097,5.821060968,5.478498195,5.588189937,7.006119712,6.746977736,5.433917139,5.975504432
"UHRF2",6.067765608,6.165676687,5.770378074,6.121611004,5.609718727,5.791154762,5.816118113,5.839846031,5.52910317,5.751986245,5.480415597
"UNG",7.681738593,7.974327165,7.923446943,8.918713269,7.456988986,8.197549124,7.994056398,8.099971169,8.102329732,8.220235261,8.282328481
"UNKL",5.165852389,5.668132515,5.467498343,6.0368262,6.062460337,5.518601639,5.380532381,5.511074821,5.679077258,5.705584523,5.369093332
"UPF2",9.1059077,9.213384864,9.174043574,9.747247336,9.24354846,9.120374823,9.22936951,9.016417415,9.317139291,9.602747334,9.033277375
"UPF3B",7.533771184,7.845373201,7.653116662,8.696888089,7.442950134,7.721412423,7.527523153,8.153673429,7.958064271,8.173323457,7.513209484
"URI1",10.09743153,10.41369053,10.06978128,10.14973345,10.4284721,10.17822917,10.2068253,10.19831915,9.564107678,10.0873017,10.09825926
"UROC1",6.257811896,4.808496548,5.40701808,4.973473808,6.583409477,6.233747389,5.657854187,6.072043184,5.002294434,4.950287063,5.509330118
"USH1G",4.766934846,5.360571042,4.911095427,5.190223138,5.068427276,4.734980907,4.968611329,5.129101315,4.940665397,5.249026281,5.216925792
"USP1",6.770450443,7.335444975,7.09469507,6.797605928,6.85629409,6.623482775,6.642888533,6.625669628,6.501208336,6.455682781,6.810128049
"USP14",7.818097702,7.684202828,7.896018658,8.181717665,7.857341833,7.497212437,8.018458831,8.202708971,7.476345126,7.624495991,7.673338022
"USP21",6.353400696,6.084863162,5.989326403,6.790564613,6.449157588,5.93922123,6.105688573,6.136690451,6.113552496,6.703065723,6.02190126
"USP22",6.062197772,6.10926817,6.266039675,6.885552784,5.97630285,6.630459034,6.417415364,6.653074409,6.17938857,5.584486718,6.857485012
"USP31",4.637754314,4.664230209,4.65678989,4.613768089,5.099995697,4.620694984,4.60503222,4.69750993,4.679182949,4.5386528,4.68749639
"USP39",8.318543201,8.054073857,8.372896167,9.288565055,8.63146079,8.432967385,8.245376388,8.338495967,8.330789984,8.824911449,8.362224501
"USP43",4.598730335,4.607713111,4.544593438,4.738485124,4.520350266,4.774123693,4.731361281,4.541944932,4.535726371,4.843488626,4.882940371
"UTP14A",8.222685346,8.30332619,8.337120818,8.5860001,13.99478896,8.024243363,8.0996002,8.077952927,8.126971825,7.902504569,8.696331491
"UTP18",6.692501763,7.136287841,6.886788712,6.713967241,6.414148153,6.777929618,6.490806119,6.637918884,6.800078893,6.462782243,6.519902291
"UTP23",7.162379831,7.242219401,7.164377069,7.142837996,7.1085308,6.823623913,7.172281128,7.239264671,6.988979357,7.065522551,7.413496929
"UTRN",5.853985031,5.733038724,5.739443239,5.941177766,5.673218255,5.987349386,5.970611987,5.795131299,5.985566847,6.188088069,5.585263414
"UXS1",4.645494909,4.837517566,4.928070178,4.723016545,5.260352671,4.647486426,4.803702528,4.771083056,4.547325012,4.603333566,4.695837917
"VAMP4",6.33047405,6.364604048,6.400579484,7.294816901,6.386621463,6.133348977,6.498788813,6.837378813,5.937768933,6.735768627,6.674236162
"VBP1",8.85511345,8.983119723,8.912609099,9.837761639,9.13721425,8.81182422,8.802257789,8.878851561,8.995877966,8.894089709,8.69356364
"VIPR1",9.17140366,7.486035658,9.624361167,6.847705347,8.834575473,9.624361167,9.352191691,8.961925033,7.329982898,8.676791423,8.671594225
"VKORC1",13.01431451,12.24092068,12.78286933,12.71092728,12.92430981,12.49469362,12.18750595,12.13808008,13.36472813,12.42439403,13.03568098
"VKORC1L1",7.490966165,7.923831604,7.375170527,7.606364308,7.958865329,7.987161681,7.912051613,7.922320724,7.682460215,7.492720682,7.821544292
"VPS13B",6.03604763,5.796086638,5.841646383,6.054102601,6.165989981,5.920065288,6.063762347,6.350507494,5.846383735,6.108429266,5.974452295
"VPS16",9.276243381,9.16391862,9.268142356,9.410031028,9.258273801,8.965480414,9.428961093,8.837838996,9.291764092,9.582365624,9.508585467
"VPS26A",9.576013053,9.618698019,9.601356093,9.174043574,9.685247336,9.238644586,9.250881477,9.425931267,9.48082796,9.000349407,9.209399671
"VPS33A",6.782557966,7.29411756,6.532008007,7.370742932,7.06391872,6.905847873,6.773893299,6.816182186,6.86468989,6.734558067,7.331399193
"VPS35",9.102099358,9.720151337,9.179482896,10.76005515,9.42708574,9.379217586,9.252656922,9.321962328,9.201655776,9.0233538,9.200520869
"VPS37C",8.949912237,8.846248457,8.61986812,8.987268612,8.637423327,8.866443414,9.427608213,9.059828032,9.398137291,9.331296102,9.008263947
"VPS45",7.693163003,7.919726537,8.026670207,8.95037999,8.065876841,7.898698065,8.132063078,7.863862748,8.110887664,8.160369104,8.03385517
"VPS54",6.110903732,6.958152585,6.560387538,6.999309934,6.53969003,6.756939869,6.474200364,6.790213673,6.247511303,6.666091072,6.441397425
"VRK1",5.674244728,6.086168565,5.999343117,6.328277982,5.63195298,4.96493023,5.535797846,5.437875453,5.395603184,5.417347926,5.626991192
"VWF",10.90954813,11.14133868,8.405392214,10.61575703,10.70636267,10.01727335,10.5501119,10.23661147,11.30868207,13.32512952,10.15050735
"WAC",8.764812859,9.074121596,8.838351743,8.956016088,8.502747501,8.701238457,8.593288384,8.81182422,8.661458749,8.661920134,8.827807445
"WAS",8.376964266,7.546167016,8.575547288,8.079155621,8.335018028,8.346320194,8.631877903,8.526763524,8.158794198,8.913140129,8.528569183
"WASF1",4.608855726,4.970578559,4.999337648,4.998671023,4.881069582,4.538430094,5.004969386,4.942922917,4.62561903,4.622176573,4.95840344
"WASF2",7.369094205,7.678156224,6.77898879,7.72294067,7.436683622,7.423389495,7.532726786,7.012617222,6.9739126,7.584646148,7.350624882
"WBP11",9.575257746,8.856921355,9.122091306,9.273506898,9.396427234,9.412453877,9.564107678,9.749488599,9.118157258,9.497990281,9.470312144
"WDHD1",4.690559632,5.01079618,4.900306929,5.080335617,4.827759973,5.002359661,4.933766323,5.090778648,5.029537023,5.145360064,4.922490365
"WDR46",7.276780677,7.435661111,7.779037146,7.346489594,7.80974325,7.882327914,8.029419062,7.606364308,7.943492742,8.003558799,7.75975288
"WDR5",8.014167212,7.995987221,7.680677393,8.64934396,7.773426355,7.807897293,7.756845774,7.851122415,7.72797315,8.765832819,7.903262721
"WDR70",7.650111463,7.611223704,7.604650133,8.191252782,7.924194525,7.570434589,7.833749184,7.736962072,8.148488884,8.073534916,7.688423156
"WDSUB1",7.373165688,7.420944413,7.075224653,8.276173503,6.723550779,7.00674753,7.081099401,7.163413922,6.932301624,6.975209557,6.83345653
"WNT1",4.692667126,4.563393819,4.514967922,4.627126265,4.505616451,4.670567675,4.569160681,4.558084695,4.569542549,4.562609849,4.775477557
"WNT10A",4.90456094,4.566368839,4.526190595,4.588109991,4.960441763,4.407579892,4.516737395,4.750939779,4.449959129,4.462297491,4.53966367
"WNT10B",4.665597626,4.418452682,4.509671427,4.504862919,4.47605414,4.450011343,4.528536918,4.56882738,4.495617313,4.508887585,4.784553448
"WNT11",4.636025688,4.830607412,5.409697475,4.723917407,4.760320844,5.999598626,4.861749221,5.238676153,4.792129197,4.734263129,4.863685849
"WNT16",7.18387451,7.071784806,6.763082381,6.771727138,6.865647014,6.751298714,6.730770458,6.86283593,6.576151289,6.4869917,6.852596808
"WNT2",5.244508578,4.847736031,5.485042681,4.980852941,5.441528635,4.976590064,5.377531099,5.104110443,4.964218304,5.06250819,5.421451884
"WNT2B",5.874771113,5.266483168,5.494507788,5.247869786,5.997713932,5.475531618,5.347090866,5.649572068,5.27634763,5.390185563,5.597550615
"WNT3",7.692883466,7.035211321,7.033976637,7.697725766,7.523367054,7.423014118,7.884648022,8.324828058,7.907014607,8.039402536,8.009807097
"WNT3A",4.671503981,4.484189537,4.558480473,4.601384866,4.450249844,4.407104261,4.534283737,4.601306974,4.504515927,4.62466182,4.705899739
"WNT4",5.097410324,4.448365199,4.807922601,4.520102267,4.616520903,4.839193489,4.732332133,4.863292516,5.58957081,5.127377511,5.102868137
"WNT5A",4.527029162,5.229881644,4.929985298,5.172262711,4.767365315,4.842718715,4.71699961,4.75215654,5.172134563,4.544841276,4.497703422
"WNT5B",5.410029258,5.941658084,6.513376475,5.671395241,6.227937906,5.655724727,6.346700258,5.757319397,5.64911961,5.374340177,6.664587468
"WNT6",4.684891678,4.574751788,4.585837414,4.679781625,4.541036969,4.584295591,4.523231181,4.796039604,4.479115231,4.785719094,4.591477384
"WNT7A",4.700927048,4.429690164,4.539884218,4.61522651,4.670705243,4.515701465,4.520149856,4.436144362,4.590470726,4.55749351,4.653113051
"WNT7B",5.069215209,4.912791103,4.809765451,5.029235435,5.305369216,4.906482619,5.08575531,4.867956128,4.736628603,5.206981844,4.782554536
"WNT8A",4.550528879,4.604956319,4.886017944,4.901381393,4.819998663,4.594408122,4.599703617,4.685464011,4.866350065,5.071931793,4.714228958
"WNT8B",4.618630339,4.613176738,4.444825961,4.529258965,4.533978421,4.483675672,4.548323155,4.550057547,4.522324179,4.418517433,4.586363412
"WNT9A",4.560873097,4.721944323,4.761465484,4.478651234,4.537592048,4.627222928,4.59900785,4.805021799,4.721920426,4.863449906,4.542123766
"WNT9B",4.421726514,4.463174269,4.704185645,4.457303462,4.72815227,4.491956239,4.534793181,4.603272653,4.530277736,4.520423534,4.670295485
"WRAP73",7.725518677,8.013809043,7.287387567,8.220678203,7.52040925,7.659531789,7.852279025,7.528942929,7.770381884,8.232955198,8.07991199
"WRNIP1",9.029608,9.598815413,9.137817007,9.102567259,9.175704622,9.221283192,9.0751769,9.082239534,8.98049777,9.288565055,8.904353461
"XDH",8.60417778,8.710560727,9.099914082,8.634627119,9.057907806,9.411829885,8.708703791,9.158894583,7.963125065,6.994132623,8.90384291
"XPO1",9.60398813,9.875012026,9.040939377,10.21450047,9.452943199,9.152512008,9.499355319,9.635355011,8.425454683,8.907531709,9.384044251
"XPO5",6.136094926,6.668601776,6.630972556,6.985120953,6.365173435,6.504239998,6.728950561,6.422288715,6.598606585,7.017752189,6.653410563
"XPOT",8.314715599,8.772044794,7.897226148,9.736774976,7.965011467,8.474323562,8.541465336,8.138866906,7.866131768,7.807566543,8.283139329
"XPR1",8.555840692,8.993428035,8.148488884,9.236959642,7.721019952,7.996740367,8.013809043,8.038160702,8.623086735,8.49533901,8.0022129
"XRCC6",9.821315725,9.997311034,10.13876515,9.963493753,9.789411721,10.02185131,9.873750008,10.08098373,10.37135511,9.975596942,9.95853672
"YARS2",8.324364634,7.791406419,8.240115492,8.239130141,8.011055536,8.007441176,8.177779242,7.848845116,8.04535773,7.840313617,8.326561565
"YBX1",11.09061868,11.10326071,11.16060921,10.60931816,11.09468961,11.16808999,11.40969128,11.60912306,11.49745602,10.78074702,11.37981809
"YEATS2",7.280934379,6.999671809,7.090338836,7.458752831,7.000563669,6.746386204,7.226405746,7.124485886,7.163034114,7.592836887,7.323505985
"YEATS4",7.246535077,7.747175479,6.765335239,8.091158558,6.970196198,7.389413287,7.004133849,6.835415645,7.1389788,6.810997179,6.988336703
"YTHDF3",7.69252298,7.909676157,7.889941795,7.413496929,7.269406589,7.53342004,7.679572172,7.608961547,7.405762643,7.521339914,8.031986733
"YWHAB",11.70341082,11.24835858,11.36860454,11.50618329,11.34185592,11.33365283,11.33365283,11.37786572,11.51570203,11.51570203,11.47569489
"YWHAG",9.865179893,9.577880142,9.515736796,8.848269333,9.00662177,8.912609099,8.929564155,9.054181718,8.778502656,9.17749263,9.234852387
"YWHAZ",11.59414803,11.65073589,11.54186229,12.10041058,11.25853498,11.16503444,11.59414803,11.42601317,11.40617495,11.733921,12.13808008
"YY1AP1",9.222884851,8.971074092,8.824451163,9.611048679,9.323733715,8.98923603,9.190552168,9.104767289,9.293492507,9.611670457,9.241300377
"ZBED5",7.347794416,7.526481489,7.292090762,7.88266999,7.710950326,7.223378299,7.57767724,7.416350619,7.553237048,7.627876136,6.785047882
"ZBTB33",9.769332441,10.47524942,10.14038427,10.05344095,9.7409538,9.655214089,9.542681196,9.547498101,10.26018174,9.860882991,9.842932921
"ZBTB37",4.420507897,4.448792556,4.498666469,4.39908998,4.463667917,4.491128022,4.506087223,4.473350044,4.454534605,4.529727383,4.391012143
"ZBTB41",4.900450938,5.213843957,5.310128657,5.00730611,4.763552476,4.903282497,5.011172404,5.363683666,4.459165975,4.932136274,5.175574968
"ZC2HC1C",7.843409331,7.75078661,7.908972658,6.450286677,7.753300879,8.031986733,8.286193656,8.350436413,8.415225023,8.588123362,8.201010656
"ZC3HAV1",8.781703814,9.137817007,8.686907701,9.33373098,8.829347003,8.605572535,9.185561505,8.792132629,8.536869759,8.658708982,8.801732738
"ZC3HC1",8.991837821,9.287484341,9.011346306,9.491019983,9.121521285,9.225569974,9.312462227,9.07675439,9.210924301,9.443574939,9.086320798
"ZCCHC17",7.657333108,7.957260469,7.658409444,8.406348496,7.690998779,7.499333484,7.677466934,7.784372411,7.842715691,7.726212839,7.66830466
"ZDHHC16",9.938661068,10.35063073,9.927379305,9.452239916,10.23577957,10.47727467,9.67331702,9.798825435,10.18974755,9.857956042,9.577880142
"ZFP36",11.5325004,11.60151691,10.96882818,10.18565506,11.36860454,11.9220994,11.06745893,12.40903926,11.41949993,11.3242426,11.57168199
"ZFP62",4.711009343,5.018356885,4.619771886,4.62316649,5.134778959,4.715631176,4.828997025,4.703303457,4.722073545,4.783989636,4.746610582
"ZFP64",4.835081692,5.408110794,5.175343093,5.328573724,5.389674277,4.868571405,5.32073421,5.582343096,5.119728908,5.128449976,5.131111715
"ZFYVE26",7.779796383,8.2664752,7.630750089,8.113183043,7.909316367,7.662422299,8.158794198,7.723285976,7.732212852,8.030317511,7.757548381
"ZG16",7.737699308,7.848845116,9.30019769,6.60214375,8.584184763,8.600273394,8.134468054,8.950939059,6.266039675,6.793314558,8.752439507
"ZHX1",6.933625992,6.91413391,6.91754109,6.568620978,6.294057355,6.500580087,5.975241166,6.0949066,5.806164342,5.561918295,6.447980843
"ZIC2",4.691824096,7.284992064,4.60781997,4.754304215,5.504262663,4.511839331,4.552153496,6.221999952,4.602280747,4.536112287,4.668546205
"ZMAT2",9.128771201,9.327721992,9.357308313,9.20216349,9.307250079,9.4821293,8.88147021,9.401251402,9.511411578,8.119161977,9.161161512
"ZMYM1",6.394263875,7.500693504,6.281950479,7.477658444,6.994132623,6.528520237,6.630129465,6.689957127,6.430579789,6.898275642,6.494048044
"ZMYM3",5.699606334,6.675873781,6.413615451,7.512487094,6.459289616,6.16739724,6.682748861,6.700947619,5.98172192,6.842418749,6.030747717
"ZMYND11",10.30324346,10.2766219,9.685973836,10.40579026,10.52185796,10.05847031,10.67051445,10.34525207,10.0558418,10.91971485,10.15523124
"ZMYND19",6.776984172,6.329068521,6.985736407,7.351003138,6.884343668,7.265487321,7.061849185,7.328520456,7.268053481,7.608961547,7.268360707
"ZNF143",6.436718859,7.015859826,6.342737316,6.551784433,6.364072488,6.555073966,6.70458029,6.678256786,6.606765443,6.461054329,6.504878787
"ZNF189",7.198958317,6.797944267,7.298671609,8.223119562,7.732643837,7.487005435,7.664984529,7.383880256,7.046631303,7.765830985,7.291761975
"ZNF280C",5.735600578,6.173743982,5.825576618,6.866938914,5.95670125,5.659750373,6.55871171,6.184058442,5.925694332,6.311656539,6.496237469
"ZNF282",6.656875228,6.901469677,6.677339364,7.512838659,7.243902891,6.987986631,7.045937739,6.99088957,7.418478359,7.509297871,7.394659839
"ZNF3",6.039434308,6.353970056,6.452963172,6.656254032,6.297932625,6.256099541,6.504878787,6.340259982,5.914175572,6.299858309,6.525037462
"ZNF318",6.107898521,5.310398824,6.148158498,6.05873278,6.03921894,5.232237912,5.846607162,5.345786801,5.296169482,5.822467222,5.559044326
"ZNF322",4.967945591,5.060169576,5.554195087,5.790235737,5.250604434,5.058406683,5.213324369,5.054027786,4.970252128,5.088416109,5.869744608
"ZNF330",9.088914173,9.033703912,8.877351711,8.468276858,8.89356107,9.25152193,9.112870576,9.140495789,8.772044794,8.795443478,9.522477305
"ZNF398",6.144446117,5.96314949,5.910655771,6.079295418,6.257546184,5.831306138,5.827301931,5.987602722,5.814207372,6.453596464,6.151109875
"ZNF445",4.599789301,4.530844132,4.432920952,4.480263277,4.49670546,4.510946571,4.561363886,4.455889855,4.439979786,4.584709294,4.614976396
"ZNF532",6.534596493,6.608401169,6.013888542,6.155847409,6.661281402,6.703915887,6.620814101,5.41214843,6.54586094,6.521412188,6.608702369
"ZNF581",7.100229692,8.012225794,6.851127128,7.708204743,7.685528618,7.524738827,7.548341428,7.402235722,7.597881118,7.383544828,7.449574159
"ZNF605",5.71927493,5.915935356,5.638936029,6.578895684,5.953633392,5.889844054,5.973949261,5.980993756,5.65699392,6.773259018,5.806695498
"ZNF623",5.57609198,5.775926105,5.299202534,5.349946872,5.638936029,5.100188442,4.982401707,5.292426454,5.0940556,4.946121085,5.203749854
"ZNF652",11.96872197,11.8012701,11.72779121,12.17796084,11.84209203,11.50088269,11.78009053,11.86733068,10.92930934,12.03507253,11.76327093
"ZNF692",7.065873645,7.138338378,6.793945759,7.656273281,7.265809727,7.536815716,7.165055187,7.16371856,7.436346083,7.910523739,7.404630378
"ZNF7",6.380213614,6.973595791,6.479295684,7.201360672,6.982739963,6.951801154,7.018045032,7.293801162,6.63154857,7.022315862,7.820291749
"ZNF706",7.381360618,7.404275606,6.973595791,7.430517776,7.245843644,6.895171698,7.319140496,7.348935625,6.850187486,7.416350619,7.667606082
"ZNF711",4.56755064,4.822837923,4.642593641,4.53311029,4.436083319,4.478755655,4.482265103,4.570999941,4.565193529,4.68239503,4.656644459
"ZNF738",4.508104126,4.517888989,4.495816147,4.560727688,4.377808256,4.455366642,4.483217635,4.491606449,4.511427902,4.697224806,4.576427164
"ZNF740",5.052737278,5.263487802,5.310851572,5.353558516,5.526862733,4.68775055,5.229327371,5.190595599,4.885749468,4.640877097,5.068793469
"ZNF746",8.023401268,8.746479437,7.744966106,8.972182428,8.489186848,7.967732587,8.642907529,8.326976137,8.329099485,8.286685149,8.372482934
"ZNF862",4.662400192,4.583676051,4.640243313,4.783604759,4.42803959,4.607507045,4.617670631,4.718036531,4.686116134,4.470720156,4.734481677
"ZNHIT3",9.995202898,10.60715666,9.898029152,10.59891882,10.14038427,9.931088072,10.07870393,9.857956042,10.3093554,9.695044759,9.945158243
"ZSCAN29",4.828883314,5.091502906,5.072363212,4.949061636,4.894870309,4.875058005,4.886526952,4.93892615,4.795902102,5.021003318,4.697526592
"ZSWIM5",4.830330389,6.328277982,4.760170172,6.326647751,5.897008072,4.906921308,5.683941447,4.611422108,4.467910555,4.592870109,4.850421975
