"","HDN-1","HDN-2","HDN-3","HDN-4","HDN-5","HDN-6","HDN-7","HDN-8","HDN-9","HDN-10","HDN-11"
"NDRG3",6.755228703,6.641681194,6.713367522,7.470469527,6.894297093,6.49173685,6.526489352,6.515976846,7.161340482,6.719843301,6.810997179
"NDUFA4L2",5.433917139,6.379948721,5.532690787,6.666388494,5.805674054,5.286341822,5.295605192,5.442237737,6.962928194,7.532044547,5.732365012
"NEDD1",5.420080564,5.711266752,5.345125885,5.338674054,5.309518137,4.823108219,4.98400647,5.72397467,5.121039547,5.024965681,5.377531099
"NEDD4L",8.487007911,8.669694652,7.721796035,8.453617665,8.570614294,8.5396603,8.443664254,8.30419219,7.505401139,8.358762357,8.651078037
"NEK2",4.588919639,5.570347602,5.174498729,7.050089052,5.128326843,4.765060592,4.795978672,5.128560487,4.788043111,4.539685401,4.774198349
"NEK9",4.594934954,4.645453057,4.593187051,4.728195425,4.872847603,4.726538229,4.897299745,4.670410434,4.674178519,4.616927673,4.963640139
"NELFCD",9.721505472,10.02113475,9.581777871,9.633295519,9.889760787,9.724845045,9.598137028,9.745223093,9.268142356,9.659212151,9.67331702
"NEU1",8.206027635,7.868387746,8.497264898,8.925432751,8.61986812,8.370395696,8.727170061,8.356235182,8.815310742,8.384411372,8.354977123
"NFE2L2",9.87296729,9.921997611,10.1338408,10.16135047,9.818234928,9.99969438,9.981853596,10.06706489,9.7740602,9.109645114,9.926035524
"NFRKB",5.010872974,4.951430723,5.917900332,6.062197772,5.676424153,5.482413116,5.828701344,5.790235737,5.279875788,6.003236381,5.69042825
"NFYA",5.962130906,6.713086164,6.259006539,5.692464684,4.98507876,6.168686193,5.473911997,5.44905712,5.648894445,4.83287776,5.90990565
"NFYC",8.006293001,8.501406943,7.819241991,8.573411189,8.268220156,8.130865576,7.643601616,8.034212529,7.88692596,8.132063078,7.651655987
"NGFR",4.578589963,4.497383033,4.90595307,4.922163321,4.679418224,4.603964802,4.65477537,4.474370908,4.4913134,4.516503071,4.911580653
"NHEJ1",4.705617941,4.970511309,4.681714579,4.736106086,4.937859413,4.703520415,4.928529021,5.339618162,5.251745709,4.741128867,4.855295661
"NIF3L1",9.087896108,9.602747334,9.124902145,9.882403744,9.205985338,9.256161358,9.343920681,9.084252271,9.127089237,9.210448988,9.24467186
"NIPAL3",6.908357871,6.869409274,6.69090839,7.115832886,6.75879679,6.504878787,6.938754714,6.820532739,7.241904885,7.211019641,6.843987795
"NIPBL",7.899061713,8.047469984,7.608604586,8.586773675,8.117933437,8.001835654,8.285318983,8.147724582,8.090775414,8.474803197,7.697375661
"NIT2",10.01886695,10.59891882,10.39832451,9.441069561,9.939539493,10.26884841,10.07457178,9.43981511,9.845217245,9.908438719,10.31212669
"NKD2",6.639395798,5.250534191,6.587885951,6.584010163,7.056861281,6.097814886,6.645960069,6.671502502,7.49857836,8.044571747,7.769657723
"NKIRAS2",6.517283272,6.957498285,7.054336912,6.905192927,6.84368669,6.97271654,6.917860521,6.42869699,7.001852276,6.956817193,6.607475109
"NME1",11.31563832,11.38677174,11.14283199,11.30728357,10.72713348,11.34674671,11.38677174,10.91622692,11.81683117,10.93441926,11.43549769
"NMRK1",7.683827691,7.671567835,8.188087385,7.083057166,8.026670207,8.013007611,8.043128828,8.160780464,7.778645176,7.549007434,8.041023965
"NNMT",13.22602179,12.75233178,13.01431451,10.75625356,13.04691744,12.91303593,12.75233178,13.44580954,13.00657426,13.75506424,13.28663168
"NNT",10.03798115,9.996548593,10.19251686,10.05268466,9.65733731,9.81974861,9.56225155,9.743038585,9.532852891,9.559493536,9.951134804
"NOL11",9.156279417,9.293492507,9.094560023,9.398137291,8.982569839,8.939925518,8.698259775,8.856921355,8.564910363,8.962991628,8.854061438
"NOL7",10.68340747,10.87970951,10.43558983,10.62171264,10.53329922,10.62064315,10.76496875,10.492124,10.90004962,10.30773207,10.48810068
"NOL8",8.065452976,7.33035942,7.921961477,7.921961477,7.885754728,7.805729648,7.988727861,7.937126215,7.891393318,8.429662032,7.98281335
"NOM1",4.700981921,4.690475556,4.850342273,4.736946308,4.850539098,4.622467162,4.95876745,5.000597117,4.650020226,4.668345908,4.597648027
"NONO",10.98228931,11.63105609,11.03999024,12.10744424,11.08230547,11.42093765,11.31201537,11.14441084,11.54902495,10.99342571,11.54721852
"NOP2",9.648419935,8.384826485,9.273506898,9.007710628,9.069619784,9.487937111,9.417853509,9.611670457,9.387970529,10.26708439,10.35151726
"NOP56",9.46092105,9.348650026,9.084252271,9.357308313,9.18659025,9.03997684,9.617957454,9.614103234,9.012331365,10.24833436,9.904078276
"NOSIP",9.563491498,9.330770173,9.320155857,8.768753114,9.559493536,9.352191691,9.286291552,9.178473401,9.526775821,9.116124964,9.161746781
"NOX4",4.713473685,6.135637744,4.956932071,4.993904955,5.633370512,5.276494866,5.035570155,4.901771477,6.258419802,6.324113681,5.364877054
"NPC1",8.451891238,8.651078037,7.646066092,8.509001489,7.926194321,8.153673429,8.004255192,8.144530851,8.064314554,8.520353646,8.111305853
"NPM1",11.78627339,11.99242827,12.23119678,12.18021836,12.05134454,12.3277595,12.19274671,11.91100666,11.92839113,12.23575128,11.51209793
"NPNT",4.483534403,4.52614704,4.586631704,4.601211065,4.486726476,4.521825225,4.490774462,4.389066279,4.570556579,4.400519861,4.598405094
"NPY1R",4.732077332,4.858810221,4.545284467,4.71287653,4.592780701,4.724470441,4.569025671,4.69606133,4.548906913,4.685026985,4.537372703
"NQO1",6.935949474,11.39927702,6.669400801,11.65894472,6.526163815,6.42055696,7.445361977,6.290313285,7.381360618,7.461988892,5.885132464
"NR1H4",9.697129654,9.960182209,10.27173295,9.560882994,9.916805422,10.60518366,10.41164072,10.42028299,10.36950542,10.47636175,10.18481868
"NR1I2",7.742091649,8.202289626,7.90472099,7.403237759,8.049388661,8.038160702,8.043509589,7.984918227,7.512487094,7.639934602,8.323045203
"NR2C2",6.882156881,6.977292411,6.455068951,6.836181927,6.862501956,7.028249996,7.061331626,7.131979272,6.536289754,6.982984912,6.636292214
"NR2C2AP",6.253062835,7.093339307,6.110625756,7.182531356,6.567126075,6.113007862,6.676470517,6.133348977,6.334090718,6.970777482,6.667325774
"NR3C2",7.287387567,7.612631278,6.910205823,7.174891032,7.433256103,7.877292406,7.418478359,7.327530002,7.002190829,7.39647436,7.386314999
"NRAS",7.314137184,8.154856843,7.08632363,7.199653753,6.860809965,7.546936022,7.094024152,7.401264647,7.724802109,7.626483944,7.412514823
"NRBP1",6.686291051,6.05489343,7.075533802,6.261548413,6.441658358,6.302180216,6.763430802,6.092238154,6.643578147,6.771727138,6.738891678
"NRF1",4.701303494,5.097103161,4.723935554,4.776404243,4.808211401,4.644987075,4.615561498,4.719586064,4.661704772,4.774758047,4.836272103
"NSF",10.21083511,10.53782126,10.20999619,10.58718382,10.01106858,10.18481868,9.997311034,9.790743965,10.0487109,10.08420818,10.22399361
"NSFL1C",8.287945242,8.498144034,8.551900865,8.692726218,8.312556531,8.391948531,8.487007911,8.64934396,8.306606429,8.645120002,8.252555312
"NSMCE2",7.685528618,8.107556044,7.891393318,7.871526549,7.439126885,7.596460691,7.635501926,8.542835145,8.328227293,7.816580819,8.165722293
"NSUN5",7.50435163,8.030317511,7.854681107,8.535138222,7.774378078,7.449574159,8.234123597,7.494724352,7.695968556,8.182406129,7.873528784
"NTF3",6.605038371,4.65924007,6.805290664,4.706093779,6.603555586,6.855982582,6.050535919,6.372542431,4.89317866,6.291740699,6.351947815
"NTN4",6.873343497,6.449763195,7.263849404,5.553010875,6.684991079,6.723835103,7.592070199,7.093339307,6.512749904,6.174621839,6.613246735
"NTPCR",8.835038133,8.716584401,8.86832806,9.465880471,7.924587912,8.918713269,8.782662674,8.743208221,8.808900062,8.414454569,8.347101502
"NUAK1",7.791406419,9.012825621,7.570434589,8.643753488,8.921817729,8.046632394,8.789300289,8.389082185,8.319197561,8.682091339,7.766887677
"NUB1",9.551112466,9.857186517,10.02508049,10.53112689,9.689096961,9.299067708,9.807139219,9.830792596,9.407673984,10.15275626,9.816138756
"NUDCD3",8.236610796,8.003244371,8.703088147,8.706755581,8.538184082,8.633759021,8.609132433,8.608303488,8.370762512,8.99027569,8.394756449
"NUDT1",6.365444594,6.022415531,6.898925189,7.636693998,7.148326126,6.654343634,7.153925801,6.923504591,6.930221227,7.209051022,7.137670655
"NUDT19",4.566928233,4.58733029,4.836707951,5.414048541,4.869581577,4.878670707,4.929707562,4.700379629,4.742389039,4.77923286,4.679207322
"NUDT3",8.743208221,9.114476267,8.74275648,8.24203868,8.52295248,8.671594225,8.589071926,8.729049083,8.855521136,8.972182428,8.230596632
"NUP133",7.991352325,7.987994137,7.561319711,8.469125033,8.04145831,7.914012989,7.867673268,7.788375441,7.374823333,7.277177856,7.837537173
"NUP153",7.481718824,7.573839547,7.593529568,7.188325859,7.508232394,7.428227348,7.207986379,7.626483944,7.243902891,7.532340321,7.83451913
"NUP155",6.924510008,7.743609904,7.194841317,8.267305798,7.548016908,7.398764904,7.548665652,7.35300761,7.097636879,7.135952247,7.362783825
"NUP160",7.76795505,7.913610952,7.724020929,8.423140104,7.870749419,8.146575536,8.119161977,8.071083783,7.630014244,7.82959125,8.432967385
"NUP210",5.843079606,6.803788787,6.385527245,7.409952056,7.149958185,7.212077013,7.281633266,6.713662021,5.756380937,6.540534929,6.532008007
"NUP37",8.725791812,9.653846846,9.104767289,9.133963597,8.848686266,8.619002225,8.818175404,8.628726026,9.454722934,8.75829495,8.638815216
"NUP43",8.108395912,8.510833024,8.73903507,9.143284207,8.654150226,8.293881927,8.684931361,8.252939277,8.394756449,8.772044794,8.197136583
"NUP85",9.291285751,9.505635937,9.146614646,9.812030521,9.145400983,8.908538148,9.249198757,9.189450349,8.951854737,9.302383885,9.175190569
"NUP93",7.864254438,7.487647259,8.025528273,7.024516357,7.58315966,7.654258596,7.765340245,7.629335213,7.858847053,7.770760473,7.807566543
"NUSAP1",5.933950997,7.78996311,6.845958385,9.661154401,6.992407151,6.33525673,6.303248972,7.815515283,7.892819396,7.258161611,6.704891956
"NUTF2",6.047419898,5.449941481,6.125673401,5.008132225,5.969319246,5.877979667,6.146123454,5.714906663,6.558426783,6.110625756,6.266908868
"NVL",6.987401527,6.992407151,7.258795968,7.449960618,7.64163515,7.052910668,7.109223049,7.087918795,6.924209957,7.195213118,7.088289705
"OAF",11.70764002,11.3372086,11.70764002,12.44995072,12.12393488,11.85501105,12.31163397,12.5212008,12.08745604,11.9353105,11.8813701
"OAS2",10.00574988,10.14452215,11.88774957,9.319509258,10.42242831,9.284584407,10.54402881,10.62970167,10.12892335,10.34432673,10.22240262
"OGDHL",10.0494748,10.48608847,10.08337656,10.43362155,10.90538082,11.22684502,10.56529639,10.65691168,9.566244853,11.44431273,10.63182321
"OGG1",6.885552784,7.502880318,6.42055696,7.488651579,5.963869229,7.352641785,6.93394897,6.598606585,6.352802311,5.923621413,7.216024574
"OIP5",4.815857762,6.152210172,5.625104898,6.549297239,4.950051701,4.986652681,4.800483152,6.078450898,4.997721342,5.023738956,5.057067528
"OIT3",7.766520056,4.893128258,8.357967907,4.484604984,7.817399679,7.724802109,8.593783573,7.551770989,6.14393188,4.684631273,7.334361312
"OLA1",4.83167446,4.816645119,4.815405713,4.979084613,4.707790576,4.774481978,4.704469055,4.807640148,4.944034823,4.67280666,4.741169102
"OLFML2B",4.839266041,5.105401764,5.349208019,5.701711333,5.215920143,4.864643634,5.298572825,4.900063244,6.169253631,5.442237737,4.902169955
"OLFML3",7.218001739,5.519778922,6.986379673,4.551199656,6.763734552,6.611185226,6.443720833,6.496501262,6.231330892,5.033712055,6.591817416
"ONECUT2",7.913229747,8.321129371,7.867673268,8.071083783,8.176925957,7.706371853,8.129679226,7.507192193,7.606045042,7.896381115,8.012637419
"ORC1",5.291833555,5.240542773,6.142613618,5.366067562,4.853752769,4.957236882,4.836775324,5.268276559,4.712010196,4.745985326,5.274898714
"ORC6",14.41687396,14.40421508,14.12361439,14.62897555,14.30445751,14.22024154,14.42873769,14.42873769,13.90982983,14.61736932,14.14098906
"OSBPL3",5.897308277,4.797301638,5.057220916,5.677977272,4.917681095,4.673454199,4.842457419,4.827930195,5.146490409,5.760327287,5.083985149
"OSGEPL1",5.519778922,6.168172351,6.141882797,6.911774075,5.782660463,5.867111954,5.752480432,5.60011759,5.587326229,5.087744114,5.732588307
"OSR2",4.643041716,4.66857925,4.620720889,4.627621955,4.903227456,4.582603833,4.557100292,4.527599628,4.667901157,4.670247548,4.809317758
"OSTF1",9.366621174,9.147167591,9.661785545,8.969531784,9.555009806,9.814761552,9.645113292,9.908438719,9.937959313,9.615265969,9.547498101
"OXNAD1",7.325876385,6.998010192,7.270438547,6.708541703,7.562378141,6.946238418,7.128580165,7.33859382,6.053875467,7.394659839,7.212077013
"PA2G4",8.223474366,8.704954568,8.093961329,9.208835307,8.551522216,8.420013592,8.853539824,8.540134972,8.607923144,9.23800965,8.838351743
"PABPC1",11.76327093,11.72981236,11.80349505,12.21477969,12.10989396,12.03051813,12.2510797,11.7118316,12.17304038,12.05134454,12.58368962
"PABPC4",10.4639841,10.25844835,10.63070834,11.01879414,10.90133731,10.95691747,11.23377817,10.55569188,10.75354074,10.73298877,11.32922524
"PABPN1",8.76729546,9.11671458,8.618038339,9.2440484,8.783621012,8.71935211,9.414680906,9.027006759,9.451219733,9.76466399,9.087896108
"PAFAH1B3",7.388030922,7.3106807,7.106620842,8.528152643,8.044219864,7.507915038,8.18846478,7.923109557,8.426677984,8.851642252,7.532044547
"PAIP2B",4.662845185,4.549971871,4.404904079,4.607287288,4.661747238,4.632472319,4.549753311,4.67293321,4.485010885,4.453774104,4.483859549
"PAPOLA",9.570752928,9.436200017,9.778333228,9.795540005,9.321453402,9.160493504,9.182168465,9.116124964,9.33373098,9.444246255,9.083727951
"PAPSS2",10.29416694,10.47225442,10.54590695,9.583537928,10.99201781,10.74359336,10.48007501,10.28114767,10.68340747,10.26618982,10.1071657
"PARD3",4.645858789,4.592780701,4.870335339,4.975197823,4.730908761,4.578258594,4.742665941,4.783782816,5.109273194,5.018280092,4.760143922
"PARP12",8.229822263,8.824451163,9.009299498,9.341559999,8.628191926,7.816201745,8.957117918,8.388649109,8.735861031,9.096694782,8.515640769
"PARPBP",5.046886358,5.841646383,5.259482221,6.2019998,4.898754514,4.465498571,4.695639962,5.209343147,5.11147405,4.820464922,5.194816323
"PAXIP1",7.424433465,7.729200707,7.201763759,8.309662235,7.551770989,7.432242665,7.485705012,7.880597652,7.145001442,7.421580728,7.528942929
"PBK",4.60033903,5.648026112,4.897109575,6.679416897,4.620164783,4.576982013,4.453448742,5.402879656,4.798764608,4.599044897,4.585848791
"PBLD",9.529183499,9.58941914,10.27571578,9.336211132,9.250319131,10.65792519,9.715597252,10.35351551,9.681987794,9.2440484,9.923598403
"PBRM1",6.193046324,6.410105586,6.165676687,6.184058442,6.207036433,6.35166581,6.281950479,6.264077669,6.428003765,6.165109006,6.558426783
"PBXIP1",5.398428362,5.439768484,5.607134068,5.776993091,5.648026112,5.38770017,6.134435607,5.694336523,5.930661677,5.825146147,5.393701916
"PCBP2",12.29602829,12.71092728,12.11977528,13.27330599,12.32222102,12.17796084,12.53645923,12.6835435,12.21238156,13.03568098,12.40903926
"PCCA",10.50406286,10.78305081,10.10806281,10.13151465,10.06895432,10.46200004,10.03386657,10.44067709,10.64624966,10.59786088,10.26098106
"PCDH9",4.733394033,5.157448204,5.250463947,4.874301028,4.770619972,4.921590027,5.090778648,4.729585757,5.087639522,5.9284029,4.981692426
"PCDHGA4",4.856695739,4.637176459,4.658811519,4.786630797,4.590810001,4.742184296,4.714531634,4.986921551,4.685790027,4.768686278,4.70771534
"PCGF6",7.573218403,8.281131872,7.536544032,7.494088493,7.919726537,8.093103877,7.748997912,8.176925957,7.839874929,7.55112409,8.448934847
"PCID2",10.02831153,10.27412986,10.07457178,10.19602042,10.06464548,10.13876515,10.11833837,10.2439689,9.987148495,10.2474895,10.04707071
"PCK1",11.11082584,12.06853373,11.79104214,12.11241606,12.20759473,12.90515732,11.72586247,12.00141449,12.39679827,12.2636561,11.20706103
"PCK2",12.71092728,13.26781522,12.62865821,12.75233178,13.24965285,13.10268542,12.62234706,12.86449116,11.52545704,12.35519772,13.35440058
"PCLAF",14.10485116,14.15977157,13.83989029,14.47475707,14.18968283,14.10485116,14.35779379,14.17885461,13.95496394,14.53460228,14.09725874
"PCNA",8.25016377,8.239130141,8.98049777,9.138357081,8.150215649,7.762432054,7.369740625,8.286685149,7.994056398,7.265809727,7.897924023
"PCOLCE2",8.153673429,5.272108746,7.90816553,7.502445519,7.747175479,8.048610288,5.318834275,6.276852868,4.628958832,5.495652835,6.64514173
"PCSK6",8.586773675,8.427107436,9.534083624,7.265145564,8.076654858,7.923109557,8.395146602,7.723679517,6.403464805,8.024243363,7.366722399
"PCYT1A",4.631929654,4.609830116,4.811576772,4.753880428,4.740140648,4.518480376,5.005704753,4.716001205,4.939847716,4.689474818,4.633100326
"PDCD2L",7.377177017,7.068349462,7.190219262,7.077212387,7.225037705,7.276780677,7.557388268,7.098645548,5.793168441,7.275410757,7.545868973
"PDCL",4.978186825,5.096817577,5.048239049,5.450492442,4.855715526,5.512753309,4.989979374,5.382051815,5.673429712,5.18406892,4.856197455
"PDE2A",6.497334573,4.772229253,6.728362169,5.230134072,6.71041853,6.557541371,7.015210865,6.35166581,6.353400696,6.897601412,6.816182186
"PDE7A",6.663963777,6.319077923,6.272654308,6.759363547,6.326362849,6.314415849,6.581353268,6.718937833,5.620229523,6.639721034,6.729225085
"PDE7B",8.927607988,7.776810383,8.461265074,6.652343754,8.377867169,9.187709729,7.787006265,8.80842887,7.348935625,8.655050347,8.180116427
"PDGFD",6.030461101,5.509173349,5.297704527,5.849319018,5.506254472,5.578489131,5.192561985,5.129307452,5.905630705,6.776060213,5.009768609
"PDGFRA",8.381727908,7.211019641,9.165555841,6.518163511,8.155609747,7.409648015,8.013007611,7.804925435,9.108006227,7.297987002,7.992084642
"PDIA5",8.642479985,8.957595765,9.530335195,8.277910899,9.566846314,9.568197362,9.729657908,8.866868681,9.551112466,9.202659423,9.403062617
"PDPK1",8.469909317,8.779833118,8.367286164,9.233310141,8.685405503,9.048853775,8.80842887,8.664167485,8.562216407,9.185561505,8.94143836
"PDZD11",4.69180589,4.683985535,4.916438081,4.714683746,4.649918548,4.738742634,4.592267449,4.798989521,4.67085501,4.797416435,4.857612903
"PDZRN4",4.582148282,4.675607711,4.776818092,4.572703805,4.752621363,4.825894134,4.517421972,4.544332952,4.54794669,4.620775635,4.574018979
"PEAK1",4.615158052,4.777029502,4.494019999,4.637821261,4.63581288,4.499958765,4.506224104,4.630144336,4.658123001,4.483401502,4.74791623
"PECAM1",8.025943762,7.724388784,7.869550075,7.626118476,7.846603975,7.241606571,7.862296081,7.197919128,8.105508156,8.414046115,7.717190015
"PEMT",11.51023027,10.02591663,11.99014642,10.89738025,12.03051813,12.08994519,11.85731391,11.18044051,11.66651076,10.81020278,11.94635775
"PEX11G",6.470721676,6.431082357,6.814258046,5.844230613,6.725920118,7.048510531,6.678256786,7.12998054,5.905096291,5.778580161,6.422597122
"PEX5",10.99201781,10.16380693,10.56529639,10.48912794,10.66210639,10.53782126,10.30851592,10.54109178,10.65585892,10.60931816,10.64170638
"PFAS",6.700337622,6.311048207,6.582800708,7.541936418,6.339957775,6.857208748,6.861816181,5.958499101,6.952061856,6.602981706,6.588248226
"PFDN2",4.417916939,4.566302857,4.425706197,4.539629658,4.575697014,4.542460069,4.482223365,4.461344216,4.506106634,4.66697427,4.655592343
"PFDN6",6.544447933,7.717527013,7.235085294,6.931837522,7.33035942,6.982739963,7.417027365,7.035552496,7.434385901,7.167675939,7.223378299
"PGM1",12.55193957,12.50293865,12.96726672,11.74354666,12.9282544,13.3352877,12.48392095,12.97096584,12.10041058,11.40272892,12.92430981
"PGP",5.580143042,5.215291526,5.532884273,5.352453433,5.528495679,4.967451381,5.587139854,5.73583776,5.533291608,5.997212297,5.338208777
"PHACTR3",4.874724368,4.696259409,4.655917643,4.561871799,4.603091583,5.132265389,4.674350972,5.000958248,4.499177904,4.573170492,4.59900785
"PHF10",7.688052769,7.639267736,7.447173588,7.190877222,7.512838659,7.514569955,6.916052653,7.245216021,7.471137525,6.904295638,7.354340022
"PHF20",6.159594218,6.016216862,6.595213407,6.320701554,6.185738049,6.426111,6.169253631,6.348776001,6.24223922,6.277122714,6.571396359
"PHF20L1",7.87387413,7.934017933,7.719972712,8.119952153,7.79768879,7.967349328,7.940918693,7.917848412,7.754417404,8.279991873,8.390724813
"PHF6",5.266483168,5.538765991,5.34179276,5.138825957,4.811340745,5.106869434,5.301417499,5.653935203,5.242105593,4.976200485,5.087261573
"PHIP",8.19793267,8.54857993,7.624495991,8.172074576,7.935599344,7.400883111,7.989072857,7.704332832,7.839471235,8.289127691,7.822401313
"PHYHD1",6.577813854,5.493927688,7.971512155,7.095992511,7.262408241,7.316752597,6.851995469,7.022979769,6.561774058,6.863782675,6.678256786
"PHYHIPL",4.479291673,4.650462547,5.415474688,4.885583096,4.734286113,4.912076599,5.57588115,4.693145793,5.101680097,4.634933399,4.561893629
"PIAS1",8.013809043,8.178892274,8.041023965,8.04535773,8.13359964,7.902093499,8.188087385,8.07507097,8.235728655,8.055971946,8.121969519
"PIGC",8.698693736,9.03216499,8.585102409,9.135653903,8.557306245,8.098780961,8.800274305,8.113183043,8.939455046,8.481843118,8.540969252
"PIGU",7.704647778,7.882327914,7.805367027,7.557725725,7.639618104,7.594243806,7.815098548,7.607120722,8.445802713,7.806235584,7.49785082
"PIK3CA",5.1532829,5.216164163,5.36784298,4.908862211,5.318698253,5.09028967,4.882232744,4.98844951,4.788999411,5.396212421,4.987789578
"PIK3CB",5.915935356,6.583409477,6.01446175,6.578641624,5.419702224,5.887101994,6.107589385,5.706768697,6.071705734,5.651995293,6.29106201
"PIK3CD",5.817539178,5.534807929,6.54348464,5.686812878,6.564813075,6.039926456,6.322158225,6.473706147,5.93922123,6.616413184,5.959824282
"PIK3R1",9.684020751,9.452239916,9.928850001,9.472189413,9.963493753,10.48912794,9.807769385,10.03144885,8.469125033,9.696439794,9.722844717
"PIK3R2",9.538827634,10.06543971,9.788796659,10.09426233,9.76466399,9.705252578,9.953955606,9.515736796,10.53112689,10.13464396,9.674019747
"PIK3R3",4.863257313,4.804594414,4.868364763,5.076149992,5.253221676,4.67293321,4.58209022,4.955695531,4.788923222,4.584017306,4.514439859
"PIP4K2B",10.44577215,9.86648342,9.586091321,10.1071657,10.22965838,9.91061648,10.51550757,10.05759998,9.713839029,10.76857448,9.970962555
"PIP4P2",6.216349017,5.286341822,6.603555586,6.40531839,6.219689212,6.406788722,5.719972525,6.619930566,6.265451564,5.123231474,6.600589796
"PIPOX",11.39298505,11.85731391,11.40423085,10.74730544,11.29440247,11.26603144,10.93297983,10.9632681,10.25326393,10.32236515,11.11534821
"PITPNM3",4.451345542,4.494141799,4.555737968,4.467515144,4.488636917,4.449105925,4.639578972,4.58373167,4.449819046,4.515552656,4.646127704
"PIWIL4",4.747079239,4.890880799,5.533873034,4.809516902,4.818774528,4.595700362,4.694944916,4.861174588,4.82103267,5.478691407,4.929707562
"PKM",6.888918214,6.906698085,6.678256786,7.163413922,7.140634271,6.698436988,6.928916684,7.005497891,7.508948343,6.806193059,6.976603917
"PKN1",6.070398914,5.527866653,6.208961094,6.80095452,6.088807181,5.889386188,6.417123629,5.957456203,5.982503879,6.121327191,5.968555034
"PLAAT3",11.36201014,11.40103627,10.83132206,10.60006031,11.4864658,11.38147746,11.50282981,11.46589426,11.04156773,11.43174505,11.49571549
"PLAC8",8.799749128,5.025199191,10.15523124,5.19528872,8.173664498,9.403648616,9.599405191,9.038370016,6.219143151,7.718113076,8.22757124
"PLAG1",4.68639936,5.229605441,4.727983703,4.715371935,4.592856499,4.840641946,4.778081436,5.345600541,4.776945426,4.634737226,4.843019246
"PLCB1",7.234368199,8.051279379,5.786457716,6.055658064,5.992155618,6.204233688,7.39606603,5.811916942,7.378211168,7.558416814,5.331206472
"PLCB2",5.831072582,4.831920302,6.516287011,5.599282478,6.502716909,6.728008105,6.091200019,6.085634873,5.54368978,6.851127128,5.727128316
"PLCD3",4.402302446,4.429795734,4.413490899,4.602280747,4.558225628,4.537221835,4.647239209,4.571551338,4.621715943,4.447141384,4.546045871
"PLCG1",6.781221102,6.793000066,6.260471318,7.446774488,6.910804434,6.535425549,6.400003794,6.376096841,6.984233302,7.36080261,6.661001296
"PLCG2",10.51663647,11.48850755,9.88385952,9.91900307,10.05988296,10.12808599,9.75165853,10.2522325,10.49814568,10.40098957,9.748817983
"PLG",13.65716013,13.56622596,13.51160177,12.91735836,14.09725874,13.75506424,13.6203222,13.80449977,12.87882934,13.34408219,13.99478896
"PLIN5",7.154268808,6.47253119,6.732978935,6.740591014,7.065873645,6.553513623,7.26417455,6.943640091,6.788162458,8.013388512,7.040333296
"PLK1",9.998110025,9.8335792,9.581122239,9.768715609,9.721505472,9.924460192,10.1322716,9.753644541,10.01272095,10.2891063,9.873750008
"PLK4",4.942846094,6.062961901,5.465502581,6.771406988,5.126475218,4.82599912,5.205618687,6.089702113,5.820558069,5.35786297,5.665034556
"PLOD3",9.640052728,9.880140063,9.19115547,10.75865768,9.551834928,9.642076762,9.852047347,9.70827009,10.45059266,10.15204325,10.18806151
"PLSCR4",8.838885786,9.5629169,8.715244693,8.394756449,8.922878323,9.041916061,9.284039447,9.023846171,9.341559999,9.512017055,9.312462227
"PLXNC1",5.175212983,5.193040759,4.855785514,4.724061315,5.194499422,4.936673072,4.658643208,5.041692918,5.470641799,5.205375063,4.656498619
"PMF1",6.309932289,6.456227808,6.601552329,7.567808383,7.129654909,7.185575807,6.737935713,7.236319989,7.048183102,6.388007993,6.994464979
"PNP",8.461265074,8.080684071,8.918713269,7.968449485,8.909097546,8.994945045,8.379592543,8.790777241,8.166951379,8.154856843,9.128771201
"PODXL",6.927584392,8.211260328,6.078696146,7.989072857,7.285739736,6.163655966,7.027957492,6.980368745,8.831647092,8.467811124,7.262761678
"POGK",9.211939163,9.224478436,8.990781685,9.584105638,9.415890843,9.146078778,9.02810531,9.187709729,8.938887954,9.756307156,9.628016432
"POGZ",6.780648953,7.388691002,6.579852296,7.571499635,7.312359087,7.094024152,7.321174436,7.191570781,6.430830021,7.799278738,7.086654168
"POLA1",5.822467222,5.475531618,5.487460404,7.555637298,5.901278869,6.080063548,5.554385294,6.040213816,5.693362508,6.329068521,5.199772386
"POLD1",5.481157083,6.215593845,6.176622961,6.923504591,5.670488419,6.43884598,5.766641732,6.290935245,6.591238481,6.297675227,6.269967411
"POLE2",5.694972489,7.138632319,6.294869685,7.655241071,5.131741629,5.969867445,5.372135543,6.276071231,5.848068699,6.292862062,5.665955076
"POLE3",10.09119906,9.692353358,10.40866707,10.13779704,10.0093472,10.31407536,9.996548593,10.34432673,10.28646337,9.820487673,10.14038427
"POLG2",4.902414119,5.509330118,5.060750164,5.758010324,5.167195232,4.762864747,4.665963565,4.884291125,5.042404991,4.950532994,4.628787327
"POLR1D",11.01879414,11.84209203,10.41056499,11.41949993,10.97443439,11.07176557,11.15018465,11.05245077,11.59581419,11.45290666,11.15156708
"POLR2G",9.182808813,9.676696569,9.65733731,9.675358489,9.610346925,9.49355499,9.706058218,9.303595472,9.875726857,8.955528522,9.350855763
"POLR2H",9.713839029,9.776907884,9.665871852,9.720151337,9.679317979,9.516869736,9.772682619,9.372900902,9.492382143,9.675971041,9.844506265
"POLR2J",5.895970188,6.343341797,5.815443093,5.930661677,6.089702113,5.810702627,5.876273124,6.344230429,6.185738049,5.368148068,5.520142483
