"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"TCGA-DD-AADW-01","6.787845","9.715228","5.123964","9.439546","4.317488","6.913737","5.170484","8.267706","7.234177","4.770685","1.098612","8.178639","4.787492","5.356586","7.571474","7.191429","4.543295","7.541683","5.416100","6.768493","4.143135","6.614726","5.003946","9.802838","5.062595","8.591187","3.637586","5.308268","6.762730","4.143135","4.624973"
"TCGA-XR-A8TF-01","7.6386798","3.4011974","3.3322045","6.8916259","2.0794415","6.9206715","2.8332133","9.2162230","6.3750248","0.6931472","4.3820266","7.1057861","2.3025851","4.3438054","5.5834963","4.2904594","3.3672958","6.4754327","2.6390573","2.0794415","4.1588831","2.1972246","5.1817836","8.0264969","2.5649494","9.3638337","1.3862944","5.6524892","6.2126061","5.8081425","0.6931472"
"TCGA-DD-AAD1-01","5.552960","5.476464","5.736572","8.805825","4.875197","6.440947","6.070738","6.028279","4.844187","4.770685","2.708050","7.982758","4.343805","6.548219","7.860956","7.642524","3.688879","6.190315","5.676754","5.598422","4.615121","3.988984","6.061457","8.114325","2.708050","7.218910","4.955827","5.981414","5.976351","4.955827","5.187386"
"TCGA-DD-AACT-01","5.973810","3.610918","2.639057","6.884487","3.465736","6.701960","9.797960","5.598422","4.127134","4.077537","2.302585","6.507278","5.690359","4.905275","4.779123","5.214936","1.791759","5.411646","4.060443","2.708050","5.446737","2.995732","5.891644","8.591930","4.653960","7.578657","2.484907","9.709963","3.526361","5.135798","6.598509"
"TCGA-DD-A39X-01","3.8712010","4.9416424","4.6913479","7.5714736","4.2766661","7.7873820","9.2049257","6.7440592","6.3733198","4.5538769","0.6931472","6.9077553","4.2904594","5.0998664","5.8998974","5.2257467","3.9512437","7.6477860","3.9702919","3.7612001","7.9529668","2.7725887","5.5373343","7.8624972","2.5649494","8.5636950","2.9957323","9.9390960","5.4680601","5.1704840","6.9117473"
"TCGA-DD-AACO-01","3.6635616","6.4150970","3.6375862","7.3870902","3.8501476","6.1224928","6.0234476","7.9578774","4.7004804","2.0794415","2.0794415","6.4052285","2.8332133","6.8895913","4.2195077","5.4205350","0.6931472","5.7714411","4.2341065","3.2188758","4.4308168","1.6094379","5.0814044","6.4661447","1.0986123","8.9418071","0.0000000","8.3979591","5.3471075","4.2341065","6.6605751"
"TCGA-DD-AADS-01","5.3706380","6.4409465","0.6931472","5.6559918","4.1271344","3.9702919","7.4247618","7.1308988","5.9558374","2.9444390","5.2470241","5.4205350","2.1972246","6.9650803","3.6888795","3.9702919","2.7080502","2.5649494","4.0943446","2.1972246","4.4188406","0.6931472","4.8040210","7.9617188","1.9459101","5.8200829","0.0000000","4.6151205","5.2933048","5.7776523","1.0986123"
"TCGA-DD-AADA-01"," 4.290459","11.744299"," 2.708050"," 7.836370"," 4.564348"," 5.288267"," 9.456653"," 6.775366"," 4.219508"," 4.304065"," 1.098612"," 7.712444"," 3.135494"," 5.991465"," 5.231109"," 5.398163"," 2.197225"," 5.891644"," 5.068904"," 3.295837"," 5.826000"," 2.397895"," 6.709304"," 8.237215"," 8.882808"," 7.527256"," 3.367296"," 5.786897"," 4.174387"," 2.944439"," 4.290459"
"TCGA-G3-A5SK-01"," 7.8379489"," 4.0253517"," 3.5835189"," 6.6093492"," 1.9459101"," 5.1239640","10.7318428"," 9.7103275"," 4.3040651"," 3.4657359"," 3.2958369"," 6.9177056"," 5.1761497"," 7.2181768"," 5.9738096"," 5.2203558"," 3.1354942"," 4.8040210"," 5.8081425"," 0.6931472"," 5.0814044"," 0.0000000"," 4.5643482"," 8.3035048"," 4.8202816"," 8.7326271"," 3.2188758","10.8225744"," 5.5012582"," 7.2427979"," 4.8283137"
"TCGA-MR-A520-01","8.1086233","5.2364420","1.7917595","7.0192967","2.5649494","7.4639366","7.2406497","8.4906439","5.6419071","2.4849066","5.3752784","7.0121153","3.9702919","4.7957905","6.9985096","6.1944054","1.6094379","6.3733198","5.8464388","2.7725887","5.9506426","2.5649494","3.9889840","9.6136699","3.7376696","7.7931743","0.6931472","7.5776338","6.4630295","5.9989366","6.7007311"
"TCGA-DD-AAEE-01","6.637258","6.973543","5.926926","7.446001","3.970292","5.087596","5.375278","7.516977","7.502186","3.637586","4.595120","6.894670","3.178054","4.744932","6.154858","4.718499","2.564949","6.777647","1.609438","4.624973","3.218876","2.302585","6.871091","7.957177","1.098612","7.874359","3.663562","7.425358","7.257003","7.068172","2.708050"
"TCGA-DD-AAE3-01","6.137727","4.174387","1.098612","7.306531","3.931826","5.433722","7.300473","8.005367","6.033086","3.688879","0.000000","5.945421","2.484907","4.204693","4.532599","4.852030","2.302585","5.537334","5.468060","2.397895","5.288267","3.637586","4.060443","7.972121","2.079442","8.478036","1.098612","1.609438","5.533389","6.824374","5.075174"
"TCGA-2Y-A9GT-01"," 7.1451961"," 3.6375862"," 0.6931472"," 7.2174434"," 3.0445224"," 5.4722707"," 3.9120230"," 7.1785455"," 4.7706846"," 3.4965076"," 4.6347290"," 7.0466473"," 4.2341065"," 6.2595815"," 5.4638318"," 6.2265367"," 2.8903718"," 4.0073332"," 3.5553481"," 2.7725887"," 4.2341065"," 3.7612001"," 5.3612922"," 7.8890844"," 0.0000000"," 8.9720832"," 2.8903718","10.9888795"," 5.3423343"," 7.6128310"," 6.8079349"
"TCGA-DD-AAD8-01","6.137727","4.804021","1.791759","6.843750","3.135494","6.859615","4.532599","7.283448","5.135798","4.584967","3.737670","7.370231","5.476464","5.117994","4.976734","6.535241","3.091042","7.124478","5.129899","2.772589","5.517453","2.833213","4.382027","7.025538","0.000000","8.583917","3.044522","4.043051","6.023448","7.370231","7.037028"
"TCGA-G3-A7M6-01","6.556778","7.499977","3.663562","9.827038","4.795791","6.246107","8.096817","6.977281","6.782192","5.365976","3.713572","8.486322","6.856462","6.839476","6.418365","8.271548","2.995732","6.866933","9.043577","5.087596","8.630522","5.337538","5.655992","8.159375","2.944439","9.219498","4.262680","8.594525","7.681099","5.777652","5.429346"
"TCGA-G3-A3CK-01"," 7.792349"," 5.971262"," 4.248495"," 7.210080"," 3.401197"," 7.415175"," 3.044522"," 9.178643"," 6.669498"," 4.276666"," 0.000000"," 7.487734"," 4.727388"," 5.877736"," 6.234411"," 5.808142"," 2.995732"," 3.784190"," 7.154615"," 3.465736"," 5.247024"," 3.258097"," 4.700480"," 9.084324"," 0.000000"," 9.722924"," 1.386294","12.087661"," 7.220374"," 7.760893"," 5.049856"
"TCGA-DD-A3A2-01","7.551187","5.793014","2.639057","6.614726","3.044522","5.068904","8.764366","8.043984","3.496508","3.988984","5.942799","6.986566","4.234107","5.583496","5.846439","5.659482","2.397895","3.258097","3.135494","1.945910","4.584967","1.945910","4.248495","9.007490","2.639057","8.540714","2.772589","5.129899","6.173786","8.255309","3.713572"
"TCGA-DD-A1EI-01","6.705639","9.227296","7.716015","9.203718","5.429346","7.533694","8.619930","7.086738","5.111988","5.342334","5.497168","8.232972","6.059123","6.352629","7.466799","6.669498","4.499810","6.361302","6.075346","5.533389","5.521461","3.258097","6.942157","9.008836","1.098612","7.384610","4.543295","5.318120","7.069023","5.497168","5.484797"
"TCGA-2Y-A9GW-01","6.746412","4.382027","6.597146","7.674153","4.442651","5.717028","5.583496","6.030685","6.070738","3.761200","3.951244","6.747587","6.591674","5.056246","7.220374","6.302619","3.258097","4.110874","6.054439","4.219508","6.016157","2.397895","6.318968","7.844241","0.000000","8.091321","3.091042","9.954086","5.337538","5.379897","6.569481"
"TCGA-DD-AACL-01"," 6.093570","10.347885"," 4.189655"," 7.442493"," 2.302585"," 6.546785"," 7.810758"," 6.539586"," 6.762730"," 2.772589"," 3.433987"," 6.120297"," 6.408529"," 5.556828"," 5.472271"," 5.117994"," 2.397895"," 5.273000"," 5.594711"," 2.397895","10.457143"," 4.262680"," 4.158883"," 6.937314","10.528757"," 6.874198"," 4.927254"," 7.356918"," 6.124683"," 5.273000"," 6.126869"
"TCGA-DD-AADC-01","6.146329","3.871201","7.310550","7.906179","3.178054","7.199678","6.293419","3.828641","6.309918","3.178054","3.737670","7.017506","4.983607","5.043425","5.863631","5.351858","5.262690","7.015712","5.641907","5.209486","4.248495","1.386294","3.828641","6.766192","1.791759","6.928538","4.564348","5.267858","5.996452","4.418841","2.944439"
"TCGA-DD-AAW0-01","7.710205","3.806662","3.433987","8.225235","4.521789","7.783641","8.614138","8.731498","5.834811","5.765191","2.197225","7.724888","4.143135","5.117994","7.508239","6.989335","4.369448","6.654153","5.241747","3.931826","6.499787","3.555348","5.303305","8.829665","1.791759","8.524566","4.234107","6.052089","4.532599","5.552960","5.043425"
"TCGA-DD-AAD2-01"," 5.5373343"," 6.4297195"," 6.8287121"," 7.9986714"," 4.8520303"," 6.7580945"," 6.4504704"," 6.1923625"," 5.4510385"," 5.7960578"," 0.6931472"," 6.7900972"," 5.1416636"," 6.4002574"," 6.8308742"," 6.1820849"," 4.3174881"," 5.9532433"," 4.0604430"," 3.8501476"," 5.5759491"," 3.0445224"," 5.8777358"," 7.1292975"," 3.6375862"," 7.1180162"," 3.5553481","11.0944207"," 4.9272537"," 6.5235623"," 6.7990559"
"TCGA-XR-A8TG-01","7.582229","3.218876","5.442418","7.747597","4.406719","7.623642","4.382027","9.416785","5.746203","7.015712","5.765191","7.913887","3.713572","4.897840","6.492240","6.507278","3.970292","6.259581","4.820282","3.784190","6.006353","4.304065","5.849325","7.844633","3.688879","9.300912","3.526361","8.647519","6.463029","7.512618","7.172425"
"TCGA-G3-A25Y-01","7.266827","6.907755","5.003946","9.320091","5.220356","8.197263","6.363028","9.751559","7.346010","5.384495","0.000000","8.149313","5.111988","8.294550","7.900266","6.922644","4.762174","7.929126","6.093570","7.575072","6.165418","5.298317","5.693732","9.648853","1.609438","8.846353","3.850148","6.602588","6.645091","3.931826","6.184149"
"TCGA-DD-A4NR-01"," 5.587249","12.734743"," 4.919981"," 8.092545"," 4.290459"," 6.226537"," 8.323851"," 6.361302"," 5.811141"," 6.003887"," 2.484907"," 7.379008"," 7.488294"," 6.852243"," 5.624018"," 5.697093"," 5.575949"," 4.465908"," 1.945910"," 4.465908"," 8.839711"," 5.509388"," 5.768321"," 7.182352"," 0.000000"," 7.237778"," 2.564949","10.100698"," 6.821107"," 5.918894"," 6.863803"
"TCGA-EP-A2KC-01","7.171657","5.283204","1.098612","7.360104","4.317488","5.187386","8.711937","5.817111","6.390241","4.043051","4.158883","7.262629","6.109248","7.342779","6.981935","5.820083","2.484907","6.786717","6.902743","3.496508","5.204007","1.098612","4.927254","8.065894","3.828641","8.889584","3.218876","8.086103","6.167516","6.699500","3.135494"
"TCGA-K7-A6G5-01","5.8664681","4.2195077","0.6931472","6.9735430","3.7612001","7.5873105","4.5747110","6.9631900","5.2522734","4.9344739","3.3322045","6.5482191","5.4595855","7.9915923","5.8051350","5.7960578","2.3978953","5.9738096","5.2257467","3.7841896","5.9427994","3.4965076","4.4543473","7.8655718","3.6635616","7.9420068","1.7917595","9.9039375","3.3672958","6.7889717","4.7095302"
"TCGA-G3-A7M5-01","7.325149","4.406719","2.302585","6.642487","3.044522","4.382027","5.976351","9.106090","7.009409","2.079442","2.397895","6.630683","2.197225","4.394449","5.252273","4.912655","1.098612","6.837333","6.150603","1.945910","5.700444","2.197225","4.110874","8.043984","0.000000","7.891331","2.302585","2.833213","6.006353","6.542472","5.910797"
"TCGA-MI-A75C-01","5.971262","5.342334","3.555348","6.220590","2.995732","4.077537","1.791759","5.620401","5.961005","3.891820","3.761200","6.992096","7.207119","6.331502","8.229511","5.303305","1.098612","3.091042","4.127134","4.007333","9.501068","1.386294","3.828641","7.339538","1.791759","7.711549","0.000000","8.925986","2.564949","5.159055","5.068904"
"TCGA-DD-A73A-01","6.569481","5.852202","2.302585","7.385851","4.304065","4.867534","2.397895","6.938284","4.955827","3.526361","5.361292","7.989560","4.077537","4.543295","5.036953","6.539586","3.044522","5.135798","5.438079","2.995732","4.941642","1.609438","4.343805","8.464636","2.397895","8.238537","1.945910","6.293419","5.880533","6.318968","6.561031"
"TCGA-DD-AADD-01"," 6.3279368","10.4603854"," 0.6931472"," 6.1569790"," 2.4849066"," 4.6249728"," 2.9444390"," 5.7268477"," 6.0234476"," 1.6094379"," 3.6635616"," 7.6162836"," 4.6634391"," 4.1743873"," 5.6383547"," 4.2046926"," 2.0794415"," 5.1704840"," 0.0000000"," 4.0430513"," 4.0073332"," 1.6094379"," 3.4011974"," 7.0139155"," 4.9972123"," 9.0094474"," 1.6094379"," 4.3174881"," 6.6437897"," 5.8692969"," 1.0986123"
"TCGA-2Y-A9H6-01"," 4.653960"," 5.963579"," 4.025352"," 8.299037"," 4.663439"," 7.584265"," 6.336826"," 8.229511"," 5.620401"," 4.094345"," 5.356586"," 6.943122"," 4.727388"," 5.958425"," 6.335054"," 5.613128"," 3.401197"," 4.477337"," 5.991465"," 4.912655"," 6.419995"," 3.367296"," 5.505332"," 8.062118"," 6.280396"," 8.050703"," 3.891820","10.989133"," 4.304065"," 6.006353"," 4.997212"
"TCGA-G3-A3CI-01","7.9707404","4.8520303","1.0986123","7.2612251","2.6390573","7.6197242","7.0148144","8.3891325","5.7525726","3.3322045","5.3230100","7.0578979","5.1647860","5.1239640","7.1090621","6.2595815","2.9444390","5.9610053","4.5747110","3.2188758","6.7753661","3.9512437","5.0238805","8.9185164","0.6931472","7.9658927","2.1972246","8.6235332","6.2841342","6.9402225","7.0414117"
"TCGA-DD-AACZ-01"," 5.1239640","12.6644717"," 7.2577077"," 9.5744973"," 3.2580965"," 8.3995351"," 8.5328697"," 3.9889840"," 6.3681872"," 3.2958369"," 2.0794415"," 7.7397945"," 8.3811443"," 5.7333413"," 4.5538769"," 5.3327188"," 4.4067192"," 4.2046926"," 0.6931472"," 4.4308168"," 6.8803841"," 2.7725887"," 5.4847969"," 6.3080984"," 1.0986123"," 7.4330753"," 5.6454469"," 5.3033049"," 6.7080841"," 3.0910425"," 2.4849066"
"TCGA-DD-AAE4-01","6.042633","5.117994","1.945910","6.944087","3.761200","6.037871","7.171657","8.854665","5.564520","3.496508","4.634729","6.159095","2.995732","5.488938","3.806662","5.755742","2.484907","5.003946","5.192957","3.583519","4.584967","2.639057","4.615121","5.891644","1.609438","8.271037","1.386294","8.815964","5.905362","6.821107","5.673323"
"TCGA-DD-A4ND-01"," 6.711740","12.363375"," 4.955827"," 9.565985"," 5.117994"," 6.867974"," 6.948897"," 8.366370"," 4.941642"," 5.501258"," 5.170484"," 8.163656"," 5.318120"," 6.190315"," 6.775366"," 6.658011"," 4.276666"," 5.720312"," 6.813445"," 5.497168"," 6.381816"," 4.234107"," 6.222576"," 8.025516"," 2.944439"," 7.335634"," 4.709530"," 9.378056"," 6.655440"," 7.406103"," 6.378426"
"TCGA-FV-A2QQ-01","6.003887","5.398163","5.087596","7.500529","4.369448","7.569412","4.605170","7.805067","6.124683","3.688879","1.791759","6.549651","3.135494","5.937536","5.886104","6.419995","3.828641","6.851185","3.970292","3.688879","6.086775","2.772589","4.605170","7.507690","1.098612","8.867991","2.944439","4.976734","6.854355","7.374002","6.052089"
"TCGA-2Y-A9GX-01","7.281386","5.379897","5.075174","8.695339","5.493061","7.785721","8.795431","8.222016","5.568345","6.452049","5.351858","7.443664","4.744932","5.828946","8.136811","7.109879","3.555348","6.442540","5.789960","4.605170","6.981006","4.465908","6.156979","8.492080","3.583519","8.764678","4.595120","8.325791","5.921578","7.640604","7.439559"
"TCGA-DD-A73F-01","6.551080","8.857657","7.813996","7.680176","3.295837","7.236339","2.397895","7.331715","6.095825","3.988984","3.496508","7.382746","2.639057","5.605802","7.017506","4.976734","2.995732","5.880533","6.580639","3.806662","5.384495","3.637586","5.513429","7.846199","0.000000","7.401842","2.484907","9.512886","6.864848","7.533159","5.442418"
"TCGA-BC-A10Z-01","8.093768","4.553877","3.178054","7.259820","2.484907","7.419980","5.036953","9.225229","6.652863","4.110874","2.833213","8.396381","2.564949","2.890372","4.762174","5.736572","3.663562","6.175867","7.668561","3.401197","4.663439","3.091042","4.663439","8.039157","0.000000","8.859363","4.174387","2.197225","6.840547","8.595450","3.091042"
"TCGA-DD-AADR-01","6.9236286","5.9053618","7.7915228","7.9679732","1.9459101","7.3172124","4.7957905","7.6838640","7.5202346","0.6931472","3.7376696","7.2203738","4.1896547","4.9628446","5.7203118","5.8021184","1.7917595","6.1779441","6.0958246","2.4849066","3.4339872","1.6094379","5.2678582","7.5868035","0.6931472","7.7723316","2.0794415","5.7868974","6.2989492","6.4313311","3.0910425"
"TCGA-DD-A4NL-01"," 7.215975"," 4.584967"," 7.419980"," 7.473069"," 3.784190"," 6.790097"," 9.235911"," 7.067320"," 5.476464"," 3.951244"," 4.897840"," 7.024649"," 4.897840"," 4.584967"," 5.590987"," 6.289716"," 2.484907"," 6.583409"," 5.318120"," 3.951244"," 4.976734"," 2.079442"," 5.117994"," 8.384576"," 2.484907"," 8.229511"," 3.332205","11.252560"," 3.332205"," 7.239933"," 6.661855"
"TCGA-FV-A2QR-01","7.855545","5.062595","4.110874","7.731492","4.060443","5.697093","4.290459","5.533389","6.061457","4.595120","0.000000","7.719574","3.784190","4.094345","7.138073","6.735780","2.995732","7.013016","6.629363","4.553877","4.962845","1.098612","4.418841","9.009570","0.000000","7.399398","2.564949","6.311735","4.605170","7.580189","6.369901"
"TCGA-DD-AACK-01"," 8.513185"," 6.013715"," 5.662960"," 8.625689"," 4.510860"," 8.511577"," 3.135494"," 7.623153"," 7.862112"," 3.737670"," 6.455199"," 8.847216"," 8.023552"," 5.942799"," 5.940171"," 7.013016"," 3.367296"," 7.685244"," 7.705713"," 5.075174"," 5.921578"," 1.791759"," 4.882802","10.204888"," 0.000000"," 9.161780"," 1.609438"," 7.055313"," 7.296413"," 8.352319"," 8.219057"
"TCGA-DD-AADY-01","4.828314","1.098612","1.945910","7.231287","2.890372","7.835184","1.386294","8.227910","4.990433","3.496508","0.000000","7.387709","2.197225","4.442651","6.265301","6.879356","1.791759","6.079933","1.945910","2.708050","2.484907","1.945910","3.401197","9.201602","2.484907","9.303557","1.945910","1.791759","2.890372","2.197225","3.218876"
"TCGA-G3-A25V-01"," 6.949856"," 5.220356"," 4.605170"," 7.724888"," 4.762174"," 6.165418"," 8.963288"," 7.456455"," 5.863631"," 4.700480"," 5.690359"," 7.211557"," 6.580639"," 6.148468"," 6.881411"," 6.872128"," 3.091042"," 6.011267"," 5.789960"," 4.532599"," 6.678342"," 3.401197"," 5.517453"," 8.356085"," 4.343805"," 8.177797"," 3.496508","11.542921"," 5.676754"," 7.079184"," 6.878326"
"TCGA-2Y-A9H9-01"," 7.742402"," 5.411646"," 2.564949"," 7.960324"," 4.234107"," 5.278115"," 5.384495","10.209206"," 6.602588"," 6.436150"," 5.717028"," 7.258412"," 4.356709"," 5.958425"," 5.375278"," 5.863631"," 2.772589"," 5.111988"," 2.995732"," 3.970292"," 5.147494"," 2.639057"," 4.672829"," 7.202661"," 0.000000"," 9.031333"," 2.708050"," 8.936956"," 6.354370"," 6.892642"," 3.295837"
"TCGA-RC-A7S9-01"," 6.5792512"," 7.8131873"," 3.6109179"," 8.0712185"," 3.6635616"," 8.2103963"," 4.8040210"," 9.1691016"," 5.6937321"," 2.5649494"," 3.4011974"," 7.9039656"," 5.9322452"," 6.1333980"," 5.1059455"," 5.1817836"," 2.3025851"," 7.0475172"," 6.6293633"," 2.3025851"," 4.5432948"," 0.6931472"," 7.1561766"," 7.9854844","12.9148766"," 8.5792286"," 1.0986123","10.8458748"," 3.3322045"," 2.1972246"," 5.0172798"
"TCGA-UB-AA0V-01","7.012115","5.030438","4.025352","7.763871","3.737670","7.248504","5.123964","7.224025","4.983607","6.102559","5.552960","7.388328","4.025352","5.176150","5.926926","6.163315","2.639057","5.910797","6.272877","5.697093","4.543295","2.484907","5.342334","9.781263","2.890372","7.831220","4.174387","3.637586","5.789960","7.475906","5.981414"
"TCGA-2Y-A9H5-01"," 5.613128","10.769621"," 3.688879"," 8.097122"," 4.736198"," 7.502186"," 4.330733"," 6.552508"," 5.236442"," 5.627621"," 3.044522"," 7.554335"," 4.189655"," 4.983607"," 6.839476"," 6.023448"," 3.091042"," 6.054439"," 5.135798"," 5.389072"," 4.521789"," 2.079442"," 7.104144"," 8.329899"," 9.543665"," 7.779885"," 3.713572"," 4.852030"," 4.919981"," 4.094345"," 4.663439"
"TCGA-DD-AADB-01"," 6.444131","11.573268"," 4.753590"," 7.218177"," 3.465736"," 7.629490"," 4.770685"," 7.218910"," 7.147559"," 4.248495"," 5.564520"," 7.377134"," 6.822197"," 6.853299"," 4.094345"," 6.510258"," 3.688879"," 6.563856"," 6.766192"," 3.871201"," 5.666427"," 3.663562"," 4.553877"," 7.502738"," 0.000000"," 8.199739"," 2.564949"," 4.442651"," 7.275865"," 5.365976"," 3.828641"
"TCGA-DD-A73B-01","7.9868449","5.2257467","7.0774981","8.8373909","3.0910425","7.2841348","2.8903718","8.5324758","6.6052979","2.0794415","0.0000000","6.9865665","3.4339872","2.8332133","7.0527210","6.0063532","0.6931472","6.3818160","7.1600692","4.0604430","4.2195077","2.1972246","6.9546389","8.3086919","0.0000000","7.2758646","0.0000000","8.8408696","6.5722825","6.6515719","6.7499312"
"TCGA-RC-A7SF-01","6.519147","5.986452","4.682131","6.669498","2.995732","4.007333","2.833213","7.167809","5.793014","3.332205","3.713572","6.778785","6.161207","4.543295","5.463832","5.736572","2.197225","6.214608","2.302585","2.833213","4.955827","2.197225","6.095825","8.128880","1.386294","7.132498","1.386294","3.218876","5.726848","5.541264","6.150603"
"TCGA-DD-AACW-01"," 6.364751","11.995111"," 5.361292"," 6.343880"," 3.583519"," 7.075809"," 5.153292"," 6.721426"," 5.602119"," 2.079442"," 4.615121"," 7.053586"," 4.820282"," 5.739793"," 2.564949"," 5.017280"," 2.772589"," 6.475433"," 4.418841"," 1.945910"," 4.060443"," 2.302585"," 3.970292"," 8.122074","11.822988"," 8.286017"," 2.397895"," 5.375278"," 6.426488"," 2.708050"," 4.553877"
"TCGA-DD-AACB-01","4.8362819","9.2338616","5.7620514","6.5666724","2.3978953","5.0106353","4.0604430","4.6347290","4.3040651","2.8903718","0.6931472","6.2595815","3.7135721","5.4595855","4.5849675","2.9444390","2.3978953","3.2188758","5.8636312","6.5944135","5.9914645","1.7917595","4.2766661","5.2417470","8.7298823","7.8256447","2.8332133","7.4295208","6.1654179","4.6347290","1.6094379"
"TCGA-DD-AAE2-01","7.504942","6.463029","7.336937","8.192847","4.574711","5.869297","4.736198","7.790696","5.730100","4.779123","5.978886","8.021585","5.129899","6.751101","6.383507","7.470794","3.218876","6.887553","6.472346","3.871201","5.342334","3.178054","5.590987","9.429958","4.983607","7.936660","2.302585","6.646391","6.801283","8.179480","7.411556"
"TCGA-DD-AAW3-01","7.734559","5.683580","0.000000","6.679599","3.433987","4.691348","1.609438","6.501290","3.401197","2.484907","5.056246","6.956545","2.708050","4.820282","5.652489","4.219508","1.609438","6.059123","5.010635","2.397895","4.919981","1.609438","3.737670","7.667626","4.369448","7.985144","1.609438","0.000000","6.366470","5.283204","2.302585"
"TCGA-DD-AA3A-01","3.6888795","1.7917595","4.3040651","9.9357127","2.3978953","7.8954360","4.9416424","8.6657856","5.8435444","4.2046926","5.6021188","7.7972913","4.8121844","2.9957323","7.5827385","6.1737861","4.9199809","5.5568281","4.9904326","6.1696107","4.2766661","5.2417470","3.2958369","7.7002952","0.6931472","7.9536698","4.2766661","4.6249728","6.6846117","4.7621739","5.3082677"
"TCGA-DD-A73G-01"," 3.8918203","12.7822730"," 3.6375862"," 7.1884127"," 2.7080502"," 4.7535902"," 6.2728770"," 7.6568101"," 5.5093883"," 3.5553481"," 3.4339872"," 6.0402547"," 2.4849066"," 4.1588831"," 3.0445224"," 3.4965076"," 0.6931472"," 5.8607862"," 1.9459101"," 4.1431347"," 5.8607862"," 1.9459101"," 2.8332133"," 6.1180972"," 1.6094379"," 6.6463905"," 1.0986123","10.5503290"," 4.2195077"," 3.7841896"," 2.9444390"
"TCGA-KR-A7K0-01"," 7.422971"," 5.910797"," 7.616776"," 7.226936"," 3.988984"," 5.332719"," 7.447168"," 7.584265"," 5.318120"," 3.850148"," 3.912023"," 6.744059"," 5.723585"," 6.182085"," 6.565265"," 5.564520"," 2.484907"," 5.533389"," 5.398163"," 7.823246"," 4.897840"," 2.484907"," 5.010635"," 8.486528"," 1.791759"," 9.024854"," 2.772589","10.535105"," 5.370638"," 7.375882"," 4.204693"
"TCGA-DD-A11A-01","7.434848","5.081404","4.158883","7.607381","2.890372","7.344073","3.555348","9.307467","6.390241","4.442651","4.663439","8.286269","5.726848","4.290459","6.545350","6.066108","2.484907","6.732211","1.386294","3.091042","5.908083","2.302585","6.782192","8.340456","0.000000","9.266343","1.945910","3.044522","7.029088","7.802618","2.397895"
"TCGA-DD-AACF-01","5.5373343","2.7725887","4.1431347","6.9697907","3.2580965","4.8040210","7.9247959","8.9142228","4.9836066","2.5649494","0.6931472","7.1106961","2.0794415","5.5490761","5.1357984","5.7557422","4.4308168","6.5567784","4.9558271","2.0794415","5.8861040","3.5835189","6.3189681","7.5147998","1.3862944","8.1673520","1.0986123","7.5342283","3.3322045","6.2499752","1.9459101"
"TCGA-DD-AADV-01","7.678789","5.398163","6.583409","8.333991","4.043051","5.924256","5.123964","7.957527","6.218600","6.652863","5.472271","7.933438","5.860786","5.814131","6.844815","6.894670","3.044522","7.463937","6.100319","3.806662","4.969813","3.367296","6.495266","7.474205","4.948760","8.641356","5.476464","5.062595","7.242082","5.774552","6.129050"
"TCGA-5C-A9VH-01","5.003946","9.406318","4.110874","8.243283","4.700480","7.452402","3.258097","5.780744","4.744932","6.556778","3.637586","7.022868","4.521789","5.886104","6.849066","5.488938","4.007333","6.077642","4.709530","4.343805","5.153292","1.609438","5.937536","7.527256","7.430114","7.129298","3.688879","6.963190","3.988984","5.252273","6.511745"
"TCGA-DD-AAVZ-01"," 5.805135","10.916397"," 1.609438"," 7.302496"," 3.828641"," 7.343426"," 6.953684"," 9.049115"," 5.697093"," 3.178054"," 3.178054"," 7.188413"," 5.257495"," 5.198497"," 5.726848"," 5.459586"," 3.761200"," 6.190315"," 4.007333"," 5.613128"," 4.905275"," 1.609438"," 4.564348"," 7.784889"," 9.707351"," 8.011355"," 2.995732"," 6.318968"," 5.872118"," 6.695799"," 4.465908"
"TCGA-UB-A7MD-01","7.2806972","5.7365723","4.9126549","7.6525457","3.8918203","5.9053618","5.5872487","7.3045159","5.6937321","3.8501476","2.8903718","6.8189241","6.3099183","7.5331588","6.0730445","5.9080829","4.1896547","6.4199949","5.3798974","5.2933048","6.6567265","3.2188758","4.8598124","7.4627892","0.6931472","8.9131465","2.8332133","9.1978629","6.1903154","7.3658128","6.9555926"
"TCGA-DD-A1EB-01","8.087333","2.639057","1.791759","7.596392","2.890372","5.356586","4.406719","8.293299","4.510860","3.871201","3.610918","7.549083","3.044522","5.117994","5.953243","5.327876","2.397895","6.599870","5.105945","3.295837","4.905275","3.610918","4.465908","8.601718","2.995732","9.129347","1.945910","5.521461","3.784190","6.895683","4.219508"
"TCGA-WJ-A86L-01","8.1077201","6.4035742","3.5553481","7.2534704","2.3025851","7.2730926","2.4849066","6.1612073","7.0237590","2.7080502","0.6931472","7.8196363","6.7569324","3.8066625","6.2915691","6.8966943","3.2580965","6.6871086","4.4308168","4.0253517","5.6383547","1.7917595","5.7037825","8.6815205","0.6931472","8.5771588","2.3025851","6.4313311","6.0161572","8.2287108","3.4011974"
