"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"gene","NFYA","E2F2","BRCA1","ARID1B","TCF3","PTGS2","ACTL6B","SMARCA2","MET","GAB1","ATF2","PLCG1","FOSB","ELK1","SMARCA4","E2F5","MYC","TPMT","ANXA3","TP53","PIK3R1","SHC3","GMPS","SMAD3","CTNNB1","ATF5","FOS","GRB2","IMPDH2","FAF1","ARID2","MZT1","E2F4"
"TCGA-DD-AAE7-01","5.823046","2.564949","4.248495","6.326149","6.329721","2.484907","2.079442","7.371489","7.585789","4.997212","6.444131","6.396930","5.683580","6.393591","7.055313","3.912023","7.351158","7.308543","4.043051","6.603944","8.063693","2.079442","6.406880","6.028279","8.540324","7.628518","6.813445","7.703910","7.092574","6.722630","5.153292","4.875197","6.408529"
"TCGA-GJ-A9DB-01","6.483107","4.919981","5.905362","7.846199","7.254178","3.850148","2.484907","7.807917","9.138307","6.748760","7.438384","7.991254","6.393591","6.927558","8.150756","5.170484","6.267201","7.675082","3.850148","6.536692","9.159468","3.218876","7.452982","7.790282","9.549238","9.654706","7.672292","8.359837","8.012681","7.734121","6.599870","5.375278","7.470794"
"TCGA-DD-A3A3-01","5.451038","4.204693","5.129899","5.918894","6.752270","1.945910","2.197225","5.950643","7.532624","4.521789","6.428105","5.488938","5.739793","6.246107","7.557995","4.934474","7.451822","7.183871","2.995732","5.998937","6.120297","2.833213","6.811244","6.586172","8.142645","6.935370","5.609472","8.032360","8.629629","6.952729","4.736198","5.913503","6.556778"
"TCGA-DD-A1ED-01"," 6.3750248"," 2.5649494"," 5.6167711"," 7.5352967"," 6.6541525"," 5.8021184"," 0.6931472"," 8.6429444"," 8.7879834"," 6.1268692"," 7.6966671"," 7.3696007"," 9.7667510"," 7.1951873"," 7.6068845"," 4.1896547"," 8.0900958"," 8.3760904"," 4.7706846"," 7.2159750"," 8.4978065"," 3.8066625"," 7.2570027"," 8.1440985"," 9.8347804"," 9.9288629","10.4981671"," 8.6515492"," 7.6652847"," 7.5320881"," 6.3733198"," 5.8111410"," 7.1180162"
"TCGA-EP-A2KB-01","7.661056","4.304065","6.075346","7.922261","8.445697","2.890372","2.302585","7.975565","8.191463","6.608001","7.744570","7.143618","8.515792","7.134094","8.764522","5.529429","8.928243","7.516977","1.609438","8.791182","8.677780","3.091042","8.090402","8.296048","9.330077","9.392245","9.370246","9.009570","9.417029","7.526718","6.582025","6.478510","7.512071"
"TCGA-DD-AACN-01"," 7.901748"," 3.295837"," 5.493061"," 8.068716"," 7.666690"," 5.620401"," 0.000000"," 7.664347"," 8.614683"," 5.918894"," 7.556951"," 7.649216"," 6.549651"," 7.221105"," 8.508556"," 5.659482"," 8.542471"," 8.357494"," 4.094345"," 8.096208"," 8.541495"," 3.951244"," 7.973500"," 7.987185"," 9.305741","10.653936"," 8.707483"," 8.613230"," 8.531096"," 7.134891"," 6.973543"," 5.765191"," 7.346655"
"TCGA-DD-A1EF-01"," 7.861727"," 4.844187"," 5.332719"," 8.140898"," 8.081784"," 2.397895"," 1.609438"," 6.826545"," 7.691200"," 6.996681"," 7.559038"," 8.289791"," 2.890372"," 6.811244"," 8.670944"," 5.648974"," 7.099202"," 7.161622"," 1.945910"," 7.909122"," 7.978311"," 2.995732"," 7.660585"," 7.758333"," 9.778321","10.126191"," 4.962845"," 8.571871"," 8.287780"," 7.213032"," 6.898715"," 5.433722"," 7.183871"
"TCGA-DD-A11D-01","5.7170277","3.1354942","4.1743873","6.8416155","6.2614917","1.3862944","0.6931472","7.7142311","8.5133860","5.4806389","6.4645883","6.1202974","5.1239640","6.3368257","7.5913570","3.9512437","5.2832037","7.1936858","2.3978953","5.9107966","8.3094307","1.9459101","6.9574974","6.8865316","8.5771588","9.2467687","7.5427435","7.9021175","7.0326243","7.0103119","5.6559918","4.9199809","6.3647508"
"TCGA-DD-AADJ-01","5.961005","3.218876","4.317488","5.968708","6.833032","1.791759","2.079442","6.920672","7.321850","5.129899","6.411818","6.335054","2.397895","6.648985","7.806289","4.043051","6.939254","7.175490","2.564949","7.205635","7.769379","1.098612","7.397562","6.380123","8.612322","8.811205","5.950643","7.983099","7.925880","6.030685","5.416100","4.624973","6.670766"
"TCGA-DD-AADW-01"," 7.869019"," 5.529429"," 7.062192"," 8.494539"," 8.788288"," 4.007333"," 3.526361"," 8.749257"," 8.772610"," 7.210080"," 8.462526"," 8.850661"," 5.493061"," 7.938446"," 9.489864"," 5.908083"," 7.410347"," 8.370316"," 5.036953"," 7.994970"," 9.660779"," 4.158883"," 8.753371"," 8.473659"," 9.723822","10.853116"," 7.436617"," 9.364605"," 8.689464"," 8.135640"," 7.642524"," 6.850126"," 7.711101"
"TCGA-XR-A8TF-01","6.610696","3.850148","4.882802","7.173192","7.218177","1.609438","3.135494","7.246368","8.576405","6.175867","7.275172","7.468513","6.790097","7.534228","7.732808","5.323010","8.985445","7.731053","3.367296","7.405496","9.309099","2.995732","7.726213","7.676010","9.294038","9.714202","6.666957","8.168203","8.740497","7.192934","6.839476","4.804021","6.673298"
"TCGA-DD-AAD1-01","7.0867379","4.3438054","5.5797298","7.8913308","7.4679423","4.4998097","0.6931472","8.1297644","8.3565548","6.3225652","7.4587627","7.6930257","7.4205789","7.3072023","8.5004539","5.4026774","8.0100275","8.0381892","5.1239640","7.4395593","8.6724861","3.9318256","7.7968803","7.8300281","9.4589957","6.7428806","8.3832046","8.6233534","8.0652652","7.2312870","6.9622435","5.6698809","7.2019163"
"TCGA-DD-AACT-01"," 5.996452"," 3.496508"," 4.356709"," 6.548219"," 6.734592"," 2.944439"," 2.197225"," 6.701960"," 8.207674"," 5.181784"," 6.588926"," 6.184149"," 4.521789"," 6.202536"," 7.444833"," 4.077537"," 6.869014"," 7.268920"," 2.639057"," 6.618739"," 7.053586"," 3.218876"," 6.375025"," 6.380123"," 8.127700","10.863776"," 6.456770"," 7.746301"," 6.944087"," 6.806829"," 5.298317"," 5.159055"," 7.010312"
"TCGA-DD-A39X-01","6.793466","3.828641","5.176150","6.496775","7.313220","4.248495","1.609438","7.102499","8.056110","5.746203","7.020191","6.408529","5.710427","6.436150","7.853216","4.430817","9.117128","8.106816","3.737670","7.432484","7.596392","2.484907","6.993933","7.193686","8.953640","8.099251","8.678972","8.556222","9.605014","7.805475","5.505332","5.030438","7.317876"
"TCGA-DD-AACO-01","5.416100","3.761200","5.365976","6.122493","5.799093","2.564949","1.098612","5.831882","7.743270","5.568345","6.061457","6.270988","5.631212","6.354370","6.366470","2.772589","4.736198","6.759255","0.000000","6.794587","6.843750","2.302585","6.198479","6.192362","8.471359","9.031572","4.574711","7.153052","7.944847","7.183112","5.746203","4.852030","5.988961"
"TCGA-DD-AADS-01","5.303305","3.295837","3.850148","5.631212","5.513429","1.386294","0.000000","6.218600","7.611842","5.370638","5.634790","6.587550","7.842279","6.045005","6.774224","2.708050","5.620401","6.951772","1.386294","6.248043","6.575076","2.564949","5.438079","5.963579","7.506592","7.632401","7.392032","7.207860","8.409831","7.000334","5.308268","4.330733","6.293419"
"TCGA-DD-AADA-01"," 7.365180"," 3.044522"," 4.234107"," 6.848005"," 7.227662"," 3.218876"," 2.397895"," 7.859799"," 9.105424"," 6.098074"," 7.254178"," 6.834109"," 4.234107"," 7.169350"," 7.949091"," 4.394449"," 5.846439"," 8.440096"," 3.761200"," 7.173958"," 7.809541"," 3.295837"," 7.277248"," 7.109879"," 8.555452","10.391669"," 7.061334"," 8.140898"," 8.014666"," 7.057037"," 6.411818"," 5.631212"," 7.104144"
"TCGA-G3-A5SK-01"," 5.837730"," 2.079442"," 5.545177"," 6.694562"," 5.799093"," 3.526361"," 1.609438"," 7.469654"," 8.304495"," 5.252273"," 6.932448"," 5.996452"," 5.645447"," 6.442540"," 6.816736"," 4.465908"," 6.342121"," 7.962416"," 2.890372"," 5.652489"," 8.706821"," 1.945910"," 6.801283"," 6.755769"," 8.685754","10.026678"," 7.469084"," 7.837949"," 6.733402"," 7.020191"," 5.501258"," 5.799093"," 6.338594"
"TCGA-MR-A520-01","6.0282785","2.8332133","5.0814044","7.0690234","6.2402758","2.3978953","0.6931472","8.0627479","8.6806717","5.8289456","7.1959372","6.6093492","4.0430513","7.1388670","7.3401868","4.2484952","5.7620514","7.7655691","3.6375862","6.7475865","8.8369552","3.1780538","6.9037473","6.5352413","8.9243901","9.7267504","5.0814044","8.2493137","7.4639366","7.0817086","5.8805330","5.0369526","6.6398758"
"TCGA-DD-AAEE-01","6.758095","4.574711","6.541030","6.899723","7.983440","2.484907","1.791759","7.443664","9.169414","6.626718","7.190676","7.767264","4.127134","7.133296","8.183118","5.438079","7.586804","7.695758","3.951244","6.100319","8.106213","4.553877","7.661527","8.381373","9.661225","8.117312","4.812184","9.235326","8.358901","7.861342","6.442540","6.493754","7.234177"
"TCGA-DD-AAE3-01","5.7004436","0.6931472","3.5263605","5.6970935","6.2709884","2.4849066","1.0986123","6.5581978","7.7828073","5.1704840","6.2126061","6.7007311","7.2026612","5.5834963","6.7945866","4.0073332","7.0308575","7.5049421","2.3978953","6.3630281","8.1738575","2.0794415","6.4035742","6.4441313","8.7217654","6.6682282","8.9211906","7.7079615","8.0202705","7.1074255","4.7791235","5.6835798","6.5352413"
"TCGA-2Y-A9GT-01","6.023448","4.343805","5.446737","7.207860","6.690842","2.944439","2.302585","7.969358","8.071843","6.035481","7.044905","7.248504","3.891820","6.969791","7.725771","4.543295","5.214936","7.805882","3.526361","6.428105","8.738255","2.397895","6.953684","7.318540","8.872347","9.665991","6.473891","8.125927","7.389564","6.917706","6.070738","5.332719","7.104144"
"TCGA-DD-AAD8-01"," 6.269096"," 5.075174"," 5.948035"," 6.815640"," 6.784457"," 2.944439"," 3.401197"," 7.712444"," 8.728588"," 6.066108"," 7.688455"," 6.464588"," 5.590987"," 6.779922"," 7.274480"," 3.737670"," 5.814131"," 7.673688"," 3.178054"," 5.361292"," 7.912789"," 2.397895"," 6.844815"," 7.382746"," 8.597851","10.593354"," 7.765145"," 8.084871"," 7.601402"," 7.504942"," 6.137727"," 5.899897"," 7.047517"
"TCGA-G3-A7M6-01","7.877776","5.616771","6.968850","8.188133","8.328209","3.806662","1.098612","8.005701","8.731175","7.086738","7.865572","8.585226","6.645091","7.791523","8.981430","6.980076","7.922986","7.587311","8.066208","7.990915","8.230311","2.944439","7.818430","8.912877","9.426661","8.557567","8.648397","9.270683","8.710125","7.975908","7.400621","7.142827","8.406262"
"TCGA-G3-A3CK-01"," 6.5778614"," 4.0430513"," 6.1590954"," 7.7672640"," 7.2570027"," 2.9957323"," 0.6931472"," 8.7035068"," 9.1319463"," 6.0958246"," 8.1545002"," 7.5611216"," 7.0192967"," 7.6750819"," 8.2508811"," 5.1179938"," 8.2076744"," 8.7646781"," 4.2904594"," 7.5590383"," 9.0529846"," 3.3672958"," 7.6430036"," 8.3270007","10.1131811"," 8.7046681"," 7.2577077"," 9.2334708"," 8.3506662"," 7.9824163"," 6.8101425"," 6.2709884"," 7.6231531"
"TCGA-DD-A3A2-01","6.068426","1.098612","4.955827","6.938284","6.129050","2.772589","1.609438","8.122668","8.876684","5.905362","7.030857","7.237059","5.799093","7.077498","7.391415","4.110874","6.513230","7.518607","2.890372","6.800170","8.277158","3.465736","6.993015","6.552508","8.776013","9.845276","8.796036","8.321908","7.832411","7.254178","5.916202","5.267858","6.461468"
"TCGA-DD-A1EI-01"," 7.353082"," 5.225747"," 6.801283"," 7.877776"," 7.511525"," 4.406719"," 4.127134"," 8.285261"," 9.216024"," 6.659294"," 7.905442"," 8.332549"," 5.752573"," 7.718685"," 9.025816"," 7.120444"," 8.379769"," 8.125631"," 4.836282"," 6.888572"," 8.451053"," 3.931826"," 8.441607"," 8.397508","10.111599","10.639000"," 8.397959"," 9.324829"," 8.937218"," 7.910224"," 7.071573"," 6.184149"," 7.358831"
"TCGA-2Y-A9GW-01","6.391917","4.605170","5.181784","7.068172","7.163947","3.258097","1.945910","7.632401","7.958577","5.605802","6.953684","6.913737","4.510860","6.608001","8.004700","5.855072","7.444249","7.160846","2.995732","7.618742","8.157657","2.639057","7.090910","7.210818","8.684063","9.503681","7.243513","8.327968","7.930206","7.254178","6.200509","6.244167","7.186144"
"TCGA-DD-AACL-01","6.2614917","5.5012582","5.3327188","6.5944135","7.0148144","2.4849066","0.6931472","6.6846117","7.2909748","4.7535902","6.7262334","7.5016345","4.7095302","6.4504704","7.7811385","5.3890717","5.8944028","6.8134446","2.8332133","6.8023948","7.0157124","2.6390573","7.9700493","6.6554404","8.6553887","9.7907107","6.6385678","8.7316592","8.1859075","7.1412451","5.5294291","5.5984220","7.4383835"
"TCGA-DD-AADC-01","6.738152","4.418841","7.443078","7.165493","7.215240","3.465736","1.098612","6.646391","8.265136","5.472271","7.369601","6.891626","5.424950","6.703188","7.427739","5.840642","7.438384","7.052721","3.806662","7.145984","7.224025","3.135494","7.516433","7.807103","8.125631","7.153052","7.477038","8.631771","7.291656","7.581210","6.171701","5.918894","7.369601"
"TCGA-DD-AAW0-01"," 6.677083"," 3.784190"," 5.831882"," 7.263330"," 7.189168"," 4.290459"," 1.098612"," 7.749322"," 8.800415"," 6.102559"," 7.591357"," 7.473069"," 6.089045"," 6.882437"," 8.176954"," 5.209486"," 8.032035"," 8.016978"," 4.094345"," 7.631917"," 9.158942"," 4.382027"," 7.753624"," 7.498870"," 9.348623","10.679941"," 7.319202"," 8.445697"," 7.889084"," 6.955593"," 6.565265"," 6.126869"," 6.779922"
"TCGA-DD-AAD2-01","5.910797","4.369448","5.407172","6.935370","6.813445","4.442651","2.197225","7.335634","7.655391","5.525453","6.732211","6.942157","8.945072","6.749931","7.880804","4.820282","7.567863","7.604894","3.713572","7.184629","7.716461","3.091042","6.940222","7.079184","8.856091","6.638568","8.913281","8.082402","8.051660","6.902743","5.659482","5.416100","6.920672"
"TCGA-XR-A8TG-01"," 6.907755"," 5.318120"," 6.431331"," 7.771067"," 7.251345"," 6.282267"," 2.197225"," 8.603554"," 9.294957"," 7.833204"," 7.819234"," 6.822197"," 9.963171"," 7.560601"," 8.053887"," 4.499810"," 6.481577"," 8.011687"," 4.143135"," 6.297109"," 7.841886"," 2.995732"," 7.832808"," 8.241703"," 9.347752","10.247290","10.207141"," 8.669227"," 7.927685"," 7.914618"," 6.727432"," 6.073045"," 7.421776"
"TCGA-G3-A25Y-01"," 7.572503"," 5.690359"," 6.722630"," 7.903227"," 8.267192"," 4.820282"," 2.944439"," 8.436850"," 8.938794"," 6.366470"," 7.961021"," 8.240121"," 6.126869"," 7.977625"," 9.003316"," 5.634790"," 8.271293"," 8.546752"," 3.761200"," 8.036897"," 8.806873"," 3.828641"," 8.793460"," 8.669914"," 9.804937","10.750985"," 7.994632"," 9.159152"," 9.095939"," 8.296297"," 7.069023"," 6.492240"," 7.807103"
"TCGA-DD-A4NR-01","6.863803","5.587249","6.163315","7.331715","7.681560","4.143135","1.609438","7.710205","7.572503","6.068426","7.236339","7.703910","6.828712","7.072422","8.512583","5.267858","9.117128","7.288244","4.682131","7.799343","7.892078","4.304065","7.576097","7.553811","9.084097","7.568896","8.246172","8.958025","8.634265","7.195187","6.562444","5.831882","7.914618"
"TCGA-EP-A2KC-01","7.201171","4.553877","6.434547","7.953670","7.810758","3.871201","0.000000","8.080237","8.950922","6.401917","7.813187","7.451822","5.866468","7.419381","8.245647","5.942799","8.333511","8.188411","3.891820","7.138867","8.204672","3.526361","7.508787","8.198364","9.401952","9.194617","7.740230","9.106867","8.349957","7.536364","6.536692","6.511745","7.773594"
"TCGA-K7-A6G5-01"," 6.102559"," 4.174387"," 4.919981"," 6.602588"," 6.658011"," 4.158883"," 0.000000"," 7.362011"," 8.225503"," 5.509388"," 7.035269"," 6.553933"," 6.045005"," 7.019297"," 7.980024"," 4.700480"," 7.064759"," 7.916443"," 3.555348"," 7.069874"," 7.843064"," 3.526361"," 7.275865"," 7.021084"," 9.042513","10.281307"," 8.479491"," 8.449128"," 8.104099"," 7.372118"," 5.752573"," 5.905362"," 7.079184"
"TCGA-G3-A7M5-01","6.1003190","2.9957323","4.2341065","6.2265367","6.5638555","0.6931472","1.3862944","7.0396603","8.5803558","5.2040067","6.7428806","7.2283885","5.6347896","6.3935908","7.7262127","4.7706846","8.0618023","7.8987824","2.9444390","6.6133842","9.4227869","2.1972246","6.8090393","6.5971457","8.3605394","9.3575528","7.1608459","8.3433159","8.5872788","7.4360278","5.8692969","5.1984970","6.6437897"
"TCGA-MI-A75C-01"," 6.562444"," 4.753590"," 4.882802"," 6.668228"," 6.774224"," 2.197225"," 2.079442"," 7.118826"," 8.209036"," 4.736198"," 6.570883"," 6.206576"," 4.025352"," 6.913737"," 7.446585"," 5.318120"," 8.478868"," 7.968320"," 2.772589"," 7.906179"," 7.047517"," 5.303305"," 7.313887"," 7.569928"," 8.791334","11.313352"," 7.742402"," 8.182839"," 8.676928"," 7.762171"," 5.926926"," 5.686975"," 7.581210"
"TCGA-DD-A73A-01","6.6745614","4.2766661","5.1590553","6.9920964","6.8480053","2.3025851","0.6931472","7.7693786","8.1223712","5.9026333","7.3356340","6.7068623","6.8875526","7.2534704","7.5642385","5.1929569","6.5610307","8.0258433","3.0910425","6.9847163","8.4167097","2.0794415","6.8167359","7.1996783","9.3426836","9.2523457","8.8347738","8.3911764","7.8292325","7.0290876","6.1984787","5.7137328","6.9930151"
"TCGA-DD-AADD-01","6.8834626","5.6629605","6.8793558","7.6251071","7.6482630","1.7917595","0.6931472","7.5251007","8.6943347","6.3421214","7.6596430","8.4782444","5.7333413","7.2377782","8.3392620","5.5214609","7.8894591","7.4042791","3.2188758","7.0483864","8.2648783","2.8332133","7.7270945","8.5267474","9.3092803","9.4320429","6.4361504","8.7093000","8.4713587","8.0674627","6.7742239","6.0473722","7.7057128"
"TCGA-2Y-A9H6-01"," 6.408529"," 3.637586"," 4.983607"," 7.329750"," 7.175490"," 3.401197"," 3.496508"," 7.676010"," 8.594339"," 6.075346"," 6.637258"," 7.355002"," 6.987490"," 7.215975"," 8.186186"," 4.189655"," 6.502790"," 7.564238"," 3.784190"," 7.763021"," 8.283999"," 5.010635"," 6.961296"," 7.461640"," 9.246286","10.235378"," 7.309881"," 8.468003"," 7.757906"," 6.956545"," 6.315358"," 5.541264"," 7.363914"
"TCGA-G3-A3CI-01","5.973810","5.225747","4.543295","7.122060","6.444131","3.258097","1.609438","7.908387","8.197814","5.655992","6.949856","6.603944","8.392990","6.935370","7.347944","3.806662","6.508769","7.482119","3.931826","6.722630","8.090402","2.397895","6.828712","6.790097","8.608678","8.705331","8.019613","8.084871","7.333676","6.998510","5.659482","5.278115","6.930495"
"TCGA-DD-AACZ-01","7.314553","5.187386","6.163315","7.652546","7.003974","4.962845","1.098612","7.663877","7.987864","6.115892","7.896553","7.556428","5.700444","7.372746","8.392763","6.931472","8.324821","7.286876","1.945910","6.476972","7.920810","1.609438","8.436634","7.850493","9.703511","9.452188","8.256088","9.049115","8.960725","7.675546","6.787845","6.814543","7.631917"
"TCGA-DD-AAE4-01","5.056246","4.369448","5.831882","6.148468","6.102559","2.995732","1.945910","7.122060","8.187299","5.849325","5.840642","6.206576","5.533389","6.287859","6.958448","2.890372","5.267858","7.039660","3.713572","6.687109","7.646831","1.098612","6.612041","6.289716","8.513988","9.611128","7.900266","7.552237","7.976939","7.321189","5.365976","5.680173","6.386879"
"TCGA-DD-A4ND-01"," 6.774224"," 4.779123"," 5.905362"," 7.546446"," 7.299797"," 5.805135"," 2.639057"," 7.810353"," 7.585281"," 6.841615"," 7.720018"," 7.874359"," 8.297793"," 6.891626"," 8.340456"," 4.934474"," 7.497762"," 7.450661"," 5.707110"," 7.404279"," 9.536113"," 4.043051"," 7.644919"," 7.826044"," 9.404673","10.779310"," 8.554682"," 8.243019"," 7.624131"," 7.458763"," 7.266827"," 5.877736"," 7.181592"
"TCGA-FV-A2QQ-01","6.416732","3.433987","4.919981","7.191429","7.131699","2.890372","1.386294","6.896694","8.334231","5.505332","7.398174","7.000334","3.891820","7.184629","8.167068","5.463832","8.431853","8.052615","3.295837","7.680176","7.803027","3.583519","7.518064","7.526179","9.057189","9.368967","7.586296","8.519790","7.977282","7.147559","6.115892","6.001415","7.533159"
"TCGA-2Y-A9GX-01","6.699500","4.343805","5.652489","7.802209","7.363914","4.672829","0.000000","8.503703","8.245647","6.376727","7.571988","7.665753","7.835975","7.447168","8.136226","5.866468","7.824046","7.990915","4.955827","7.311218","8.575273","3.737670","7.494430","7.999343","9.255887","9.768641","7.866339","8.525161","7.995307","7.419980","6.658011","6.011267","7.393878"
"TCGA-DD-A73F-01"," 6.311735"," 5.501258"," 5.978886"," 6.784457"," 7.004882"," 3.258097"," 1.791759"," 8.394800"," 8.330864"," 6.447306"," 7.356918"," 7.638680"," 6.257668"," 7.183112"," 8.162231"," 4.317488"," 5.955837"," 8.087948"," 4.127134"," 6.831954"," 8.670772"," 2.302585"," 7.657755"," 7.379008"," 9.129239","10.855879"," 7.590347"," 8.611958"," 7.697575"," 7.585281"," 6.383507"," 5.043425"," 7.769801"
"TCGA-BC-A10Z-01"," 7.131699"," 5.361292"," 6.613384"," 7.503290"," 7.606387"," 0.000000"," 3.178054"," 8.297544"," 9.980310"," 8.087025"," 8.142645"," 7.002156"," 3.951244"," 7.720018"," 8.267706"," 4.574711"," 4.976734"," 8.199739"," 3.401197"," 6.888572"," 8.241440"," 1.098612"," 8.711937"," 8.315811"," 9.554568","11.464901"," 5.683580"," 9.471473"," 8.014997"," 8.405591"," 7.084226"," 6.647688"," 7.019297"
"TCGA-DD-AADR-01","6.343880","4.418841","5.869297","6.089045","6.632002","1.098612","1.791759","7.388328","8.670258","5.545177","7.174724","6.572283","4.897840","6.806829","7.561122","5.521461","8.404920","7.834788","4.060443","7.035269","8.422003","4.510860","7.415777","6.826545","8.819518","6.418365","5.407172","8.198639","8.010028","7.429521","5.703782","5.525453","6.530878"
"TCGA-DD-A4NL-01","6.028279","2.197225","4.465908","6.983790","6.342121","3.713572","1.609438","7.916078","7.985484","5.796058","6.958448","6.877296","6.959399","6.687109","7.180831","3.737670","7.232010","8.107419","4.158883","6.784457","7.994970","2.564949","6.556778","7.049255","8.555644","9.482579","8.409385","7.875879","6.899723","6.787845","5.726848","4.912655","6.670766"
"TCGA-FV-A2QR-01"," 6.3189681"," 4.2626799"," 5.4467374"," 7.0396603"," 7.3562799"," 1.9459101"," 0.6931472"," 8.4338116"," 7.9391588"," 6.1696107"," 7.5678626"," 7.0246490"," 5.0039463"," 7.6236419"," 8.1472883"," 4.7184989"," 5.3471075"," 8.1408985"," 3.5835189"," 6.7393366"," 8.7638970"," 3.3672958"," 7.0992017"," 7.3045159"," 9.3106381","10.4324085"," 6.9295168"," 9.0777228"," 7.6496926"," 7.6934816"," 6.5161931"," 5.9864520"," 7.5928703"
"TCGA-DD-AACK-01"," 7.207860"," 4.976734"," 6.679599"," 8.219595"," 7.922986"," 3.258097"," 2.564949"," 8.857800"," 8.935245"," 6.967909"," 8.505930"," 8.007367"," 7.739359"," 8.142354"," 9.114380"," 6.008813"," 8.595265"," 8.812695"," 2.995732"," 8.856234"," 9.623244"," 6.478510"," 8.512382"," 8.648748","10.114599","11.082235"," 8.856376"," 9.369223"," 9.006141"," 8.416710"," 7.342779"," 6.821107"," 8.366603"
"TCGA-DD-AADY-01","6.070738","2.944439","5.690359","6.684612","6.396930","2.197225","1.609438","8.203578","8.980801","5.793014","7.469654","6.416732","4.543295","6.463029","7.830426","3.891820","6.011267","7.587311","2.833213","6.214608","8.796944","1.386294","7.769379","7.293018","8.847647","7.565793","6.825460","7.993620","7.179308","6.929517","6.903747","5.176150","6.595781"
"TCGA-G3-A25V-01"," 6.4599045"," 3.4965076"," 4.8978398"," 7.2056352"," 6.8793558"," 4.2046926"," 0.6931472"," 8.1016777"," 8.5085560"," 5.7714411"," 7.1685799"," 7.0237590"," 8.3167891"," 7.2056352"," 8.1791998"," 4.8598124"," 7.8804263"," 8.0130121"," 4.0943446"," 7.1252831"," 8.1353469"," 2.3978953"," 7.0950644"," 7.8026181"," 9.1068670","10.1141941"," 8.7826297"," 8.6358647"," 8.1659321"," 7.4073177"," 6.1398846"," 5.8081425"," 7.2485041"
"TCGA-2Y-A9H9-01","6.184149","4.718499","5.802118","7.125283","7.167038","2.197225","2.564949","8.182000","9.245321","5.726848","7.372118","7.133296","7.064759","7.280697","8.257386","4.941642","6.030685","7.777374","2.772589","6.396930","8.921858","1.791759","7.642044","7.767687","9.217812","9.638740","7.266827","8.778942","7.806696","7.827241","6.075346","5.937536","7.492203"
"TCGA-RC-A7S9-01","6.932448","5.283204","5.780744","6.843750","8.069968","1.386294","2.890372","7.687997","9.284520","6.347389","7.599401","6.395262","3.637586","7.651596","8.419801","4.820282","4.543295","8.215006","1.609438","7.036148","8.239593","4.955827","8.063063","7.306531","8.492286","9.969697","6.639876","8.383205","8.328693","7.745868","6.037871","5.771441","7.447751"
"TCGA-UB-AA0V-01"," 5.9454206"," 2.6390573"," 4.7449321"," 7.1300985"," 6.4118183"," 4.4426513"," 0.6931472"," 7.9512072"," 7.9135210"," 6.1984787"," 6.8906091"," 6.8721281"," 7.8777763"," 6.7031881"," 7.2470806"," 4.0775374"," 7.3369369"," 7.9337969"," 5.7620514"," 6.9137374"," 8.1341743"," 2.9957323"," 6.9057533"," 7.1016760"," 8.7863039","10.0850171"," 8.1155209"," 7.9789964"," 7.4419067"," 6.8669333"," 6.1820849"," 5.3565863"," 6.4567697"
"TCGA-2Y-A9H5-01","7.189168","4.189655","5.521461","7.198931","7.505492","4.499810","2.079442","7.280697","8.534444","6.716595","7.029088","7.295056","5.771441","7.037906","8.475954","4.060443","6.834109","8.138273","5.192957","7.613819","8.382976","4.882802","7.645876","7.959625","9.207637","8.747193","8.098643","8.470102","8.142063","7.021084","6.655440","5.420535","7.092574"
"TCGA-DD-AADB-01"," 7.901377"," 5.105945"," 6.493754"," 7.878534"," 8.013012"," 2.079442"," 0.000000"," 7.834788"," 8.109225"," 6.192362"," 7.922261"," 7.925880"," 4.442651"," 7.619233"," 8.681351"," 6.680855"," 8.607399"," 7.799753"," 1.945910"," 8.023880"," 8.146999"," 2.890372"," 8.249052"," 7.884577"," 9.661543","11.180162"," 6.023448"," 9.255505"," 8.800566"," 7.294377"," 6.777647"," 6.598509"," 7.813187"
"TCGA-DD-A73B-01","7.062192","4.787492","6.850126","7.774856","6.673298","1.386294","1.386294","8.332789","8.134468","6.588926","7.110696","7.544332","3.988984","7.333023","8.287780","4.634729","4.812184","8.197539","2.079442","6.715383","9.084777","3.526361","8.585786","6.634633","9.457825","6.606650","5.375278","8.667164","7.796058","7.406711","6.711740","6.054439","6.716595"
"TCGA-RC-A7SF-01","6.1047932","4.7004804","5.0369526","6.8145429","6.9517722","2.7080502","1.7917595","6.7511015","8.4305454","5.4026774","6.8276292","6.6732980","6.4329401","6.9791453","8.0146664","5.3565863","6.3784262","7.5224002","0.6931472","6.5176713","8.2448594","2.3025851","7.0673198","6.9679092","8.2756311","6.1964441","8.0057007","7.9452011","7.7200179","7.2813857","5.8550719","4.9628446","6.2519039"
"TCGA-DD-AACW-01"," 7.673223"," 3.871201"," 5.852202"," 6.824374"," 7.726654"," 1.098612"," 2.564949"," 7.148346"," 8.373092"," 5.926926"," 7.451822"," 7.676010"," 3.465736"," 7.252054"," 8.254269"," 4.499810"," 8.153062"," 7.549609"," 3.258097"," 8.329417"," 7.825245"," 3.258097"," 8.052615"," 8.103494"," 9.508888","10.255833"," 5.278115"," 8.621553"," 8.479491"," 7.192934"," 6.459904"," 6.173786"," 7.414573"
