"","ENSEMBL","SYMBOL","ENTREZID"
"27695","ENSG00000227659","CLYBL-AS2","100874063"
"27697","ENSG00000227661","MTCO3P18","107075215"
"27700","ENSG00000227667","LOC107985222","107985222"
"27703","ENSG00000227674","LINC00355","144766"
"27704","ENSG00000227676","LINC01068","103724388"
"27709","ENSG00000227682","ATP5F1AP2","504"
"27711","ENSG00000227684","CROCCP4","100421113"
"27712","ENSG00000227685","LINC02088","105371582"
"27714","ENSG00000227688","HNRNPA3P2","170526"
"27715","ENSG00000227689","SRP68P2","252840"
"27716","ENSG00000227692","MED28P3","100131051"
"27717","ENSG00000227693","GSTM3P1","170523"
"27718","ENSG00000227694","RPL23AP74","729617"
"27719","ENSG00000227695","DNMBP-AS1","100188954"
"27726","ENSG00000227707","SDAD1P3","100873858"
"27728","ENSG00000227709","LOC751837","751837"
"27733","ENSG00000227714","MTND6P18","106478951"
"27735","ENSG00000227717","GOLGA6L25","100132202"
"27738","ENSG00000227721","RPSAP64","100873797"
"27744","ENSG00000227729","RD3L","647286"
"27745","ENSG00000227730","MTND6P5","106480427"
"27746","ENSG00000227733","LOC101927468","101927468"
"27748","ENSG00000227735","CYCSP5","360158"
"27749","ENSG00000227736","MTCO3P16","107075155"
"27752","ENSG00000227740","LINC02803","107985228"
"27753","ENSG00000227741","LOC729867","729867"
"27756","ENSG00000227744","LINC01940","401039"
"27760","ENSG00000227751","RCC2-AS1","114515514"
"27765","ENSG00000227759","VTI1BP4","100422540"
"27766","ENSG00000227760","HMGN1P23","100874461"
"27768","ENSG00000227764","NTRAS","105748977"
"27772","ENSG00000227770","RPL7P12","100131085"
"27776","ENSG00000227777","RPL7AP19","100271036"
"27781","ENSG00000227788","MTCO3P43","107075190"
"27782","ENSG00000227789","MTCYBP7","107075257"
"27784","ENSG00000227791","RPS10P9","730187"
"27785","ENSG00000227795","MTND4LP9","107075237"
"27787","ENSG00000227800","IGHD4-17","28494"
"27788","ENSG00000227802","DNAJB3","414061"
"27790","ENSG00000227805","RPL21P90","100271423"
"27791","ENSG00000227806","OR5W1P","81182"
"27792","ENSG00000227809","LOC101927358","101927358"
"27793","ENSG00000227811","INKA2-AS1","100506343"
"27796","ENSG00000227815","LOC100129734","100129734"
"27800","ENSG00000227825","SLC9A7P1","121456"
"27801","ENSG00000227827","PKD1P2","283955"
"27802","ENSG00000227830","TRIM60P3Y","100420364"
"27807","ENSG00000227837","TRIM60P11Y","100420377"
"27810","ENSG00000227841","MTND5P31","100873267"
"27813","ENSG00000227846","UGT1A11P","54574"
"27814","ENSG00000227847","PPIAP93","116435287"
"27816","ENSG00000227850","SEPTIN2P1","100873333"
"27820","ENSG00000227855","DPY19L2P3","442524"
"27821","ENSG00000227857","LOC101929626","101929626"
"27822","ENSG00000227860","MTND5P18","100873271"
"27824","ENSG00000227863","LOC105375387","105375387"
"27826","ENSG00000227867","ELOCP11","100462872"
"27827","ENSG00000227868","TEX46","729059"
"27830","ENSG00000227874","GRAMD4P1","100631252"
"27831","ENSG00000227875","RPL23AP89","106480336"
"27832","ENSG00000227877","MRLN","100507027"
"27833","ENSG00000227878","LOC100420572","100420572"
"27834","ENSG00000227879","PSPC1P1","642395"
"27836","ENSG00000227881","ASS1P5","450"
"27838","ENSG00000227883","ATP6V0E1P4","100874504"
"27839","ENSG00000227885","LOC124901333","124901333"
"27842","ENSG00000227890","PSMA2P3","79055"
"27843","ENSG00000227892","OR5P4P","81185"
"27848","ENSG00000227906","SNAP25-AS1","100131208"
"27850","ENSG00000227908","IL6ST-DT","441072"
"27854","ENSG00000227913","KRT8P44","100129958"
"27856","ENSG00000227915","ELOCP16","100462878"
"27860","ENSG00000227922","SPTLC1P5","100874512"
"27864","ENSG00000227927","MACROD2-IT1","140848"
"27865","ENSG00000227929","SRGAP3-AS3","100288831"
"27871","ENSG00000227937","MTND2P30","100873234"
"27873","ENSG00000227939","RPL3P2","116935"
"27874","ENSG00000227940","LINC01696","105372897"
"27875","ENSG00000227941","UQCRBP2","100130719"
"27876","ENSG00000227942","FRMD8P1","83957"
"27879","ENSG00000227947","LINC01738","107984953"
"27880","ENSG00000227948","LOC100420226","100420226"
"27882","ENSG00000227950","RPL37P9","100270828"
"27885","ENSG00000227954","TARID","100507308"
"27890","ENSG00000227963","RBM15-AS1","440600"
"27891","ENSG00000227964","LINC01429","101927678"
"27892","ENSG00000227965","LOC100131425","100131425"
"27895","ENSG00000227970","NR1H5P","643609"
"27897","ENSG00000227972","THAP12P3","399774"
"27901","ENSG00000227982","RPL7P30","100270908"
"27902","ENSG00000227983","BRK1P2","100874492"
"27908","ENSG00000227995","RAB11AP1","100129731"
"27909","ENSG00000227999","MTND5P1","100873206"
"27910","ENSG00000228000","RPL7AP65","100271543"
"27917","ENSG00000228013","IL6R-AS1","101928101"
"27920","ENSG00000228016","RAPGEF4-AS1","91149"
"27923","ENSG00000228021","LOC283038","283038"
"27924","ENSG00000228022","HCG20","105375013"
"27925","ENSG00000228024","CYP1D1P","100133307"
"27928","ENSG00000228030","RPL21P76","645373"
"27930","ENSG00000228033","LOC105369165","105369165"
"27932","ENSG00000228035","NGF-AS1","112840934"
"27934","ENSG00000228037","LOC100996583","100996583"
"27935","ENSG00000228038","VN1R51P","100312801"
"27941","ENSG00000228044","LOC101927787","101927787"
"27943","ENSG00000228046","MTCO3P40","107075188"
"27945","ENSG00000228049","POLR2J2","246721"
"27948","ENSG00000228053","RPL21P87","100131672"
"27950","ENSG00000228055","FAM245A","728218"
"27952","ENSG00000228057","SEC63P1","100420341"
"27953","ENSG00000228058","LINC01736","101927532"
"27956","ENSG00000228063","LYPLAL1-DT","643723"
"27959","ENSG00000228067","LINC01740","101929565"
"27960","ENSG00000228069","MTCO3P29","107075185"
"27961","ENSG00000228071","RPL7P47","146110"
"27965","ENSG00000228075","BOD1L2","284257"
"27971","ENSG00000228083","IFNA14","3448"
"27976","ENSG00000228092","COX6CP15","106480268"
"27978","ENSG00000228097","MTATP6P11","107075311"
"27980","ENSG00000228100","LINC01820","105374582"
"27981","ENSG00000228105","LINC01757","105376827"
"27984","ENSG00000228109","MELTF-AS1","100507057"
"27985","ENSG00000228110","ST13P19","100131961"
"27994","ENSG00000228123","LOC442427","442427"
"27997","ENSG00000228126","FALEC","100874054"
"27998","ENSG00000228127","LINC01649","101928995"
"27999","ENSG00000228131","IGHD6-6","28488"
"28001","ENSG00000228133","LOC105371485","105371485"
"28003","ENSG00000228135","LINC01494","101928537"
"28006","ENSG00000228139","LINC01402","104797536"
"28008","ENSG00000228141","LOC338963","338963"
"28012","ENSG00000228146","CASP16P","197350"
"28013","ENSG00000228149","RPL3P1","8488"
"28015","ENSG00000228151","LOC101928733","101928733"
"28021","ENSG00000228159","LINC01674","102724188"
"28026","ENSG00000228166","MTND1P11","100873212"
"28028","ENSG00000228168","HNRNPA1P21","344697"
"28038","ENSG00000228182","MTND2P25","100873231"
"28040","ENSG00000228187","LOC100421400","100421400"
"28041","ENSG00000228189","LINC02843","286238"
"28042","ENSG00000228190","RPL23AP16","647201"
"28049","ENSG00000228198","OR2M3","127062"
"28051","ENSG00000228203","GRASLND","386597"
"28053","ENSG00000228205","RPS3P3","440991"
"28056","ENSG00000228208","LINC02869","440714"
"28058","ENSG00000228210","RPL7AP12","128668"
"28060","ENSG00000228212","OFD1P17","23738"
"28061","ENSG00000228213","NLGN1-AS1","100874010"
"28066","ENSG00000228219","NPM1P30","101928904"
"28067","ENSG00000228221","LINC00578","100505566"
"28069","ENSG00000228223","HCG11","493812"
"28070","ENSG00000228224","NACA4P","83955"
"28079","ENSG00000228237","EFCAB14-AS1","100130197"
"28082","ENSG00000228240","TTTY17A","252949"
"28083","ENSG00000228240","TTTY17C","474152"
"28084","ENSG00000228241","MOB1AP1","100873874"
"28090","ENSG00000228253","ATP8","4509"
"28095","ENSG00000228262","LINC01317","104355287"
"28096","ENSG00000228262","LINC01320","104355288"
"28097","ENSG00000228264","PSMD8P1","100422411"
"28098","ENSG00000228271","LINC02048","105374289"
"28103","ENSG00000228278","ORM2","5005"
"28108","ENSG00000228288","PCAT6","100506696"
"28110","ENSG00000228290","TBX18-AS1","102724201"
"28114","ENSG00000228294","BMS1P17","101101776"
"28116","ENSG00000228296","TTTY4C","474150"
"28117","ENSG00000228300","FAM174C","55009"
"28118","ENSG00000228301","RPL7P55","100271147"
"28121","ENSG00000228304","OR4K6P","79314"
"28124","ENSG00000228308","LINC01209","101928684"
"28125","ENSG00000228309","LINC01350","101929093"
"28127","ENSG00000228314","CYP4F29P","54055"
"28128","ENSG00000228315","GUSBP11","91316"
"28129","ENSG00000228316","MTATP6P19","107075275"
"28130","ENSG00000228317","FKTN-AS1","105376199"
"28132","ENSG00000228319","SPATA2P1","100873966"
"28135","ENSG00000228325","IGKV3D-7","28877"
"28138","ENSG00000228329","LINC01890","105374791"
"28140","ENSG00000228331","RPL17P43","729259"
"28141","ENSG00000228334","LOC105375130","105375130"
"28143","ENSG00000228336","OR9H1P","81439"
"28144","ENSG00000228337","PPIAP69","111082982"
"28145","ENSG00000228338","LINC01784","105376745"
"28146","ENSG00000228339","AMD1P1","100133024"
"28147","ENSG00000228340","MIR646HG","284757"
"28148","ENSG00000228340","LOC729296","729296"
"28149","ENSG00000228341","RPL37AP6","100271339"
"28151","ENSG00000228345","LOC392436","392436"
"28154","ENSG00000228349","RPS26P4","692146"
"28155","ENSG00000228350","LINC02585","102724368"
"28161","ENSG00000228358","LINC02263","105377390"
"28164","ENSG00000228363","CHMP3-AS1","105374845"
"28168","ENSG00000228367","LOC100996384","100996384"
"28170","ENSG00000228369","TXNDC12-AS1","104355143"
"28172","ENSG00000228373","LOC112268032","112268032"
"28173","ENSG00000228374","RPL9P13","100270856"
"28174","ENSG00000228375","RPS20P25","100271235"
"28175","ENSG00000228376","GAS2L1P2","340508"
"28178","ENSG00000228382","ITPKB-IT1","100506443"
"28179","ENSG00000228383","FAM197Y7","105379269"
"28186","ENSG00000228397","LINC01635","101928043"
"28188","ENSG00000228399","RPS20P6","100270900"
"28189","ENSG00000228400","CNTNAP5-DT","107985820"
"28190","ENSG00000228401","HSPC324","101928612"
"28194","ENSG00000228408","TAB2","23118"
"28195","ENSG00000228409","CCT6P1","643253"
"28196","ENSG00000228410","ELOCP24","100287692"
"28198","ENSG00000228412","LNC-LBCS","100506885"
"28200","ENSG00000228414","REL-DT","400957"
"28205","ENSG00000228422","LINC00687","728450"
"28208","ENSG00000228427","LOC107985688","107985688"
"28209","ENSG00000228429","LOC100419458","100419458"
"28211","ENSG00000228431","ARL5AP3","106480778"
"28213","ENSG00000228433","OR7E23P","391279"
"28215","ENSG00000228436","LOC105378663","105378663"
"28218","ENSG00000228440","MTND5P6","100873196"
"28223","ENSG00000228451","SDAD1P1","157489"
"28228","ENSG00000228462","RPS19P7","728509"
"28229","ENSG00000228463","RPL23AP21","728481"
"28237","ENSG00000228474","OST4","100128731"
"28242","ENSG00000228481","PRKCE-AS1","105374580"
"28244","ENSG00000228484","LOC101927692","101927692"
"28246","ENSG00000228486","C2orf92","728537"
"28249","ENSG00000228489","RPL21P50","100271167"
"28251","ENSG00000228495","LINC01013","100507254"
"28252","ENSG00000228496","LOC100506405","100506405"
"28254","ENSG00000228501","RPL15P18","728088"
"28257","ENSG00000228504","LINC01760","100996630"
"28263","ENSG00000228513","LOC100419679","100419679"
"28264","ENSG00000228517","CT47A7","653282"
"28269","ENSG00000228523","DNAJB6P4","100130497"
"28271","ENSG00000228526","MIR34AHG","106614088"
"28273","ENSG00000228528","LOC101927383","101927383"
"28281","ENSG00000228543","LOC124905242","124905242"
"28282","ENSG00000228544","CCDC183-AS1","100131193"
"28283","ENSG00000228546","PMS2P12","392713"
"28286","ENSG00000228549","LOC112267871","112267871"
"28291","ENSG00000228557","HSPA8P17","100533658"
"28296","ENSG00000228564","LINC01005","100506050"
"28297","ENSG00000228566","LOC124902439","124902439"
"28298","ENSG00000228567","VN1R4","317703"
"28299","ENSG00000228568","RPS15AP13","100128605"
"28300","ENSG00000228570","NUTM2E","283008"
"28301","ENSG00000228571","HSFY7P","106478935"
"28310","ENSG00000228590","MIR4432HG","106660609"
"28311","ENSG00000228590","LOC124906010","124906010"
"28312","ENSG00000228592","D21S2088E","266917"
"28314","ENSG00000228594","FNDC10","643988"
"28315","ENSG00000228595","PAICSP2","780815"
"28317","ENSG00000228597","MTND4P1","100873211"
"28318","ENSG00000228598","MACC1-AS1","100874041"
"28319","ENSG00000228599","RPL7P52","646912"
"28323","ENSG00000228606","DCAF8-DT","100287049"
"28324","ENSG00000228607","CLDN25","644672"
"28325","ENSG00000228610","PDCL2P1","653707"
"28333","ENSG00000228623","ZNF883","169834"
"28334","ENSG00000228624","HDAC2-AS2","101927768"
"28337","ENSG00000228627","GS1-278J22.2","105375283"
"28339","ENSG00000228630","HOTAIR","100124700"
"28341","ENSG00000228636","LOC124902542","124902542"
"28346","ENSG00000228646","RPL31P13","100270983"
"28348","ENSG00000228649","SNHG26","109729180"
"28350","ENSG00000228653","HNRNPCP7","100127907"
"28352","ENSG00000228656","MYO5BP3","441442"
"28355","ENSG00000228659","LINC01201","104266960"
"28356","ENSG00000228660","VN1R35P","100312789"
"28357","ENSG00000228661","STIM1-AS1","105376527"
"28359","ENSG00000228664","RPL18P2","100129421"
"28361","ENSG00000228666","KRT18P1","3879"
"28363","ENSG00000228668","TRGV5P","6979"
"28366","ENSG00000228672","PROB1","389333"
"28369","ENSG00000228677","TTC3-AS1","100874006"
"28377","ENSG00000228688","COL11A2P1","394214"
"28380","ENSG00000228694","MTND4P18","100873350"
"28381","ENSG00000228695","CES1P1","51716"
"28382","ENSG00000228695","LOC107987423","107987423"
"28383","ENSG00000228696","ARL17A","51326"
"28384","ENSG00000228696","ARL17B","100506084"
"28385","ENSG00000228696","LOC100996709","100996709"
"28386","ENSG00000228697","LOC101928565","101928565"
"28388","ENSG00000228701","TNKS2-DT","100507633"
"28391","ENSG00000228705","LINC00659","100652730"
"28397","ENSG00000228716","DHFR","1719"
"28398","ENSG00000228717","NAB1P1","286456"
"28402","ENSG00000228723","SRGAP3-AS2","101927416"
"28403","ENSG00000228725","MTND2P12","100873344"
"28404","ENSG00000228727","SAPCD1","401251"
"28405","ENSG00000228728","PPIAP91","111082972"
"28406","ENSG00000228729","LOC100418874","100418874"
"28407","ENSG00000228730","LINC02013","105374272"
"28409","ENSG00000228735","LOC124901635","124901635"
"28412","ENSG00000228740","GABRG3-AS1","101928869"
"28413","ENSG00000228741","SPATA13","221178"
"28414","ENSG00000228742","LINC02577","111216280"
"28415","ENSG00000228744","RPS3AP30","100271254"
"28419","ENSG00000228753","EIF4BP2","100129337"
"28420","ENSG00000228754","RPL13AP19","100132924"
"28423","ENSG00000228759","FAF2P1","100128043"
"28424","ENSG00000228763","LIMS1-AS1","106182118"
"28426","ENSG00000228766","RPL7L1P8","402152"
"28427","ENSG00000228767","KRT8P18","442078"
"28429","ENSG00000228769","ABCF2P2","100422059"
"28433","ENSG00000228775","WEE2-AS1","285962"
"28435","ENSG00000228777","LINC02534","105377962"
"28439","ENSG00000228781","RPL21P84","100271187"
"28441","ENSG00000228783","H3P29","115482721"
"28442","ENSG00000228784","LINC00954","400946"
"28443","ENSG00000228786","SEPTIN14P23","107126290"
"28444","ENSG00000228787","NLGN4Y-AS1","100874056"
"28445","ENSG00000228789","HCG22","285834"
"28449","ENSG00000228793","LOC100507336","100507336"
"28450","ENSG00000228794","LINC01128","643837"
"28454","ENSG00000228801","PCMTD1-DT","102724330"
"28456","ENSG00000228803","MTCYBP42","109729153"
"28457","ENSG00000228804","LOC100131635","100131635"
"28460","ENSG00000228808","HMGB3P4","100873890"
"28463","ENSG00000228812","LAMA5-AS1","101928158"
"28465","ENSG00000228815","MARK2P13","100631260"
"28468","ENSG00000228818","PSMD2P1","266783"
"28469","ENSG00000228819","AGKP2","392543"
"28470","ENSG00000228820","RPSAP1","170529"
"28472","ENSG00000228824","MIR4500HG","642345"
"28476","ENSG00000228828","TLK2P2","553121"
"28482","ENSG00000228836","CT45A5","441521"
"28485","ENSG00000228839","PIK3IP1-DT","101929760"
"28486","ENSG00000228842","PCDH9-AS2","100874064"
"28488","ENSG00000228844","RPS11P2","645916"
"28491","ENSG00000228850","CDY12P","386734"
"28492","ENSG00000228851","MTCO3P4","107075216"
"28494","ENSG00000228853","NEGR1-IT1","100852409"
"28496","ENSG00000228856","USP17L30","728419"
"28499","ENSG00000228861","RPL23AP12","391282"
"28502","ENSG00000228868","MYLKP1","9430"
"28503","ENSG00000228869","COX4I1P2","652170"
"28506","ENSG00000228874","RPS24P10","100271097"
"28510","ENSG00000228879","RPL35AP6","100271312"
"28512","ENSG00000228884","RPL23AP26","391490"
"28514","ENSG00000228887","EEF1DP1","126037"
"28515","ENSG00000228888","LINC01428","101929265"
"28516","ENSG00000228889","UBAC2-AS1","100289373"
"28517","ENSG00000228890","TTTY21","252953"
"28519","ENSG00000228898","MTCO1P43","107075173"
"28521","ENSG00000228902","ST6GALNAC2P1","100422716"
"28525","ENSG00000228914","OR1H1P","26742"
"28526","ENSG00000228915","OR7E128P","81175"
"28529","ENSG00000228919","LOC389199","389199"
"28530","ENSG00000228922","LOC650024","650024"
"28533","ENSG00000228927","TSPY3","728137"
"28535","ENSG00000228929","RPS13P2","729236"
"28536","ENSG00000228930","MTCO1P3","100873205"
"28539","ENSG00000228937","MTA3P1","100130766"
"28541","ENSG00000228939","AKT3-IT1","100874263"
"28542","ENSG00000228940","LOC100128362","100128362"
"28548","ENSG00000228949","UGT1A12P","54573"
"28558","ENSG00000228961","LINC01690","102724502"
"28560","ENSG00000228965","RPSAP60","100271149"
"28563","ENSG00000228970","UBTFL6","643615"
"28564","ENSG00000228971","LINC02607","100996635"
"28569","ENSG00000228980","LINC01205","401082"
"28570","ENSG00000228981","RPS2P20","645018"
"28572","ENSG00000228983","SLC47A1P1","107075108"
"28573","ENSG00000228984","LOC100130861","100130861"
"28574","ENSG00000228985","TRDD3","28523"
"28577","ENSG00000228992","RPL5P32","100271207"
"28578","ENSG00000228995","MTND1P9","100873221"
"28579","ENSG00000228997","LOC124902374","124902374"
"28581","ENSG00000228999","LOC124908056","124908056"
"28582","ENSG00000229000","SEPTIN7P8","100418735"
"28583","ENSG00000229001","ACTBP14","389976"
"28585","ENSG00000229005","HNF4A-AS1","101927219"
"28587","ENSG00000229009","TMPRSS11GP","644759"
"28589","ENSG00000229011","LINC01038","102724076"
"28592","ENSG00000229014","RPL30P13","100271305"
"28593","ENSG00000229015","LOC100506790","100506790"
"28600","ENSG00000229022","RPL6P3","391181"
"28603","ENSG00000229027","HSFY1P1","27437"
"28605","ENSG00000229029","CDCA4P1","100420502"
"28607","ENSG00000229031","MTCO1P25","107075167"
"28612","ENSG00000229042","LOC101927159","101927159"
"28613","ENSG00000229043","ZFAND2A-DT","101927021"
"28618","ENSG00000229051","LINC01788","101927244"
"28620","ENSG00000229054","RPS29P14","100129599"
"28621","ENSG00000229056","HECW2-AS1","101927482"
"28624","ENSG00000229063","TRBV23OR9-2","28552"
"28631","ENSG00000229079","LOC100419693","100419693"
"28632","ENSG00000229080","MTCO3P30","107075229"
"28634","ENSG00000229082","OR5AW1P","81076"
"28639","ENSG00000229089","ANKRD20A8P","729171"
"28641","ENSG00000229091","HSPA8P8","100287551"
"28646","ENSG00000229102","PIK3CA-DT","101928739"
"28648","ENSG00000229105","ASTN2-AS1","100128505"
"28651","ENSG00000229108","LINC02587","101927524"
"28653","ENSG00000229110","LOC100421387","100421387"
"28654","ENSG00000229111","MED4-AS1","100873965"
"28658","ENSG00000229117","RPL41","6171"
"28663","ENSG00000229124","VIM-AS1","100507347"
"28667","ENSG00000229132","EIF4A1P10","100421533"
"28668","ENSG00000229133","RPS7P4","149224"
"28670","ENSG00000229140","CCDC26","137196"
"28671","ENSG00000229140","LINC00977","728724"
"28672","ENSG00000229140","LINC00976","106144608"
"28675","ENSG00000229145","ACTBP1","643309"
"28677","ENSG00000229147","SMPD4P2","441654"
"28678","ENSG00000229150","CRYGEP","200575"
"28681","ENSG00000229153","EPHA1-AS1","285965"
"28682","ENSG00000229154","KCNQ5-AS1","100873997"
"28685","ENSG00000229159","TSPY23P","100286964"
"28692","ENSG00000229168","RPL19P20","392451"
"28696","ENSG00000229175","LINC00382","101927195"
"28699","ENSG00000229180","RABGEF1P1","493754"
"28701","ENSG00000229183","PGA4","643847"
"28702","ENSG00000229184","ATP5PDP2","138234"
"28709","ENSG00000229196","LINC03008","100128325"
"28710","ENSG00000229197","RPS15AP28","100132400"
"28714","ENSG00000229205","LINC00200","399706"
"28722","ENSG00000229214","LINC00242","401288"
"28726","ENSG00000229222","KRT18P4","391256"
"28731","ENSG00000229228","LINC00582","100287814"
"28733","ENSG00000229230","MT1P3","140851"
"28734","ENSG00000229231","FEM1AP1","441957"
"28735","ENSG00000229232","KRT18P53","106478925"
"28737","ENSG00000229234","RBMY1KP","100874497"
"28738","ENSG00000229235","RPL37P18","100271342"
"28739","ENSG00000229236","TTTY10","246119"
"28741","ENSG00000229238","PPP1R12BP1","360021"
"28743","ENSG00000229240","LINC00710","254312"
"28746","ENSG00000229243","LINC01981","100996624"
"28749","ENSG00000229248","WBP2P1","147468"
"28751","ENSG00000229250","USP9YP31","106478930"
"28757","ENSG00000229258","LPGAT1-AS1","102723727"
"28759","ENSG00000229261","LOC101928994","101928994"
"28763","ENSG00000229267","SNHG31","101928103"
"28764","ENSG00000229268","PES1P2","347193"
"28769","ENSG00000229274","LINC02829","105375009"
"28773","ENSG00000229280","EEF1DP6","644357"
"28782","ENSG00000229292","RFPL4AL1","729974"
"28785","ENSG00000229298","TUBB8P1","100418937"
"28790","ENSG00000229305","LOC100129776","100129776"
"28792","ENSG00000229307","LINC00459","100874180"
"28795","ENSG00000229310","RPP40P1","100874225"
"28796","ENSG00000229311","LOC101927827","101927827"
"28799","ENSG00000229314","ORM1","5004"
"28800","ENSG00000229315","MCHR2-AS1","728012"
"28802","ENSG00000229320","KRT8P12","90133"
"28804","ENSG00000229322","LOC100420321","100420321"
"28807","ENSG00000229326","RPL17P15","100128117"
"28808","ENSG00000229327","EPC1-AS1","102031319"
"28819","ENSG00000229344","MTCO2P12","107075310"
"28821","ENSG00000229347","LOC392440","392440"
"28822","ENSG00000229348","HYI-AS1","100873923"
"28826","ENSG00000229356","LRRC3-DT","100861510"
"28829","ENSG00000229359","PIN1P1","5301"
"28831","ENSG00000229361","UBTFL7","646759"
"28835","ENSG00000229369","LOC100419923","100419923"
"28837","ENSG00000229372","SZT2-AS1","100873952"
"28838","ENSG00000229373","LINC00452","643365"
"28839","ENSG00000229375","USP24P1","100874248"
"28842","ENSG00000229380","PRKAR1B-AS2","101927000"
"28847","ENSG00000229388","TAF12-DT","105378616"
"28850","ENSG00000229391","HLA-DRB6","3128"
"28853","ENSG00000229398","LOC100419859","100419859"
"28856","ENSG00000229401","MIR5689HG","106660610"
"28859","ENSG00000229404","LINC00858","170425"
"28860","ENSG00000229405","LOC100130731","100130731"
"28861","ENSG00000229406","OFD1P4Y","386688"
"28865","ENSG00000229414","KCNQ1-AS1","338653"
"28866","ENSG00000229415","SFTA3","253970"
"28868","ENSG00000229417","NPM1P25","399804"
"28870","ENSG00000229419","RALGAPA1P1","26134"
"28873","ENSG00000229423","RPL27AP8","100271605"
"28875","ENSG00000229425","LOC101927745","101927745"
"28876","ENSG00000229425","LOC105369302","105369302"
"28877","ENSG00000229427","ANKRD26P4","100873882"
"28879","ENSG00000229433","LINC02069","101928992"
"28887","ENSG00000229444","ST3GAL3-AS1","101929592"
"28889","ENSG00000229452","CPVL-AS1","107986703"
"28890","ENSG00000229453","SPINK8","646424"
"28893","ENSG00000229456","RLIMP1","100533695"
"28903","ENSG00000229474","PATL2","197135"
"28904","ENSG00000229478","ROBO2P1","106480790"
"28912","ENSG00000229494","LOC101927948","101927948"
"28916","ENSG00000229500","RPL17P1","140748"
"28918","ENSG00000229503","RPL21P37","100129141"
"28924","ENSG00000229515","FLT1P1","391533"
"28928","ENSG00000229521","MYCBP2-AS2","100874213"
"28931","ENSG00000229526","KRT16P4","339244"
"28934","ENSG00000229531","RABGAP1L-AS1","101928696"
"28938","ENSG00000229536","LINC02572","105373615"
"28939","ENSG00000229537","LINC01739","105378769"
"28941","ENSG00000229541","GAPDHP26","392374"
"28943","ENSG00000229544","NKX1-2","390010"
"28945","ENSG00000229547","UBE2DNL","100131816"
"28946","ENSG00000229549","TSPY8","728403"
"28949","ENSG00000229553","USP9YP17","106480714"
"28950","ENSG00000229554","RPL21P24","100270880"
"28952","ENSG00000229558","SACS-AS1","100506680"
"28955","ENSG00000229562","ZFYVE9P1","100289259"
"28956","ENSG00000229563","LINC01204","101927528"
"28957","ENSG00000229565","LINC02264","105377391"
"28959","ENSG00000229568","SMC4P1","100421125"
"28961","ENSG00000229570","GAPDHP58","391077"
"28962","ENSG00000229571","PRAMEF25","441873"
"28963","ENSG00000229571","PRAMEF26","645359"
"28964","ENSG00000229572","EIF4BP4","100130064"
"28965","ENSG00000229578","LINC00358","100874143"
"28966","ENSG00000229579","USP17L26","728379"
"28969","ENSG00000229586","TNPO1P3","339257"
"28971","ENSG00000229588","LOC112268276","112268276"
"28972","ENSG00000229589","ACVR2B-AS1","100128640"
"28984","ENSG00000229604","MTATP8P2","106479042"
"28985","ENSG00000229605","RPL21P93","653665"
"28986","ENSG00000229606","LINC01718","100506470"
"28990","ENSG00000229611","LINC02851","105375968"
"28992","ENSG00000229613","LINC01501","340515"
"28995","ENSG00000229619","MBNL1-AS1","401093"
"28996","ENSG00000229621","LINC01822","645949"
"28997","ENSG00000229622","MTND5P2","100873209"
"28998","ENSG00000229623","METTL21AP1","100421629"
"29001","ENSG00000229627","BSNDP4","106481726"
"29004","ENSG00000229630","LINC01264","104266963"
"29005","ENSG00000229635","LOC100421273","100421273"
"29006","ENSG00000229636","KRT8P21","126811"
"29007","ENSG00000229637","PRAC2","360205"
"29008","ENSG00000229638","RPL4P4","647276"
"29009","ENSG00000229639","LINC01758","105378788"
"29010","ENSG00000229641","CYP2C56P","106478959"
"29012","ENSG00000229643","LINC00280","100873964"
"29013","ENSG00000229644","NAMPTP1","646309"
"29015","ENSG00000229647","MYOSLID","105373853"
"29016","ENSG00000229648","RPSAP22","100270874"
"29017","ENSG00000229649","LINC02681","101927419"
"29019","ENSG00000229654","LINC02526","105377926"
"29020","ENSG00000229656","ITGB1-DT","101929475"
"29021","ENSG00000229657","RPL13AP11","100271276"
"29023","ENSG00000229659","RPL26P6","100131526"
"29026","ENSG00000229662","LOC100420084","100420084"
"29027","ENSG00000229663","DPY19L4P1","100131533"
"29029","ENSG00000229665","PRR20C","729240"
"29031","ENSG00000229667","UBE2V1P9","100131981"
"29037","ENSG00000229674","H2AL3","115482686"
"29038","ENSG00000229676","ZNF492","57615"
"29039","ENSG00000229677","RPL17P28","100270940"
"29042","ENSG00000229686","SNORD56","26793"
"29043","ENSG00000229687","RPL37P7","100270890"
"29044","ENSG00000229688","CRPPA-AS1","100506025"
"29046","ENSG00000229690","MTCO2P1","140909"
"29049","ENSG00000229694","LINC00484","100129347"
"29050","ENSG00000229695","LOC100421122","100421122"
"29051","ENSG00000229696","KARS1P1","100419558"
"29052","ENSG00000229697","FAM242E","105379438"
"29053","ENSG00000229699","LOC101928009","101928009"
"29055","ENSG00000229701","MTND2P20","100873226"
"29059","ENSG00000229708","MARK2P12","100421565"
"29060","ENSG00000229709","USP9YP36","106478932"
"29062","ENSG00000229713","LCEP2","450209"
"29067","ENSG00000229720","LOC101929460","101929460"
"29068","ENSG00000229721","RPS8P7","646093"
"29071","ENSG00000229724","OR2AQ1P","81474"
"29073","ENSG00000229727","LOC100506274","100506274"
