"","ENSEMBL","SYMBOL","ENTREZID"
"29076","ENSG00000229731","LOC100420323","100420323"
"29078","ENSG00000229733","LOC107985645","107985645"
"29079","ENSG00000229735","FTLP16","100420158"
"29081","ENSG00000229739","PDC-AS1","102724919"
"29084","ENSG00000229743","LINC01159","102682016"
"29091","ENSG00000229752","RPL7P10","646538"
"29092","ENSG00000229753","RPS27AP15","100271379"
"29095","ENSG00000229756","RPL31P20","100270986"
"29096","ENSG00000229757","RPL7AP21","100271038"
"29099","ENSG00000229760","MTCO1P52","107075227"
"29101","ENSG00000229762","LOC100420540","100420540"
"29102","ENSG00000229765","RPL21P62","442160"
"29104","ENSG00000229769","TRBV10-2","28584"
"29105","ENSG00000229770","LOC105372971","105372971"
"29108","ENSG00000229775","LINC02624","105378470"
"29109","ENSG00000229776","C2-AS1","102060414"
"29111","ENSG00000229780","UBE2Q1-AS1","100874097"
"29112","ENSG00000229781","RRN3P4","100129955"
"29118","ENSG00000229792","LINC00399","104326054"
"29119","ENSG00000229794","MTCYBP32","107075231"
"29120","ENSG00000229795","RPS21P1","100271090"
"29121","ENSG00000229797","LOC124907890","124907890"
"29122","ENSG00000229798","KRT18P26","100418770"
"29123","ENSG00000229800","ATP8A2P2","100533851"
"29125","ENSG00000229806","RPS15P5","729789"
"29126","ENSG00000229807","XIST","7503"
"29128","ENSG00000229809","ZNF688","146542"
"29132","ENSG00000229817","LOC645266","645266"
"29135","ENSG00000229822","RPS15AP39","100129284"
"29136","ENSG00000229824","RPL12P34","100271407"
"29140","ENSG00000229829","DUTP4","100873910"
"29144","ENSG00000229833","PET100","100131801"
"29146","ENSG00000229835","KHSRPP1","402359"
"29150","ENSG00000229842","MTATP6P13","107075272"
"29152","ENSG00000229847","EMX2OS","196047"
"29155","ENSG00000229851","ARSD-AS1","100506356"
"29156","ENSG00000229852","LOC122539212","122539212"
"29162","ENSG00000229859","PGA3","643834"
"29164","ENSG00000229863","RPL19P2","654382"
"29165","ENSG00000229865","RPL31P54","100271483"
"29166","ENSG00000229867","STEAP3-AS1","100874111"
"29167","ENSG00000229869","LARP4B-DT","101927762"
"29168","ENSG00000229870","RPL21P89","100271422"
"29169","ENSG00000229871","RPSAP20","127406"
"29172","ENSG00000229876","CASC20","101929244"
"29175","ENSG00000229880","IMMTP1","54045"
"29180","ENSG00000229887","HNRNPA1P6","729423"
"29181","ENSG00000229890","ACTP1","106480335"
"29182","ENSG00000229891","LINC01315","102723775"
"29185","ENSG00000229894","GK3P","2713"
"29187","ENSG00000229897","SEPTIN7P7","100130564"
"29190","ENSG00000229901","FOXO6-AS1","101929901"
"29194","ENSG00000229909","TRIM60P16","100420412"
"29199","ENSG00000229914","RPS10P8","729780"
"29202","ENSG00000229918","DOCK9-AS1","100874096"
"29204","ENSG00000229920","RPS4XP5","100271132"
"29205","ENSG00000229921","KIF25-AS1","100505879"
"29208","ENSG00000229924","FAM90A26","100287045"
"29216","ENSG00000229935","MTCYBP9","107075124"
"29217","ENSG00000229937","PRPS1L1","221823"
"29221","ENSG00000229941","PDE11A-AS1","105373764"
"29228","ENSG00000229951","FOSL2-AS1","403150"
"29230","ENSG00000229954","MTND2P2","56168"
"29235","ENSG00000229961","LOC107985211","107985211"
"29238","ENSG00000229965","RPS3AP7","391168"
"29240","ENSG00000229968","LOC100419784","100419784"
"29244","ENSG00000229972","IQCF3","401067"
"29247","ENSG00000229977","RPL26P22","643101"
"29250","ENSG00000229980","TOB1-AS1","400604"
"29251","ENSG00000229981","LINC01435","103695365"
"29254","ENSG00000229985","RPL18AP5","729955"
"29259","ENSG00000229991","AKR1B1P1","401982"
"29261","ENSG00000229994","RPL5P4","643343"
"29264","ENSG00000230000","LOC100287704","100287704"
"29266","ENSG00000230002","ALMS1-IT1","100874291"
"29269","ENSG00000230006","ANKRD36BP2","645784"
"29270","ENSG00000230009","MTCO2P3","100873203"
"29273","ENSG00000230013","CT70","107987106"
"29275","ENSG00000230015","LOC100506929","100506929"
"29276","ENSG00000230018","PPIAP39","111082963"
"29278","ENSG00000230020","NHS-AS1","100873920"
"29279","ENSG00000230021","LOC101928626","101928626"
"29281","ENSG00000230023","LINC02800","284632"
"29287","ENSG00000230031","POTEB2","100287399"
"29292","ENSG00000230040","LINC00364","100874145"
"29293","ENSG00000230042","AK3P3","100419075"
"29295","ENSG00000230044","CDK8P1","100419916"
"29298","ENSG00000230047","HIGD2AP1","100289360"
"29299","ENSG00000230051","LOC102724900","102724900"
"29300","ENSG00000230052","MTND3P2","100873180"
"29302","ENSG00000230054","TEX53","105376230"
"29305","ENSG00000230062","ANKRD66","100287718"
"29307","ENSG00000230064","RPL21P81","100271389"
"29309","ENSG00000230066","FAM197Y3","107987341"
"29312","ENSG00000230069","LRRC37A15P","106481796"
"29313","ENSG00000230071","RPL4P6","100271033"
"29316","ENSG00000230076","RPL10P6","285176"
"29317","ENSG00000230077","MTAPP2","100420621"
"29320","ENSG00000230081","HSPE1P28","171420"
"29321","ENSG00000230082","PRRT3-AS1","100874032"
"29324","ENSG00000230086","VN1R96P","100127969"
"29325","ENSG00000230087","LOC100418885","100418885"
"29326","ENSG00000230088","KRT16P5","353196"
"29332","ENSG00000230098","TCERG1L-AS1","101927489"
"29333","ENSG00000230099","TRBV5-4","28611"
"29336","ENSG00000230102","LINC02028","285389"
"29339","ENSG00000230106","SNRPCP15","100310857"
"29341","ENSG00000230109","LINC02643","105376444"
"29342","ENSG00000230111","H3P11","115482708"
"29345","ENSG00000230114","AGBL4-AS1","101929721"
"29346","ENSG00000230115","TPRG1-AS2","100874027"
"29347","ENSG00000230116","RPS3AP11","100270904"
"29353","ENSG00000230123","DLEC1P1","100421153"
"29354","ENSG00000230124","ACBD6","84320"
"29355","ENSG00000230124","LHX4-AS1","100527964"
"29356","ENSG00000230125","EEF1A1P39","100862850"
"29357","ENSG00000230126","FGF12-AS2","100873987"
"29358","ENSG00000230130","MTND2P39","107075312"
"29361","ENSG00000230133","LINC01721","400839"
"29368","ENSG00000230148","HOXB-AS1","100874362"
"29373","ENSG00000230156","LINC00443","100874173"
"29375","ENSG00000230158","MTND1P28","100873215"
"29379","ENSG00000230162","CT45A11P","100129813"
"29381","ENSG00000230164","MAS1LP1","646366"
"29384","ENSG00000230169","RPL30P16","100289099"
"29386","ENSG00000230171","RPL22P18","100271290"
"29388","ENSG00000230173","LINC01790","101927431"
"29389","ENSG00000230174","LINC01149","101929111"
"29390","ENSG00000230175","RPS13P1","100128305"
"29391","ENSG00000230176","LINC01433","728228"
"29392","ENSG00000230178","OR4F3","26683"
"29393","ENSG00000230180","RPL12P49","107075252"
"29400","ENSG00000230188","RPL21P83","100271186"
"29402","ENSG00000230190","LOC105375556","105375556"
"29405","ENSG00000230194","RPL34P35","100271504"
"29406","ENSG00000230196","DDX43P3","106481709"
"29412","ENSG00000230203","LOC646216","646216"
"29415","ENSG00000230207","RPL4P5","158345"
"29416","ENSG00000230208","IFNNP1","654783"
"29417","ENSG00000230212","CBR1-AS1","100133286"
"29418","ENSG00000230213","OR8V1P","282776"
"29419","ENSG00000230214","FTLP18","100462786"
"29420","ENSG00000230215","LINC01840","100874079"
"29422","ENSG00000230219","CIBAR1P2","403315"
"29423","ENSG00000230221","LOC643342","643342"
"29425","ENSG00000230224","PHB1P9","100289414"
"29426","ENSG00000230225","MTND5P14","100873258"
"29429","ENSG00000230228","H3P1","115482711"
"29431","ENSG00000230231","FMO7P","100337589"
"29441","ENSG00000230246","SPATA31C1","441452"
"29442","ENSG00000230247","HNRNPH3P1","106480233"
"29445","ENSG00000230250","LINC01753","105378739"
"29446","ENSG00000230251","PHB1P4","100418774"
"29447","ENSG00000230252","MTND2P4","100873175"
"29449","ENSG00000230257","NFE4","58160"
"29452","ENSG00000230261","OR52J2P","79529"
"29453","ENSG00000230262","LINC02603","158257"
"29454","ENSG00000230266","XXYLT1-AS2","101410543"
"29456","ENSG00000230268","SSU72P8","136157"
"29457","ENSG00000230269","LINC02525","100507194"
"29460","ENSG00000230274","PGAM1P3","100873887"
"29461","ENSG00000230275","SERBP1P4","100132591"
"29464","ENSG00000230282","RPL7P61","101929589"
"29465","ENSG00000230283","RPS12P24","100271551"
"29472","ENSG00000230291","RPL26P32","400055"
"29473","ENSG00000230292","NAALADL2-AS3","100862679"
"29479","ENSG00000230301","OR5H6","79295"
"29480","ENSG00000230302","MTND3P4","100873181"
"29485","ENSG00000230307","OR6C5P","390320"
"29491","ENSG00000230314","ELOVL2-AS1","100506409"
"29492","ENSG00000230316","FEZF1-AS1","154860"
"29493","ENSG00000230317","LINC01284","101926971"
"29494","ENSG00000230318","XRCC6P3","127086"
"29495","ENSG00000230319","TTLL1-AS1","100506679"
"29497","ENSG00000230321","MTCO2P27","107075291"
"29500","ENSG00000230324","LINC01734","339568"
"29502","ENSG00000230326","HMGN1P33","100874446"
"29503","ENSG00000230327","MTCO1P42","107075283"
"29509","ENSG00000230337","EXOSC10-AS1","105376736"
"29512","ENSG00000230342","FANCD2P2","101929530"
"29514","ENSG00000230347","CT47A8","728049"
"29515","ENSG00000230350","RPL35AP3","387074"
"29519","ENSG00000230356","NCAPD2P1","100421175"
"29520","ENSG00000230358","SPDYE21","442572"
"29521","ENSG00000230359","TPI1P2","286016"
"29522","ENSG00000230360","DDX10P2","401533"
"29523","ENSG00000230361","VN1R32P","100312788"
"29524","ENSG00000230362","ACTG1P23","442097"
"29525","ENSG00000230364","RPL4P3","391135"
"29527","ENSG00000230366","DSCR9","257203"
"29528","ENSG00000230368","FAM41C","284593"
"29529","ENSG00000230370","RPL23AP52","100271465"
"29530","ENSG00000230371","KARS1P2","100419560"
"29531","ENSG00000230373","GOLGA6L17P","642402"
"29533","ENSG00000230376","MEMO1P4","100462785"
"29534","ENSG00000230377","ELOCP7","100462868"
"29537","ENSG00000230383","RPL6P19","646483"
"29538","ENSG00000230384","RPSAP25","129841"
"29540","ENSG00000230386","LOC402279","402279"
"29541","ENSG00000230387","LOC100505664","100505664"
"29542","ENSG00000230390","LINC01048","103695431"
"29543","ENSG00000230391","RPSAP23","100270875"
"29544","ENSG00000230392","LOC101928336","101928336"
"29546","ENSG00000230395","ANAPC1P3","100420889"
"29547","ENSG00000230397","SPTLC1P1","100874511"
"29549","ENSG00000230399","RBBP8P1","100420552"
"29551","ENSG00000230401","LINC01972","105374293"
"29555","ENSG00000230405","RPS3AP52","100873818"
"29556","ENSG00000230406","RPL23P5","402120"
"29557","ENSG00000230407","LOC100419513","100419513"
"29558","ENSG00000230408","BZW1-AS1","101927795"
"29560","ENSG00000230411","OR3D1P","504175"
"29561","ENSG00000230412","ELOCP12","100462874"
"29563","ENSG00000230416","OR5M4P","79518"
"29564","ENSG00000230417","LINC00595","414243"
"29565","ENSG00000230417","LINC00856","100132987"
"29568","ENSG00000230424","EMC1-AS1","101927895"
"29570","ENSG00000230426","LINC01036","104169671"
"29571","ENSG00000230427","ALG14-AS1","101928098"
"29573","ENSG00000230430","USP17L25","728373"
"29581","ENSG00000230442","ASB15-AS1","102724555"
"29583","ENSG00000230445","LRRC37A6P","387646"
"29584","ENSG00000230447","CTF2P","100289419"
"29585","ENSG00000230448","LINC00276","100499171"
"29586","ENSG00000230449","RPL7P4","100133037"
"29588","ENSG00000230451","RPS29P6","100270903"
"29589","ENSG00000230452","LINC01381","106144568"
"29590","ENSG00000230453","ANKRD18B","441459"
"29595","ENSG00000230461","PROX1-AS1","100505832"
"29598","ENSG00000230469","RPL5P26","100271206"
"29603","ENSG00000230476","OFD1P9Y","386693"
"29607","ENSG00000230480","RPL34P11","100130286"
"29611","ENSG00000230484","OR51A10P","81295"
"29613","ENSG00000230487","PSMG3-AS1","114796"
"29614","ENSG00000230489","VAV3-AS1","100873946"
"29617","ENSG00000230492","LOC101929707","101929707"
"29618","ENSG00000230495","LOC100286962","100286962"
"29619","ENSG00000230496","MTCO2P7","107075145"
"29620","ENSG00000230497","EEF1B2P8","100421774"
"29627","ENSG00000230507","RPL7AP8","340749"
"29628","ENSG00000230508","RPL19P21","392557"
"29629","ENSG00000230510","PPP5D1P","100506012"
"29630","ENSG00000230513","THAP7-AS1","439931"
"29633","ENSG00000230519","HMGB1P49","100420013"
"29634","ENSG00000230520","LOC648442","648442"
"29636","ENSG00000230522","MBD3L2","125997"
"29637","ENSG00000230523","LINC01756","101928460"
"29638","ENSG00000230524","COL6A4P1","344875"
"29639","ENSG00000230525","LINC01799","101060019"
"29641","ENSG00000230528","NOS2P3","339256"
"29642","ENSG00000230529","CEACAMP9","1097"
"29644","ENSG00000230531","MTND5P7","100873197"
"29646","ENSG00000230533","LINC03004","102723649"
"29652","ENSG00000230539","AOAH-IT1","100874264"
"29653","ENSG00000230542","LINC00102","100359394"
"29654","ENSG00000230543","SNX3P1X","100873884"
"29656","ENSG00000230547","HMGB1P11","100419996"
"29657","ENSG00000230548","MTND4P27","100873248"
"29658","ENSG00000230549","USP17L1","401447"
"29659","ENSG00000230550","ERLNC1","101929441"
"29665","ENSG00000230559","RPL17P12","100270938"
"29666","ENSG00000230561","CCDC192","728586"
"29670","ENSG00000230565","ZNF32-AS2","414208"
"29671","ENSG00000230568","SF3A3P1","170548"
"29676","ENSG00000230573","LINC02639","105376365"
"29678","ENSG00000230576","OR6R1P","81440"
"29680","ENSG00000230580","RPL19P5","646532"
"29681","ENSG00000230581","ACTG1P14","100418910"
"29682","ENSG00000230583","GTF2IRD1P1","729156"
"29683","ENSG00000230584","CCT5P2","390415"
"29686","ENSG00000230589","IMP3P1","646087"
"29687","ENSG00000230590","FTX","100302692"
"29688","ENSG00000230592","RPSAP8","643617"
"29690","ENSG00000230594","CT47A4","728075"
"29692","ENSG00000230596","GPAA1P2","106481722"
"29697","ENSG00000230601","TEX48","100505478"
"29700","ENSG00000230605","MTCYBP6","107075259"
"29706","ENSG00000230613","HM13-AS1","100874042"
"29708","ENSG00000230615","LOC107984948","107984948"
"29712","ENSG00000230622","UQCRHP1","100130756"
"29717","ENSG00000230629","RPS23P8","653658"
"29721","ENSG00000230635","CYP4F60P","107126294"
"29722","ENSG00000230636","RPL36P1","140697"
"29724","ENSG00000230638","LOC100418723","100418723"
"29729","ENSG00000230646","KLF2P2","106480678"
"29732","ENSG00000230649","LOC105375523","105375523"
"29733","ENSG00000230650","LOC442041","442041"
"29734","ENSG00000230651","RGPD4-AS1","729121"
"29735","ENSG00000230654","MTCO2P25","107075290"
"29736","ENSG00000230655","OR7E55P","391548"
"29737","ENSG00000230657","PRB4","5545"
"29739","ENSG00000230659","RPL26P12","391126"
"29741","ENSG00000230662","TNPO1P2","252968"
"29744","ENSG00000230666","CEACAM22P","388550"
"29745","ENSG00000230667","SETSIP","646817"
"29750","ENSG00000230679","ENO1-AS1","100505975"
"29751","ENSG00000230680","LOC105375266","105375266"
"29754","ENSG00000230683","DDTP1","101060160"
"29758","ENSG00000230690","LOC105373526","105373526"
"29759","ENSG00000230691","MRPL35P4","359745"
"29763","ENSG00000230697","SAP18P3","106660616"
"29766","ENSG00000230701","FBXW4P1","26226"
"29767","ENSG00000230702","RPL31P30","729203"
"29769","ENSG00000230704","LOC101928628","101928628"
"29771","ENSG00000230707","LOC389895","389895"
"29772","ENSG00000230709","LOC284191","284191"
"29774","ENSG00000230711","CTAGE13P","100421638"
"29775","ENSG00000230712","GGTLC4P","729838"
"29778","ENSG00000230716","KRT8P7","729131"
"29780","ENSG00000230720","LINC02644","105376480"
"29781","ENSG00000230721","RPL17P5","388132"
"29783","ENSG00000230725","LOC284798","284798"
"29784","ENSG00000230727","RBMY2WP","379011"
"29791","ENSG00000230734","RPL10P3","619445"
"29793","ENSG00000230736","LOC339666","339666"
"29799","ENSG00000230748","PRELID1P7","116435286"
"29800","ENSG00000230749","MEIS1-AS2","100873998"
"29803","ENSG00000230753","ZNF341-AS1","101929746"
"29804","ENSG00000230755","MTATP6P23","107075300"
"29807","ENSG00000230758","SNAP23P1","101290500"
"29810","ENSG00000230768","LINC01676","101928476"
"29812","ENSG00000230772","VN1R108P","100312850"
"29815","ENSG00000230778","ANKRD63","100131244"
"29816","ENSG00000230779","RPLP0P4","391102"
"29818","ENSG00000230782","LOC340512","340512"
"29820","ENSG00000230785","LOC100421782","100421782"
"29821","ENSG00000230787","PSAT1P3","729779"
"29823","ENSG00000230789","ARHGAP26-IT1","100874372"
"29825","ENSG00000230793","SMARCE1P5","400129"
"29827","ENSG00000230795","HLA-K","3138"
"29829","ENSG00000230797","YY2","404281"
"29830","ENSG00000230798","FOXD3-AS1","100996301"
"29831","ENSG00000230799","RPS2P16","100270860"
"29836","ENSG00000230806","SRGAP2-AS1","100873165"
"29838","ENSG00000230809","RPS6P15","100129732"
"29840","ENSG00000230814","USP9YP24","106478928"
"29842","ENSG00000230817","LINC01362","103283057"
"29843","ENSG00000230818","MTND2P16","100873347"
"29848","ENSG00000230825","LINC03016","101927354"
"29851","ENSG00000230829","RPL27P10","202122"
"29857","ENSG00000230835","RPS16P6","100271362"
"29859","ENSG00000230837","RPL31P2","140753"
"29860","ENSG00000230838","LINC01614","105373869"
"29862","ENSG00000230841","RPL23AP15","391175"
"29864","ENSG00000230844","ZNF674-AS1","401588"
"29871","ENSG00000230852","LINC02857","107986618"
"29872","ENSG00000230853","RPL10P11","100128030"
"29873","ENSG00000230854","USP9YP20","106480717"
"29874","ENSG00000230859","YRDCP3","100861429"
"29880","ENSG00000230867","RPS11P4","100271052"
"29882","ENSG00000230870","FBXW11P1","54099"
"29883","ENSG00000230871","RPS6P23","100130313"
"29884","ENSG00000230872","MFSD13B","105371130"
"29885","ENSG00000230873","STMND1","401236"
"29886","ENSG00000230876","LINC00486","285045"
"29892","ENSG00000230891","LINC00692","285326"
"29893","ENSG00000230894","LOC107987014","107987014"
"29895","ENSG00000230897","RPS18P12","388339"
"29898","ENSG00000230902","FAM204CP","100420916"
"29900","ENSG00000230908","LOC107985432","107985432"
"29906","ENSG00000230916","MTCO1P53","107075285"
"29908","ENSG00000230920","LOC105375972","105375972"
"29909","ENSG00000230921","HAO2-IT1","100874270"
"29910","ENSG00000230922","LOC101927551","101927551"
"29911","ENSG00000230923","LINC00309","150992"
"29912","ENSG00000230926","LOC101060199","101060199"
"29913","ENSG00000230927","TMBIM7P","105375396"
"29919","ENSG00000230935","RPS3P1","140754"
"29920","ENSG00000230936","LOC100129276","100129276"
"29921","ENSG00000230937","MIR205HG","642587"
"29923","ENSG00000230942","HMGN1P5","100874429"
"29924","ENSG00000230943","LINC02541","101927686"
"29929","ENSG00000230948","AURKBP1","644233"
"29930","ENSG00000230950","MTND2P21","100873227"
"29931","ENSG00000230951","GPS2P2","100132058"
"29937","ENSG00000230960","LOC154449","154449"
"29938","ENSG00000230962","LINC01520","101929684"
"29943","ENSG00000230969","LINC02090","105371562"
"29944","ENSG00000230970","HHATL-AS1","100874044"
"29946","ENSG00000230973","LOC100421910","100421910"
